eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,78,4,105
1,81,7,105
2,81,7,80
3,81,7,80
4,78,4,95
5,76,2,80
6,78,4,80
7,74,0,95
8,69,7,80
9,69,7,80
10,74,0,95
11,76,2,80
12,76,2,80
13,76,2,105
14,74,0,80
15,71,9,80
16,76,2,95
17,76,2,80
18,76,2,80
19,78,4,95
20,76,2,80
21,74,0,80
22,78,4,95
23,79,5,80
24,79,5,80
25,81,7,105
26,81,7,80
27,81,7,80
28,78,4,95
29,76,2,80
30,78,4,80
31,74,0,95
32,69,7,80
33,69,7,80
34,74,0,95
35,69,7,80
36,69,7,80
37,71,9,105
38,69,7,80
39,69,7,80
40,69,7,95
41,71,9,80
42,73,11,80
43,74,0,95
44,74,0,95
45,74,0,95
46,74,0,95
47,78,4,80
48,78,4,80
49,81,7,105
50,81,7,80
51,81,7,80
52,78,4,95
53,76,2,80
54,78,4,80
55,74,0,95
56,69,7,80
57,69,7,80
58,74,0,95
59,76,2,80
60,76,2,80
61,76,2,105
62,74,0,80
63,71,9,80
64,76,2,95
65,76,2,80
66,76,2,80
67,78,4,95
68,76,2,80
69,74,0,80
70,78,4,95
71,79,5,80
72,79,5,80
73,81,7,105
74,81,7,80
75,81,7,80
76,78,4,95
77,76,2,80
78,78,4,80
79,74,0,95
80,69,7,80
81,69,7,80
82,74,0,95
83,69,7,80
84,69,7,80
85,71,9,105
86,69,7,80
87,69,7,80
88,69,7,95
89,71,9,80
90,73,11,80
91,74,0,95
92,74,0,95
93,74,0,95
94,74,0,95
95,78,4,80
96,78,4,80
97,76,2,105
98,74,0,80
99,71,9,80
100,76,2,95
101,76,2,80
102,76,2,80
103,78,4,95
104,76,2,80
105,74,0,80
106,78,4,95
107,78,4,80
108,78,4,80
109,79,5,105
110,78,4,80
111,76,2,80
112,79,5,95
113,76,2,80
114,76,2,80
115,78,4,95
116,76,2,80
117,74,0,80
118,78,4,95
119,79,5,80
120,79,5,80
121,81,7,105
122,83,9,80
123,81,7,80
124,78,4,95
125,76,2,80
126,78,4,80
127,74,0,95
128,69,7,80
129,69,7,80
130,74,0,95
131,69,7,80
132,69,7,80
133,71,9,105
134,69,7,80
135,69,7,80
136,69,7,95
137,71,9,80
138,73,11,80
139,74,0,95
140,74,0,95
141,74,0,95
142,74,0,95
143,78,4,80
144,78,4,80
145,76,2,105
146,74,0,80
147,71,9,80
148,76,2,95
149,76,2,80
150,76,2,80
151,78,4,95
152,76,2,80
153,74,0,80
154,78,4,95
155,78,4,80
156,78,4,80
157,79,5,105
158,78,4,80
159,76,2,80
160,79,5,95
161,76,2,80
162,76,2,80
163,78,4,95
164,76,2,80
165,74,0,80
166,78,4,95
167,79,5,80
168,79,5,80
169,81,7,105
170,83,9,80
171,81,7,80
172,78,4,95
173,76,2,80
174,78,4,80
175,74,0,95
176,69,7,80
177,69,7,80
178,74,0,95
179,69,7,80
180,69,7,80
181,71,9,105
182,69,7,80
183,69,7,80
184,69,7,95
185,71,9,80
186,73,11,80
187,74,0,95
188,74,0,95
189,74,0,95
190,74,0,95
