eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,79,0,105
1,76,9,80
2,74,7,105
3,71,4,80
4,71,4,80
5,67,0,80
6,72,5,95
7,71,4,80
8,72,5,80
9,76,9,80
10,74,7,105
11,71,4,80
12,71,4,80
13,67,0,80
14,69,2,95
15,66,11,80
16,62,7,80
17,66,11,80
18,67,0,105
19,71,4,80
20,71,4,80
21,67,0,80
22,69,2,95
23,71,4,80
24,72,5,80
25,74,7,80
26,76,9,105
27,69,2,80
28,69,2,80
29,69,2,80
30,79,0,95
31,78,11,80
32,79,0,80
33,76,9,80
34,74,7,105
35,71,4,80
36,71,4,80
37,67,0,80
38,72,5,95
39,71,4,80
40,72,5,80
41,76,9,80
42,74,7,105
43,71,4,80
44,71,4,80
45,67,0,80
46,69,2,95
47,66,11,80
48,62,7,80
49,66,11,80
50,67,0,105
51,71,4,80
52,71,4,80
53,67,0,80
54,69,2,95
55,71,4,80
56,72,5,80
57,74,7,80
58,76,9,105
59,72,5,80
60,69,2,80
61,72,5,80
62,71,4,95
63,67,0,80
64,71,4,80
65,74,7,80
66,79,0,105
67,74,7,80
68,74,7,80
69,71,4,80
70,67,0,95
71,71,4,80
72,74,7,80
73,79,0,80
74,79,0,105
75,78,11,80
76,78,11,80
77,79,0,80
78,76,9,95
79,74,7,80
80,76,9,80
81,78,11,80
82,79,0,105
83,74,7,80
84,74,7,80
85,71,4,80
86,67,0,95
87,71,4,80
88,74,7,80
89,78,11,80
90,76,9,105
91,72,5,80
92,69,2,80
93,72,5,80
94,71,4,95
95,67,0,80
96,67,0,80
97,79,0,105
98,79,0,105
99,78,11,80
100,78,11,80
101,78,11,80
102,76,9,95
103,76,9,80
104,74,7,80
105,71,4,80
106,72,5,105
107,71,4,80
108,69,2,80
109,67,0,80
110,66,11,95
111,69,2,80
112,74,7,80
113,72,5,80
114,71,4,105
115,74,7,80
116,74,7,80
117,74,7,80
118,72,5,95
119,76,9,80
120,76,9,80
121,74,7,105
122,74,7,105
123,79,0,80
124,78,11,80
125,81,2,80
126,79,0,95
