eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,74,0,105
1,73,11,80
2,69,7,80
3,66,4,80
4,67,5,95
5,66,4,80
6,66,4,80
7,67,5,80
8,69,7,105
9,74,0,80
10,74,0,80
11,76,2,80
12,78,4,95
13,74,0,80
14,76,2,80
15,74,0,80
16,74,0,105
17,73,11,80
18,69,7,80
19,66,4,80
20,67,5,95
21,66,4,80
22,66,4,80
23,67,5,80
24,69,7,105
25,66,4,80
26,67,5,80
27,64,2,80
28,66,4,95
29,62,0,80
30,62,0,80
31,74,0,105
32,74,0,105
33,73,11,80
34,69,7,80
35,66,4,80
36,67,5,95
37,66,4,80
38,66,4,80
39,67,5,80
40,69,7,105
41,74,0,80
42,74,0,80
43,76,2,80
44,78,4,95
45,74,0,80
46,76,2,80
47,74,0,80
48,74,0,105
49,73,11,80
50,69,7,80
51,66,4,80
52,67,5,95
53,66,4,80
54,66,4,80
55,67,5,80
56,69,7,105
57,66,4,80
58,67,5,80
59,64,2,80
60,66,4,95
61,62,0,80
62,62,0,80
63,78,4,105
64,78,4,105
65,78,4,80
66,78,4,80
67,81,7,80
68,79,5,95
69,78,4,80
70,76,2,80
71,74,0,80
72,73,11,105
73,74,0,80
74,76,2,80
75,78,4,80
76,79,5,95
77,78,4,80
78,78,4,80
79,76,2,80
80,74,0,105
81,76,2,80
82,78,4,80
83,79,5,80
84,81,7,95
85,79,5,80
86,79,5,80
87,76,2,80
88,81,7,105
89,79,5,80
90,79,5,80
91,76,2,80
92,78,4,95
93,74,0,80
94,74,0,80
95,78,4,105
96,78,4,105
97,78,4,80
98,78,4,80
99,81,7,80
100,79,5,95
101,78,4,80
102,76,2,80
103,74,0,80
104,73,11,105
105,74,0,80
106,76,2,80
107,78,4,80
108,79,5,95
109,78,4,80
110,78,4,80
111,76,2,80
112,74,0,105
113,76,2,80
114,78,4,80
115,79,5,80
116,81,7,95
117,79,5,80
118,79,5,80
119,76,2,80
120,81,7,105
121,79,5,80
122,79,5,80
123,76,2,80
124,78,4,95
125,74,0,80
126,74,0,80
