eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,71,4,80
2,71,4,80
3,67,0,80
4,64,9,95
5,62,7,80
6,62,7,80
7,66,11,80
8,67,0,105
9,71,4,80
10,71,4,80
11,67,0,80
12,69,2,95
13,72,5,80
14,71,4,80
15,69,2,80
16,67,0,105
17,71,4,80
18,71,4,80
19,67,0,80
20,64,9,95
21,62,7,80
22,62,7,80
23,74,7,105
24,74,7,105
25,71,4,80
26,69,2,80
27,72,5,80
28,71,4,95
29,67,0,80
30,69,2,80
31,66,11,80
32,67,0,105
33,71,4,80
34,71,4,80
35,67,0,80
36,64,9,95
37,62,7,80
38,62,7,80
39,66,11,80
40,67,0,105
41,71,4,80
42,71,4,80
43,67,0,80
44,69,2,95
45,72,5,80
46,71,4,80
47,69,2,80
48,67,0,105
49,71,4,80
50,71,4,80
51,67,0,80
52,64,9,95
53,62,7,80
54,62,7,80
55,74,7,105
56,74,7,105
57,71,4,80
58,69,2,80
59,72,5,80
60,71,4,95
61,67,0,80
62,67,0,80
63,74,7,105
64,74,7,105
65,67,0,80
66,71,4,80
67,67,0,80
68,74,7,95
69,67,0,80
70,67,0,80
71,71,4,80
72,74,7,105
73,67,0,80
74,71,4,80
75,74,7,80
76,76,9,95
77,78,11,80
78,79,0,80
79,76,9,80
80,74,7,105
81,67,0,80
82,71,4,80
83,67,0,80
84,74,7,95
85,67,0,80
86,67,0,80
87,71,4,80
88,72,5,105
89,69,2,80
90,71,4,80
91,67,0,80
92,69,2,95
93,67,0,80
94,64,9,80
95,74,7,105
96,74,7,105
97,67,0,80
98,71,4,80
99,67,0,80
100,74,7,95
101,67,0,80
102,67,0,80
103,71,4,80
104,74,7,105
105,67,0,80
106,71,4,80
107,74,7,80
108,76,9,95
109,76,9,80
110,76,9,80
111,78,11,80
112,79,0,105
113,76,9,80
114,78,11,80
115,74,7,80
116,76,9,95
117,72,5,80
118,74,7,80
119,71,4,80
120,72,5,105
121,69,2,80
122,71,4,80
123,67,0,80
124,69,2,95
125,67,0,80
126,64,9,80
127,72,5,105
128,72,5,105
129,69,2,80
130,71,4,80
131,67,0,80
132,69,2,95
133,67,0,80
134,66,11,80
135,62,7,80
136,67,0,105
