eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,64,9,80
2,62,7,80
3,64,9,80
4,67,0,95
5,64,9,80
6,64,9,80
7,67,0,80
8,69,2,105
9,62,7,80
10,66,11,80
11,62,7,80
12,69,2,95
13,62,7,80
14,66,11,80
15,62,7,80
16,67,0,105
17,64,9,80
18,62,7,80
19,64,9,80
20,67,0,95
21,71,4,80
22,71,4,80
23,74,7,80
24,76,9,105
25,79,0,80
26,74,7,80
27,71,4,80
28,69,2,95
29,67,0,80
30,71,4,80
31,69,2,80
32,67,0,105
33,64,9,80
34,62,7,80
35,64,9,80
36,67,0,95
37,64,9,80
38,64,9,80
39,67,0,80
40,69,2,105
41,62,7,80
42,66,11,80
43,62,7,80
44,69,2,95
45,62,7,80
46,66,11,80
47,62,7,80
48,67,0,105
49,64,9,80
50,64,9,80
51,64,9,80
52,67,0,95
53,71,4,80
54,71,4,80
55,74,7,80
56,76,9,105
57,79,0,80
58,74,7,80
59,71,4,80
60,67,0,95
61,76,9,80
62,76,9,80
63,78,11,80
64,79,0,105
65,83,4,80
66,83,4,80
67,83,4,80
68,81,2,95
69,83,4,80
70,83,4,80
71,83,4,80
72,79,0,105
73,81,2,80
74,83,4,80
75,79,0,80
76,81,2,95
77,79,0,80
78,76,9,80
79,78,11,80
80,79,0,105
81,83,4,80
82,83,4,80
83,83,4,80
84,81,2,95
85,79,0,80
86,81,2,80
87,83,4,80
88,79,0,105
89,81,2,80
90,83,4,80
91,79,0,80
92,81,2,95
93,76,9,80
94,76,9,80
95,78,11,80
96,79,0,105
97,83,4,80
98,83,4,80
99,83,4,80
100,81,2,95
101,83,4,80
102,83,4,80
103,83,4,80
104,79,0,105
105,81,2,80
106,83,4,80
107,79,0,80
108,81,2,95
109,79,0,80
110,78,11,80
111,79,0,80
112,76,9,105
113,74,7,80
114,74,7,80
115,78,11,80
116,76,9,95
117,74,7,80
118,71,4,80
119,74,7,80
120,79,0,105
121,76,9,80
122,74,7,80
123,71,4,80
124,69,2,95
125,72,5,80
126,71,4,80
127,69,2,80
