eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,78,9,105
1,76,7,105
2,69,0,80
3,76,7,80
4,69,0,80
5,76,7,105
6,76,7,80
7,73,4,80
8,69,0,80
9,74,5,105
10,74,5,80
11,74,5,80
12,78,9,80
13,81,0,105
14,78,9,80
15,76,7,80
16,78,9,80
17,76,7,105
18,69,0,80
19,76,7,80
20,69,0,80
21,76,7,105
22,76,7,80
23,73,4,80
24,69,0,80
25,74,5,105
26,78,9,80
27,73,4,80
28,76,7,80
29,71,2,105
30,71,2,80
31,69,0,80
32,78,9,80
33,76,7,105
34,69,0,80
35,76,7,80
36,69,0,80
37,76,7,105
38,76,7,80
39,73,4,80
40,69,0,80
41,74,5,105
42,74,5,80
43,74,5,80
44,78,9,80
45,81,0,105
46,78,9,80
47,76,7,80
48,78,9,80
49,76,7,105
50,69,0,80
51,76,7,80
52,69,0,80
53,76,7,105
54,76,7,80
55,73,4,80
56,69,0,80
57,74,5,105
58,78,9,80
59,73,4,80
60,76,7,80
61,71,2,105
62,71,2,80
63,69,0,80
64,81,0,105
65,81,0,105
66,76,7,80
67,78,9,80
68,73,4,80
69,81,0,105
70,76,7,80
71,78,9,80
72,73,4,80
73,74,5,105
74,74,5,80
75,74,5,80
76,78,9,80
77,81,0,105
78,78,9,80
79,76,7,80
80,81,0,105
81,81,0,105
82,76,7,80
83,78,9,80
84,73,4,80
85,81,0,105
86,76,7,80
87,78,9,80
88,73,4,80
89,74,5,105
90,78,9,80
91,73,4,80
92,76,7,80
93,71,2,105
94,71,2,80
95,69,0,80
96,81,0,105
97,81,0,105
98,76,7,80
99,78,9,80
100,73,4,80
101,81,0,105
102,76,7,80
103,78,9,80
104,73,4,80
105,74,5,105
106,74,5,80
107,74,5,80
108,78,9,80
109,81,0,105
110,78,9,80
111,76,7,80
112,81,0,105
113,81,0,105
114,76,7,80
115,78,9,80
116,73,4,80
117,81,0,105
118,76,7,80
119,78,9,80
120,73,4,80
121,74,5,105
122,78,9,80
123,73,4,80
124,76,7,80
125,71,2,105
126,71,2,80
127,69,0,80
