eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,7,105
1,66,4,80
2,66,4,80
3,74,0,95
4,74,0,95
5,66,4,80
6,66,4,80
7,71,9,105
8,71,9,105
9,69,7,80
10,66,4,80
11,71,9,80
12,69,7,95
13,66,4,80
14,66,4,80
15,69,7,105
16,69,7,105
17,66,4,80
18,66,4,80
19,74,0,95
20,74,0,95
21,76,2,80
22,74,0,80
23,71,9,80
24,69,7,105
25,66,4,80
26,62,0,80
27,66,4,80
28,64,2,95
29,66,4,80
30,66,4,80
31,67,5,80
32,69,7,105
33,66,4,80
34,66,4,80
35,74,0,95
36,74,0,95
37,66,4,80
38,66,4,80
39,71,9,105
40,71,9,105
41,69,7,80
42,66,4,80
43,71,9,80
44,69,7,95
45,66,4,80
46,66,4,80
47,71,9,105
48,71,9,105
49,69,7,80
50,71,9,80
51,73,11,80
52,74,0,95
53,78,4,80
54,76,2,80
55,78,4,80
56,74,0,105
57,71,9,80
58,69,7,80
59,66,4,80
60,64,2,95
61,69,7,80
62,69,7,80
63,69,7,80
64,71,9,105
65,69,7,80
66,71,9,80
67,73,11,80
68,74,0,95
69,78,4,80
70,76,2,80
71,78,4,80
72,74,0,105
73,76,2,80
74,76,2,80
75,78,4,80
76,74,0,95
77,71,9,80
78,71,9,80
79,69,7,80
80,71,9,105
81,69,7,80
82,71,9,80
83,73,11,80
84,74,0,95
85,78,4,80
86,76,2,80
87,78,4,80
88,74,0,105
89,71,9,80
90,69,7,80
91,66,4,80
92,64,2,95
93,69,7,80
94,69,7,80
95,69,7,80
96,71,9,105
97,69,7,80
98,71,9,80
99,73,11,80
100,74,0,95
101,78,4,80
102,76,2,80
103,78,4,80
104,74,0,105
105,76,2,80
106,76,2,80
107,78,4,80
108,74,0,95
109,78,4,80
110,78,4,80
111,83,9,105
112,83,9,105
113,78,4,80
114,81,7,80
115,78,4,80
116,76,2,95
117,79,5,80
118,78,4,80
119,76,2,80
120,74,0,105
121,71,9,80
122,69,7,80
123,66,4,80
124,64,2,95
