eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,7,105
1,67,0,105
2,67,0,95
3,67,0,95
4,67,0,95
5,71,4,80
6,67,0,80
7,67,0,105
8,64,9,80
9,67,0,80
10,67,0,95
11,71,4,80
12,67,0,80
13,67,0,105
14,66,11,80
15,66,11,80
16,67,0,95
17,71,4,80
18,74,7,80
19,72,5,105
20,69,2,80
21,69,2,80
22,69,2,95
23,71,4,80
24,72,5,80
25,71,4,105
26,69,2,80
27,67,0,80
28,67,0,95
29,71,4,80
30,67,0,80
31,67,0,105
32,64,9,80
33,67,0,80
34,67,0,95
35,71,4,80
36,67,0,80
37,67,0,105
38,66,11,80
39,66,11,80
40,67,0,95
41,71,4,80
42,74,7,80
43,72,5,105
44,69,2,80
45,66,11,80
46,67,0,95
47,62,7,80
48,62,7,80
49,67,0,105
50,67,0,95
51,67,0,95
52,67,0,95
53,71,4,80
54,67,0,80
55,67,0,105
56,64,9,80
57,67,0,80
58,67,0,95
59,71,4,80
60,67,0,80
61,67,0,105
62,66,11,80
63,66,11,80
64,67,0,95
65,71,4,80
66,74,7,80
67,72,5,105
68,69,2,80
69,69,2,80
70,69,2,95
71,71,4,80
72,72,5,80
73,71,4,105
74,69,2,80
75,67,0,80
76,67,0,95
77,71,4,80
78,67,0,80
79,67,0,105
80,64,9,80
81,67,0,80
82,67,0,95
83,71,4,80
84,67,0,80
85,67,0,105
86,66,11,80
87,66,11,80
88,67,0,95
89,71,4,80
90,74,7,80
91,72,5,105
92,69,2,80
93,66,11,80
94,67,0,95
95,72,5,80
96,72,5,80
97,71,4,105
98,67,0,80
99,71,4,80
100,74,7,95
101,72,5,80
102,72,5,80
103,71,4,105
104,67,0,80
105,71,4,80
106,74,7,95
107,71,4,80
108,71,4,80
109,72,5,105
110,69,2,80
111,69,2,80
112,69,2,95
113,71,4,80
114,71,4,80
115,72,5,105
116,69,2,80
117,69,2,80
118,69,2,95
119,74,7,80
120,72,5,80
121,71,4,105
122,71,4,80
123,71,4,80
124,72,5,95
125,69,2,80
126,72,5,80
127,71,4,105
128,69,2,80
129,67,0,80
130,67,0,95
131,64,9,80
132,62,7,80
133,62,7,105
134,59,4,80
135,62,7,80
136,67,0,95
137,69,2,80
138,69,2,80
139,71,4,105
140,67,0,80
141,67,0,80
142,67,0,95
143,72,5,80
144,72,5,80
145,71,4,105
146,67,0,80
147,71,4,80
148,74,7,95
149,72,5,80
150,72,5,80
151,71,4,105
152,67,0,80
153,71,4,80
154,74,7,95
155,71,4,80
156,71,4,80
157,72,5,105
158,69,2,80
159,69,2,80
160,69,2,95
161,71,4,80
162,71,4,80
163,72,5,105
164,69,2,80
165,69,2,80
166,69,2,95
167,74,7,80
168,72,5,80
169,71,4,105
170,71,4,80
171,71,4,80
172,72,5,95
173,69,2,80
174,72,5,80
175,71,4,105
176,69,2,80
177,67,0,80
178,67,0,95
179,64,9,80
180,62,7,80
181,62,7,105
182,59,4,80
183,62,7,80
184,67,0,95
185,69,2,80
186,69,2,80
187,71,4,105
188,67,0,80
189,67,0,80
190,67,0,95
191,74,7,80
192,74,7,80
193,79,0,105
194,74,7,80
195,74,7,80
196,74,7,95
197,71,4,80
198,67,0,80
199,79,0,105
200,74,7,80
201,74,7,80
202,74,7,95
203,71,4,80
204,67,0,80
205,71,4,105
206,69,2,80
207,67,0,80
208,71,4,95
209,74,7,80
210,67,0,80
211,71,4,105
212,69,2,80
213,69,2,80
214,69,2,95
215,74,7,80
216,74,7,80
217,79,0,105
218,74,7,80
219,74,7,80
220,74,7,95
221,71,4,80
222,67,0,80
223,79,0,105
224,74,7,80
225,74,7,80
226,74,7,95
227,71,4,80
228,67,0,80
229,67,0,105
230,71,4,80
231,66,11,80
232,67,0,95
233,64,9,80
234,62,7,80
235,64,9,105
236,67,0,80
237,67,0,80
238,67,0,95
239,74,7,80
240,74,7,80
241,79,0,105
242,74,7,80
243,74,7,80
244,74,7,95
245,71,4,80
246,67,0,80
247,79,0,105
248,74,7,80
249,74,7,80
250,74,7,95
251,71,4,80
252,67,0,80
253,71,4,105
254,69,2,80
255,67,0,80
256,71,4,95
257,74,7,80
258,67,0,80
259,71,4,105
260,69,2,80
261,69,2,80
262,69,2,95
263,74,7,80
264,74,7,80
265,79,0,105
266,74,7,80
267,74,7,80
268,74,7,95
269,71,4,80
270,67,0,80
271,79,0,105
272,74,7,80
273,74,7,80
274,74,7,95
275,71,4,80
276,67,0,80
277,67,0,105
278,71,4,80
279,66,11,80
280,67,0,95
281,64,9,80
282,62,7,80
283,64,9,105
284,67,0,80
285,67,0,80
286,67,0,95
