eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,74,7,80
2,74,7,80
3,67,0,80
4,76,9,95
5,67,0,80
6,74,7,80
7,67,0,80
8,67,0,105
9,74,7,80
10,74,7,80
11,67,0,80
12,69,2,95
13,74,7,80
14,71,4,80
15,69,2,80
16,67,0,105
17,74,7,80
18,74,7,80
19,67,0,80
20,76,9,95
21,67,0,80
22,74,7,80
23,67,0,80
24,64,9,105
25,67,0,80
26,69,2,80
27,71,4,80
28,72,5,95
29,76,9,80
30,74,7,80
31,71,4,80
32,67,0,105
33,74,7,80
34,74,7,80
35,76,9,95
36,76,9,95
37,67,0,80
38,74,7,80
39,67,0,80
40,67,0,105
41,74,7,80
42,74,7,80
43,67,0,80
44,69,2,95
45,74,7,80
46,71,4,80
47,69,2,80
48,67,0,105
49,74,7,80
50,74,7,80
51,67,0,80
52,76,9,95
53,67,0,80
54,74,7,80
55,67,0,80
56,64,9,105
57,67,0,80
58,69,2,80
59,71,4,80
60,72,5,95
61,76,9,80
62,79,0,80
63,76,9,80
64,74,7,105
65,71,4,80
66,71,4,80
67,74,7,80
68,67,0,95
69,74,7,80
70,71,4,80
71,74,7,80
72,67,0,105
73,74,7,80
74,71,4,80
75,74,7,80
76,76,9,95
77,69,2,80
78,69,2,80
79,69,2,80
80,74,7,105
81,71,4,80
82,71,4,80
83,74,7,80
84,67,0,95
85,74,7,80
86,71,4,80
87,74,7,80
88,76,9,105
89,72,5,80
90,69,2,80
91,72,5,80
92,71,4,95
93,67,0,80
94,67,0,80
95,67,0,80
96,74,7,105
97,71,4,80
98,71,4,80
99,74,7,80
100,67,0,95
101,71,4,80
102,71,4,80
103,67,0,80
104,67,0,105
105,71,4,80
106,71,4,80
107,67,0,80
108,69,2,95
109,64,9,80
110,64,9,80
111,64,9,80
112,67,0,105
113,69,2,80
114,71,4,80
115,72,5,80
116,74,7,95
117,76,9,80
118,74,7,80
119,72,5,80
120,71,4,105
121,74,7,80
122,69,2,80
123,72,5,80
124,71,4,95
125,67,0,80
126,67,0,80
127,66,11,80
