eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,76,7,105
1,69,0,80
2,69,0,80
3,67,10,80
4,69,0,95
5,67,10,80
6,67,10,80
7,67,10,80
8,64,7,105
9,67,10,80
10,62,5,80
11,67,10,80
12,64,7,95
13,67,10,80
14,62,5,80
15,67,10,80
16,64,7,105
17,69,0,80
18,69,0,80
19,67,10,80
20,69,0,95
21,71,2,80
22,71,2,80
23,74,5,80
24,76,7,105
25,79,10,80
26,78,9,80
27,81,0,80
28,79,10,95
29,76,7,80
30,74,5,80
31,79,10,80
32,76,7,105
33,69,0,80
34,69,0,80
35,67,10,80
36,69,0,95
37,67,10,80
38,67,10,80
39,67,10,80
40,64,7,105
41,67,10,80
42,62,5,80
43,67,10,80
44,64,7,95
45,67,10,80
46,62,5,80
47,67,10,80
48,64,7,105
49,69,0,80
50,69,0,80
51,67,10,80
52,69,0,95
53,71,2,80
54,71,2,80
55,74,5,80
56,76,7,105
57,79,10,80
58,78,9,80
59,81,0,80
60,79,10,95
61,76,7,80
62,74,5,80
63,79,10,80
64,76,7,105
65,81,0,80
66,81,0,80
67,79,10,80
68,81,0,95
69,83,2,80
70,83,2,80
71,81,0,80
72,79,10,105
73,76,7,80
74,74,5,80
75,76,7,80
76,79,10,95
77,76,7,80
78,74,5,80
79,79,10,80
80,76,7,105
81,81,0,80
82,81,0,80
83,79,10,80
84,81,0,95
85,81,0,80
86,79,10,80
87,81,0,80
88,83,2,105
89,81,0,80
90,79,10,80
91,83,2,80
92,81,0,95
93,79,10,80
94,79,10,80
95,79,10,80
96,76,7,105
97,81,0,80
98,81,0,80
99,79,10,80
100,81,0,95
101,83,2,80
102,83,2,80
103,81,0,80
104,79,10,105
105,76,7,80
106,74,5,80
107,71,2,80
108,74,5,95
109,76,7,80
110,79,10,80
111,81,0,80
112,83,2,105
113,79,10,80
114,81,0,80
115,78,9,80
116,79,10,95
117,78,9,80
118,78,9,80
119,79,10,80
120,76,7,105
121,74,5,80
122,74,5,80
123,74,5,80
124,76,7,95
125,81,0,80
126,81,0,80
127,79,10,80
