eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,9,105
1,74,0,105
2,69,7,80
3,66,4,80
4,62,0,80
5,69,7,105
6,67,5,80
7,67,5,80
8,64,2,80
9,69,7,105
10,67,5,80
11,64,2,80
12,61,11,80
13,71,9,105
14,69,7,80
15,66,4,80
16,62,0,80
17,74,0,105
18,69,7,80
19,66,4,80
20,62,0,80
21,69,7,105
22,67,5,80
23,67,5,80
24,64,2,80
25,69,7,105
26,67,5,80
27,64,2,80
28,61,11,80
29,62,0,105
30,61,11,80
31,62,0,80
32,71,9,80
33,74,0,105
34,69,7,80
35,66,4,80
36,62,0,80
37,69,7,105
38,67,5,80
39,67,5,80
40,64,2,80
41,69,7,105
42,67,5,80
43,64,2,80
44,61,11,80
45,71,9,105
46,69,7,80
47,66,4,80
48,62,0,80
49,74,0,105
50,69,7,80
51,66,4,80
52,62,0,80
53,69,7,105
54,67,5,80
55,67,5,80
56,64,2,80
57,69,7,105
58,67,5,80
59,64,2,80
60,61,11,80
61,62,0,105
62,61,11,80
63,62,0,80
64,62,0,80
65,69,7,105
66,71,9,80
67,74,0,80
68,78,4,80
69,81,7,105
70,81,7,80
71,78,4,80
72,81,7,80
73,79,5,105
74,79,5,80
75,76,2,80
76,78,4,80
77,78,4,105
78,78,4,80
79,74,0,80
80,71,9,80
81,69,7,105
82,71,9,80
83,74,0,80
84,78,4,80
85,81,7,105
86,81,7,80
87,78,4,80
88,81,7,80
89,79,5,105
90,76,2,80
91,76,2,80
92,73,11,80
93,74,0,105
94,73,11,80
95,74,0,80
96,71,9,80
97,69,7,105
98,71,9,80
99,74,0,80
100,78,4,80
101,81,7,105
102,81,7,80
103,78,4,80
104,81,7,80
105,79,5,105
106,79,5,80
107,76,2,80
108,78,4,80
109,78,4,105
110,78,4,80
111,74,0,80
112,71,9,80
113,69,7,105
114,71,9,80
115,74,0,80
116,78,4,80
117,81,7,105
118,81,7,80
119,78,4,80
120,81,7,80
121,79,5,105
122,76,2,80
123,76,2,80
124,73,11,80
125,74,0,105
126,73,11,80
127,74,0,80
