eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,4,105
1,69,2,80
2,67,0,105
3,69,2,80
4,71,4,80
5,74,7,80
6,74,7,95
7,71,4,80
8,74,7,80
9,76,9,80
10,79,0,105
11,79,0,80
12,79,0,80
13,76,9,80
14,74,7,95
15,76,9,80
16,79,0,80
17,81,2,80
18,83,4,105
19,81,2,80
20,79,0,80
21,76,9,80
22,74,7,95
23,71,4,80
24,67,0,80
25,71,4,80
26,71,4,105
27,69,2,80
28,69,2,80
29,67,0,80
30,69,2,95
31,72,5,80
32,71,4,80
33,69,2,80
34,67,0,105
35,69,2,80
36,71,4,80
37,74,7,80
38,74,7,95
39,71,4,80
40,74,7,80
41,76,9,80
42,79,0,105
43,79,0,80
44,79,0,80
45,76,9,80
46,74,7,95
47,76,9,80
48,79,0,80
49,81,2,80
50,83,4,105
51,81,2,80
52,79,0,80
53,76,9,80
54,74,7,95
55,71,4,80
56,69,2,80
57,71,4,80
58,67,0,105
59,67,0,80
60,67,0,80
61,66,11,80
62,67,0,95
63,71,4,80
64,71,4,80
65,69,2,80
66,67,0,105
67,69,2,80
68,71,4,80
69,74,7,80
70,74,7,95
71,71,4,80
72,74,7,80
73,76,9,80
74,79,0,105
75,79,0,80
76,79,0,80
77,76,9,80
78,74,7,95
79,76,9,80
80,79,0,80
81,81,2,80
82,83,4,105
83,81,2,80
84,79,0,80
85,76,9,80
86,74,7,95
87,71,4,80
88,67,0,80
89,71,4,80
90,71,4,105
91,69,2,80
92,69,2,80
93,67,0,80
94,69,2,95
95,72,5,80
96,71,4,80
97,69,2,80
98,67,0,105
99,69,2,80
100,71,4,80
101,74,7,80
102,74,7,95
103,71,4,80
104,74,7,80
105,76,9,80
106,79,0,105
107,79,0,80
108,79,0,80
109,76,9,80
110,74,7,95
111,76,9,80
112,79,0,80
113,81,2,80
114,83,4,105
115,81,2,80
116,79,0,80
117,76,9,80
118,74,7,95
119,71,4,80
120,69,2,80
121,71,4,80
122,67,0,105
123,67,0,80
124,67,0,80
125,66,11,80
126,67,0,95
127,78,11,80
128,78,11,80
129,79,0,80
130,81,2,105
131,78,11,80
132,74,7,80
133,71,4,80
134,74,7,95
135,76,9,80
136,79,0,80
137,81,2,80
138,83,4,105
139,79,0,80
140,76,9,80
141,74,7,80
142,76,9,95
143,78,11,80
144,79,0,80
145,81,2,80
146,83,4,105
147,79,0,80
148,81,2,80
149,78,11,80
150,79,0,95
151,76,9,80
152,74,7,80
153,72,5,80
154,71,4,105
155,69,2,80
156,69,2,80
157,67,0,80
158,69,2,95
159,71,4,80
160,71,4,80
161,69,2,80
162,67,0,105
163,69,2,80
164,71,4,80
165,74,7,80
166,74,7,95
167,71,4,80
168,74,7,80
169,76,9,80
170,79,0,105
171,79,0,80
172,79,0,80
173,76,9,80
174,74,7,95
175,76,9,80
176,79,0,80
177,81,2,80
178,83,4,105
179,81,2,80
180,79,0,80
181,76,9,80
182,74,7,95
183,71,4,80
184,69,2,80
185,71,4,80
186,67,0,105
187,67,0,80
188,67,0,80
189,66,11,80
190,67,0,95
191,78,11,80
192,78,11,80
193,79,0,80
194,81,2,105
195,78,11,80
196,74,7,80
197,71,4,80
198,74,7,95
199,76,9,80
200,79,0,80
201,81,2,80
202,83,4,105
203,79,0,80
204,76,9,80
205,74,7,80
206,76,9,95
207,78,11,80
208,79,0,80
209,81,2,80
210,83,4,105
211,79,0,80
212,81,2,80
213,78,11,80
214,79,0,95
215,76,9,80
216,74,7,80
217,72,5,80
218,71,4,105
219,69,2,80
220,69,2,80
221,67,0,80
222,69,2,95
223,71,4,80
224,71,4,80
225,69,2,80
226,67,0,105
227,69,2,80
228,71,4,80
229,74,7,80
230,74,7,95
231,71,4,80
232,74,7,80
233,76,9,80
234,79,0,105
235,79,0,80
236,79,0,80
237,76,9,80
238,74,7,95
239,76,9,80
240,79,0,80
241,81,2,80
242,83,4,105
243,81,2,80
244,79,0,80
245,76,9,80
246,74,7,95
247,71,4,80
248,69,2,80
249,71,4,80
250,67,0,105
251,67,0,80
252,67,0,80
253,66,11,80
254,67,0,95
