eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,74,7,105
1,76,9,80
2,79,0,105
3,79,0,95
4,79,0,95
5,79,0,95
6,78,11,80
7,79,0,80
8,74,7,95
9,71,4,80
10,67,0,80
11,69,2,105
12,71,4,80
13,71,4,80
14,72,5,95
15,74,7,80
16,74,7,80
17,76,9,95
18,72,5,80
19,69,2,80
20,79,0,105
21,79,0,95
22,79,0,95
23,79,0,95
24,78,11,80
25,79,0,80
26,74,7,95
27,71,4,80
28,67,0,80
29,69,2,105
30,71,4,80
31,69,2,80
32,71,4,95
33,67,0,80
34,64,9,80
35,64,9,95
36,79,0,80
37,79,0,80
38,79,0,80
39,79,0,80
40,79,0,80
41,78,11,95
42,79,0,80
43,74,7,80
44,71,4,95
45,67,0,80
46,69,2,105
47,71,4,80
48,71,4,80
49,72,5,95
50,74,7,80
51,74,7,80
52,76,9,95
53,72,5,80
54,69,2,80
55,79,0,105
56,79,0,95
57,79,0,95
58,79,0,95
59,78,11,80
60,79,0,80
61,74,7,95
62,71,4,80
63,67,0,80
64,69,2,105
65,71,4,80
66,69,2,80
67,71,4,95
68,67,0,80
69,64,9,80
70,76,9,95
71,74,7,80
72,74,7,80
73,76,9,105
74,78,11,80
75,78,11,80
76,79,0,95
77,76,9,80
78,76,9,80
79,78,11,95
80,74,7,80
81,71,4,80
82,76,9,105
83,78,11,80
84,78,11,80
85,79,0,95
86,81,2,80
87,81,2,80
88,83,4,95
89,79,0,80
90,76,9,80
91,79,0,105
92,81,2,80
93,79,0,80
94,78,11,95
95,81,2,80
96,78,11,80
97,76,9,95
98,79,0,80
99,76,9,80
100,69,2,105
101,71,4,80
102,69,2,80
103,71,4,95
104,67,0,80
105,64,9,80
106,76,9,95
107,74,7,80
108,74,7,80
109,76,9,105
110,78,11,80
111,78,11,80
112,79,0,95
113,76,9,80
114,76,9,80
115,78,11,95
116,74,7,80
117,71,4,80
118,76,9,105
119,78,11,80
120,78,11,80
121,79,0,95
122,81,2,80
123,81,2,80
124,83,4,95
125,79,0,80
126,76,9,80
127,79,0,105
128,81,2,80
129,79,0,80
130,78,11,95
131,81,2,80
132,78,11,80
133,76,9,95
134,79,0,80
135,76,9,80
136,69,2,105
137,71,4,80
138,69,2,80
139,71,4,95
140,67,0,80
141,64,9,80
142,76,9,95
