eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,2,105
1,71,4,105
2,67,0,80
3,71,4,80
4,74,7,80
5,72,5,95
6,72,5,80
7,72,5,80
8,69,2,80
9,74,7,105
10,73,6,80
11,74,7,80
12,76,9,80
13,74,7,95
14,71,4,80
15,67,0,80
16,66,11,80
17,64,9,105
18,72,5,80
19,72,5,80
20,71,4,80
21,69,2,95
22,67,0,80
23,66,11,80
24,67,0,80
25,69,2,105
26,67,0,80
27,66,11,80
28,64,9,80
29,62,7,95
30,74,7,80
31,74,7,80
32,72,5,80
33,71,4,105
34,67,0,80
35,62,7,80
36,67,0,80
37,72,5,95
38,69,2,80
39,66,11,80
40,69,2,80
41,74,7,105
42,73,6,80
43,74,7,80
44,76,9,80
45,74,7,95
46,71,4,80
47,67,0,80
48,66,11,80
49,64,9,105
50,74,7,80
51,72,5,80
52,71,4,80
53,69,2,95
54,67,0,80
55,66,11,80
56,67,0,80
57,69,2,105
58,67,0,80
59,67,0,80
60,66,11,80
61,67,0,95
62,69,2,80
63,69,2,80
64,69,2,80
65,71,4,105
66,67,0,80
67,71,4,80
68,74,7,80
69,72,5,95
70,72,5,80
71,72,5,80
72,69,2,80
73,74,7,105
74,73,6,80
75,74,7,80
76,76,9,80
77,74,7,95
78,71,4,80
79,67,0,80
80,66,11,80
81,64,9,105
82,72,5,80
83,72,5,80
84,71,4,80
85,69,2,95
86,67,0,80
87,66,11,80
88,67,0,80
89,69,2,105
90,67,0,80
91,66,11,80
92,64,9,80
93,62,7,95
94,74,7,80
95,74,7,80
96,72,5,80
97,71,4,105
98,67,0,80
99,62,7,80
100,67,0,80
101,72,5,95
102,69,2,80
103,66,11,80
104,69,2,80
105,74,7,105
106,73,6,80
107,74,7,80
108,76,9,80
109,74,7,95
110,71,4,80
111,67,0,80
112,66,11,80
113,64,9,105
114,74,7,80
115,72,5,80
116,71,4,80
117,69,2,95
118,67,0,80
119,66,11,80
120,67,0,80
121,69,2,105
122,67,0,80
123,67,0,80
124,66,11,80
125,67,0,95
126,81,2,80
127,81,2,80
128,83,4,105
129,79,0,80
130,79,0,80
131,74,7,95
132,74,7,95
133,79,0,80
134,71,4,80
135,79,0,80
136,83,4,105
137,79,0,80
138,79,0,80
139,74,7,95
140,74,7,95
141,79,0,80
142,81,2,80
143,83,4,80
144,84,5,105
145,81,2,80
146,81,2,80
147,76,9,95
148,76,9,95
149,81,2,80
150,84,5,80
151,81,2,80
152,84,5,105
153,81,2,80
154,81,2,80
155,76,9,95
156,76,9,95
157,81,2,80
158,84,5,80
159,81,2,80
160,83,4,105
161,79,0,80
162,79,0,80
163,74,7,95
164,74,7,95
165,79,0,80
166,71,4,80
167,79,0,80
168,83,4,105
169,79,0,80
170,79,0,80
171,74,7,95
172,74,7,95
173,79,0,80
174,71,4,80
175,79,0,80
176,81,2,105
177,81,2,80
178,79,0,80
179,81,2,80
180,78,11,95
181,79,0,80
182,76,9,80
183,78,11,80
184,74,7,105
185,76,9,80
186,72,5,80
187,74,7,80
188,71,4,95
189,74,7,80
190,81,2,80
191,83,4,105
192,79,0,80
193,79,0,80
194,74,7,95
195,74,7,95
196,79,0,80
197,71,4,80
198,79,0,80
199,83,4,105
200,79,0,80
201,79,0,80
202,74,7,95
203,74,7,95
204,79,0,80
205,81,2,80
206,83,4,80
207,84,5,105
208,81,2,80
209,81,2,80
210,76,9,95
211,76,9,95
212,81,2,80
213,84,5,80
214,81,2,80
215,84,5,105
216,81,2,80
217,81,2,80
218,76,9,95
219,76,9,95
220,81,2,80
221,84,5,80
222,81,2,80
223,83,4,105
224,79,0,80
225,79,0,80
226,74,7,95
227,74,7,95
228,79,0,80
229,71,4,80
230,79,0,80
231,83,4,105
232,79,0,80
233,79,0,80
234,74,7,95
235,74,7,95
236,79,0,80
237,71,4,80
238,79,0,80
239,81,2,105
240,81,2,80
241,79,0,80
242,81,2,80
243,78,11,95
244,79,0,80
245,76,9,80
246,78,11,80
247,74,7,105
248,78,11,80
249,76,9,80
250,78,11,80
251,79,0,95
252,76,9,80
253,74,7,80
254,72,5,80
