eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,0,105
1,69,0,80
2,69,0,80
3,73,4,95
4,71,2,80
5,69,0,80
6,73,4,95
7,74,5,80
8,76,7,80
9,69,0,105
10,69,0,80
11,69,0,80
12,73,4,95
13,71,2,80
14,69,0,80
15,68,11,95
16,66,9,80
17,64,7,80
18,69,0,105
19,69,0,80
20,69,0,80
21,73,4,95
22,71,2,80
23,69,0,80
24,73,4,95
25,74,5,80
26,76,7,80
27,78,9,105
28,80,11,80
29,81,0,80
30,76,7,95
31,74,5,80
32,74,5,80
33,73,4,95
34,71,2,80
35,69,0,80
36,69,0,105
37,69,0,80
38,69,0,80
39,73,4,95
40,71,2,80
41,69,0,80
42,73,4,95
43,74,5,80
44,76,7,80
45,69,0,105
46,69,0,80
47,69,0,80
48,73,4,95
49,71,2,80
50,69,0,80
51,68,11,95
52,66,9,80
53,64,7,80
54,69,0,105
55,69,0,80
56,69,0,80
57,73,4,95
58,71,2,80
59,69,0,80
60,73,4,95
61,74,5,80
62,76,7,80
63,78,9,105
64,80,11,80
65,81,0,80
66,76,7,95
67,74,5,80
68,74,5,80
69,73,4,95
70,71,2,80
71,69,0,80
72,73,4,105
73,74,5,80
74,76,7,80
75,76,7,95
76,73,4,80
77,76,7,80
78,76,7,95
79,73,4,105
80,73,4,105
81,73,4,105
82,74,5,80
83,76,7,80
84,76,7,95
85,73,4,80
86,69,0,80
87,68,11,95
88,66,9,80
89,64,7,80
90,73,4,105
91,74,5,80
92,76,7,80
93,76,7,95
94,73,4,80
95,76,7,80
96,76,7,95
97,78,9,105
98,78,9,105
99,78,9,105
100,80,11,80
101,81,0,80
102,76,7,95
103,74,5,80
104,74,5,80
105,73,4,95
106,71,2,80
107,69,0,80
108,73,4,105
109,74,5,80
110,76,7,80
111,76,7,95
112,73,4,80
113,76,7,80
114,76,7,95
115,73,4,105
116,73,4,105
117,73,4,105
118,74,5,80
119,76,7,80
120,76,7,95
121,73,4,80
122,69,0,80
123,68,11,95
124,66,9,80
125,64,7,80
126,73,4,105
127,74,5,80
128,76,7,80
129,76,7,95
130,73,4,80
131,76,7,80
132,76,7,95
133,78,9,105
134,78,9,105
135,78,9,105
136,80,11,80
137,81,0,80
138,76,7,95
139,74,5,80
140,74,5,80
141,73,4,95
142,71,2,80
143,69,0,80
