eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,0,105
1,62,0,80
2,62,0,80
3,62,0,80
4,64,2,95
5,67,5,80
6,69,7,80
7,71,9,80
8,72,10,105
9,71,9,80
10,71,9,80
11,74,0,80
12,72,10,95
13,69,7,80
14,67,5,80
15,64,2,80
16,62,0,105
17,64,2,80
18,64,2,80
19,62,0,80
20,64,2,95
21,67,5,80
22,69,7,80
23,71,9,80
24,72,10,105
25,69,7,80
26,67,5,80
27,64,2,80
28,60,10,95
29,67,5,80
30,67,5,80
31,64,2,80
32,62,0,105
33,64,2,80
34,64,2,80
35,62,0,80
36,64,2,95
37,67,5,80
38,69,7,80
39,71,9,80
40,72,10,105
41,76,2,80
42,76,2,80
43,74,0,80
44,72,10,95
45,69,7,80
46,67,5,80
47,64,2,80
48,62,0,105
49,64,2,80
50,64,2,80
51,62,0,80
52,64,2,95
53,67,5,80
54,69,7,80
55,71,9,80
56,72,10,105
57,69,7,80
58,67,5,80
59,64,2,80
60,62,0,95
61,62,0,80
62,62,0,80
63,62,0,105
64,62,0,105
65,62,0,80
66,62,0,80
67,62,0,80
68,64,2,95
69,67,5,80
70,69,7,80
71,71,9,80
72,72,10,105
73,71,9,80
74,71,9,80
75,74,0,80
76,72,10,95
77,69,7,80
78,67,5,80
79,64,2,80
80,62,0,105
81,64,2,80
82,64,2,80
83,62,0,80
84,64,2,95
85,67,5,80
86,69,7,80
87,71,9,80
88,72,10,105
89,69,7,80
90,67,5,80
91,64,2,80
92,60,10,95
93,67,5,80
94,67,5,80
95,64,2,80
96,62,0,105
97,64,2,80
98,64,2,80
99,62,0,80
100,64,2,95
101,67,5,80
102,69,7,80
103,71,9,80
104,72,10,105
105,76,2,80
106,76,2,80
107,74,0,80
108,72,10,95
109,69,7,80
110,67,5,80
111,64,2,80
112,62,0,105
113,64,2,80
114,64,2,80
115,62,0,80
116,64,2,95
117,67,5,80
118,69,7,80
119,71,9,80
120,72,10,105
121,69,7,80
122,67,5,80
123,64,2,80
124,62,0,95
125,62,0,80
126,62,0,80
127,69,7,105
128,69,7,105
129,74,0,80
130,74,0,80
131,74,0,95
132,74,0,95
133,72,10,80
134,69,7,80
135,71,9,105
136,71,9,105
137,74,0,80
138,76,2,80
139,74,0,80
140,72,10,95
141,69,7,80
142,69,7,80
143,74,0,105
144,74,0,105
145,74,0,80
146,72,10,80
147,76,2,80
148,74,0,95
149,72,10,80
150,69,7,80
151,71,9,80
152,72,10,105
153,69,7,80
154,67,5,80
155,64,2,80
156,64,2,95
157,62,0,80
158,62,0,80
159,69,7,105
160,69,7,105
161,74,0,80
162,74,0,80
163,74,0,95
164,74,0,95
165,72,10,80
166,69,7,80
167,71,9,105
168,71,9,105
169,74,0,80
170,76,2,80
171,74,0,80
172,72,10,95
173,69,7,80
174,69,7,80
175,74,0,105
176,74,0,105
177,76,2,80
178,76,2,80
179,76,2,80
180,78,4,95
181,74,0,80
182,76,2,80
183,74,0,80
184,72,10,105
185,69,7,80
186,67,5,80
187,64,2,80
188,66,4,95
189,62,0,80
190,62,0,80
191,69,7,105
192,69,7,105
193,74,0,80
194,74,0,80
195,74,0,95
196,74,0,95
197,72,10,80
198,69,7,80
199,71,9,105
200,71,9,105
201,74,0,80
202,76,2,80
203,74,0,80
204,72,10,95
205,69,7,80
206,69,7,80
207,74,0,105
208,74,0,105
209,74,0,80
210,72,10,80
211,76,2,80
212,74,0,95
213,72,10,80
214,69,7,80
215,71,9,80
216,72,10,105
217,69,7,80
218,67,5,80
219,64,2,80
220,64,2,95
221,62,0,80
222,62,0,80
223,69,7,105
224,69,7,105
225,74,0,80
226,74,0,80
227,74,0,95
228,74,0,95
229,72,10,80
230,69,7,80
231,71,9,105
232,71,9,105
233,74,0,80
234,76,2,80
235,74,0,80
236,72,10,95
237,69,7,80
238,69,7,80
239,74,0,105
240,74,0,105
241,76,2,80
242,76,2,80
243,76,2,80
244,78,4,95
245,74,0,80
246,76,2,80
247,74,0,80
248,72,10,105
249,69,7,80
250,67,5,80
251,64,2,80
252,64,2,95
253,62,0,80
254,60,10,80
255,64,2,80
