eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,7,105
1,71,9,80
2,69,7,80
3,67,5,80
4,62,0,105
5,66,4,80
6,66,4,80
7,62,0,80
8,64,2,95
9,62,0,80
10,62,0,80
11,64,2,80
12,66,4,105
13,62,0,80
14,62,0,80
15,66,4,80
16,64,2,95
17,66,4,80
18,67,5,80
19,64,2,80
20,66,4,105
21,62,0,80
22,62,0,80
23,66,4,80
24,64,2,95
25,62,0,80
26,62,0,80
27,66,4,80
28,67,5,105
29,67,5,80
30,71,9,80
31,67,5,80
32,64,2,95
33,66,4,80
34,67,5,80
35,64,2,80
36,62,0,105
37,66,4,80
38,66,4,80
39,62,0,80
40,64,2,95
41,62,0,80
42,62,0,80
43,64,2,80
44,66,4,105
45,62,0,80
46,62,0,80
47,66,4,80
48,64,2,95
49,66,4,80
50,67,5,80
51,64,2,80
52,66,4,105
53,62,0,80
54,62,0,80
55,66,4,80
56,64,2,95
57,62,0,80
58,62,0,80
59,66,4,80
60,67,5,105
61,69,7,80
62,71,9,80
63,67,5,80
64,64,2,95
65,66,4,80
66,67,5,80
67,64,2,80
68,62,0,105
69,66,4,80
70,69,7,80
71,74,0,80
72,71,9,95
73,67,5,80
74,69,7,80
75,66,4,80
76,62,0,105
77,66,4,80
78,69,7,80
79,66,4,80
80,64,2,95
81,57,7,80
82,61,11,80
83,64,2,80
84,62,0,105
85,66,4,80
86,69,7,80
87,74,0,80
88,71,9,95
89,67,5,80
90,69,7,80
91,66,4,80
92,67,5,105
93,69,7,80
94,71,9,80
95,67,5,80
96,64,2,95
97,57,7,80
98,61,11,80
99,64,2,80
100,62,0,105
101,66,4,80
102,69,7,80
103,74,0,80
104,71,9,95
105,67,5,80
106,69,7,80
107,66,4,80
108,62,0,105
109,66,4,80
110,69,7,80
111,66,4,80
112,64,2,95
113,57,7,80
114,61,11,80
115,64,2,80
116,62,0,105
117,66,4,80
118,69,7,80
119,74,0,80
120,71,9,95
121,67,5,80
122,69,7,80
123,66,4,80
124,67,5,105
125,69,7,80
126,71,9,80
127,67,5,80
128,64,2,95
129,66,4,80
130,67,5,80
131,67,5,105
132,71,9,80
133,69,7,80
134,73,11,80
135,74,0,95
136,79,5,105
137,79,5,105
138,79,5,105
139,79,5,105
140,79,5,105
141,79,5,105
142,79,5,105
143,79,5,105
144,79,5,105
145,79,5,105
146,79,5,105
147,79,5,105
148,78,4,105
149,79,5,80
150,78,4,80
151,76,2,80
152,74,0,95
153,73,11,80
154,74,0,80
155,71,9,80
156,69,7,105
157,66,4,80
158,62,0,80
159,66,4,80
160,69,7,95
161,66,4,80
162,62,0,80
163,73,11,80
164,71,9,105
165,67,5,80
166,71,9,80
167,74,0,80
168,72,10,95
169,71,9,80
170,72,10,80
171,67,5,80
172,64,2,105
173,62,0,80
174,60,10,80
175,62,0,80
176,64,2,95
177,66,4,80
178,67,5,80
179,79,5,80
180,78,4,105
181,79,5,80
182,78,4,80
183,76,2,80
184,74,0,95
185,73,11,80
186,74,0,80
187,71,9,80
188,69,7,105
189,66,4,80
190,62,0,80
191,66,4,80
192,69,7,95
193,66,4,80
194,62,0,80
195,73,11,80
196,71,9,105
197,67,5,80
198,71,9,80
199,74,0,80
200,72,10,95
201,71,9,80
202,69,7,80
203,67,5,80
204,64,2,105
205,62,0,80
206,60,10,80
207,62,0,80
208,64,2,95
209,66,4,80
210,67,5,80
211,64,2,80
212,60,10,95
213,64,2,80
214,66,4,80
215,67,5,80
216,71,9,95
217,69,7,80
218,67,5,80
219,79,5,105
220,78,4,105
221,74,0,80
222,74,0,80
223,78,4,80
224,76,2,95
225,74,0,80
226,74,0,80
227,79,5,80
228,78,4,105
229,74,0,80
230,74,0,80
231,78,4,80
232,76,2,95
233,78,4,80
234,79,5,80
235,76,2,80
236,78,4,105
237,74,0,80
238,74,0,80
239,78,4,80
240,76,2,95
241,78,4,80
242,74,0,80
243,78,4,80
244,79,5,105
245,83,9,80
246,83,9,80
247,79,5,80
248,76,2,95
249,78,4,80
250,79,5,80
251,76,2,80
252,78,4,105
253,74,0,80
254,74,0,80
255,78,4,80
256,76,2,95
257,78,4,80
258,74,0,80
259,78,4,80
260,76,2,105
261,78,4,80
262,74,0,80
263,78,4,80
264,76,2,95
265,78,4,80
266,79,5,80
267,76,2,80
268,78,4,105
269,74,0,80
