eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,4,105
1,72,5,80
2,72,5,80
3,69,2,105
4,69,2,95
5,69,2,95
6,69,2,95
7,67,0,80
8,67,0,80
9,69,2,95
10,72,5,80
11,69,2,80
12,69,2,95
13,66,11,80
14,66,11,80
15,67,0,105
16,64,9,80
17,64,9,80
18,69,2,95
19,66,11,80
20,66,11,80
21,67,0,95
22,64,9,80
23,64,9,80
24,64,9,95
25,69,2,105
26,69,2,105
27,69,2,105
28,69,2,80
29,69,2,80
30,69,2,95
31,72,5,80
32,72,5,80
33,71,4,95
34,67,0,80
35,67,0,80
36,67,0,95
37,71,4,105
38,71,4,105
39,71,4,105
40,72,5,80
41,74,7,80
42,71,4,95
43,69,2,80
44,67,0,80
45,72,5,95
46,71,4,95
47,71,4,95
48,71,4,95
49,72,5,80
50,72,5,80
51,69,2,105
52,69,2,95
53,69,2,95
54,69,2,95
55,67,0,80
56,67,0,80
57,69,2,95
58,72,5,80
59,69,2,80
60,69,2,95
61,66,11,80
62,66,11,80
63,67,0,105
64,64,9,80
65,64,9,80
66,69,2,95
67,66,11,80
68,66,11,80
69,67,0,95
70,64,9,80
71,64,9,80
72,64,9,95
73,69,2,105
74,69,2,105
75,69,2,105
76,69,2,80
77,69,2,80
78,69,2,95
79,72,5,80
80,72,5,80
81,71,4,95
82,67,0,80
83,67,0,80
84,67,0,95
85,71,4,105
86,71,4,105
87,71,4,105
88,72,5,80
89,74,7,80
90,71,4,95
91,69,2,80
92,67,0,80
93,72,5,95
94,74,7,80
95,74,7,80
96,74,7,80
97,74,7,80
98,74,7,80
99,76,9,105
100,78,11,80
101,76,9,80
102,76,9,95
103,74,7,80
104,74,7,80
105,76,9,95
106,78,11,80
107,78,11,80
108,79,0,95
109,67,0,105
110,67,0,105
111,67,0,105
112,67,0,80
113,67,0,80
114,67,0,95
115,66,11,80
116,66,11,80
117,67,0,95
118,67,0,80
119,67,0,80
120,64,9,95
121,69,2,105
122,69,2,105
123,69,2,105
124,69,2,95
125,69,2,95
126,69,2,95
127,72,5,80
128,72,5,80
129,71,4,95
130,67,0,80
131,67,0,80
132,67,0,95
133,71,4,105
134,71,4,105
135,71,4,105
136,72,5,80
137,74,7,80
138,71,4,95
139,69,2,80
140,67,0,80
141,72,5,95
142,72,5,95
143,72,5,95
144,72,5,95
145,74,7,80
146,74,7,80
147,76,9,105
148,78,11,80
149,76,9,80
150,76,9,95
151,74,7,80
152,74,7,80
153,76,9,95
154,78,11,80
155,78,11,80
156,79,0,95
157,67,0,105
158,67,0,105
159,67,0,105
160,67,0,80
161,67,0,80
162,67,0,95
163,66,11,80
164,66,11,80
165,67,0,95
166,67,0,80
167,67,0,80
168,64,9,95
169,69,2,105
170,69,2,105
171,69,2,105
172,69,2,95
173,69,2,95
174,69,2,95
175,72,5,80
176,72,5,80
177,71,4,95
178,67,0,80
179,67,0,80
180,67,0,95
181,71,4,105
182,71,4,105
183,71,4,105
184,72,5,80
185,74,7,80
186,71,4,95
187,69,2,80
188,67,0,80
189,72,5,95
