eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,7,105
1,73,9,80
2,69,5,80
3,66,2,80
4,69,5,105
5,66,2,80
6,64,0,80
7,66,2,80
8,71,7,105
9,73,9,80
10,69,5,80
11,66,2,80
12,64,0,105
13,64,0,80
14,64,0,80
15,66,2,80
16,71,7,105
17,73,9,80
18,69,5,80
19,66,2,80
20,69,5,105
21,66,2,80
22,64,0,80
23,66,2,80
24,71,7,105
25,73,9,80
26,69,5,80
27,66,2,80
28,64,0,105
29,64,0,80
30,64,0,80
31,78,2,105
32,78,2,105
33,76,0,80
34,74,10,80
35,73,9,80
36,71,7,105
37,71,7,80
38,74,10,80
39,76,0,80
40,78,2,105
41,78,2,80
42,74,10,80
43,73,9,80
44,71,7,105
45,69,5,80
46,64,0,80
47,78,2,105
48,78,2,105
49,78,2,80
50,74,10,80
51,73,9,80
52,71,7,105
53,71,7,80
54,74,10,80
55,76,0,80
56,78,2,105
57,78,2,80
58,74,10,80
59,73,9,80
60,71,7,105
61,69,5,80
62,64,0,80
