eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,9,105
1,73,11,80
2,74,0,105
3,62,0,80
4,64,2,80
5,66,4,95
6,66,4,95
7,62,0,80
8,66,4,80
9,69,7,80
10,71,9,105
11,69,7,80
12,69,7,80
13,71,9,80
14,73,11,95
15,71,9,80
16,71,9,80
17,73,11,80
18,74,0,105
19,62,0,80
20,64,2,80
21,66,4,95
22,66,4,95
23,62,0,80
24,66,4,80
25,62,0,80
26,64,2,105
27,62,0,80
28,64,2,80
29,66,4,80
30,62,0,95
31,69,7,80
32,66,4,80
33,69,7,80
34,74,0,105
35,62,0,80
36,64,2,80
37,66,4,95
38,66,4,95
39,62,0,80
40,66,4,80
41,69,7,80
42,71,9,105
43,69,7,80
44,69,7,80
45,71,9,80
46,73,11,95
47,71,9,80
48,71,9,80
49,73,11,80
50,74,0,105
51,62,0,80
52,64,2,80
53,66,4,95
54,66,4,95
55,62,0,80
56,66,4,80
57,62,0,80
58,64,2,105
59,62,0,80
60,64,2,80
61,66,4,80
62,62,0,95
63,71,9,80
64,71,9,80
65,73,11,80
66,74,0,105
67,76,2,80
68,78,4,80
69,79,5,80
70,81,7,95
71,78,4,80
72,83,9,80
73,78,4,80
74,79,5,105
75,78,4,80
76,76,2,80
77,79,5,80
78,78,4,95
79,74,0,80
80,71,9,80
81,73,11,80
82,74,0,105
83,76,2,80
84,78,4,80
85,79,5,80
86,81,7,95
87,78,4,80
88,83,9,80
89,78,4,80
90,79,5,105
91,76,2,80
92,73,11,80
93,76,2,80
94,74,0,95
95,69,7,80
96,69,7,80
97,73,11,80
98,74,0,105
99,76,2,80
100,78,4,80
101,79,5,80
102,81,7,95
103,78,4,80
104,83,9,80
105,78,4,80
106,79,5,105
107,78,4,80
108,76,2,80
109,79,5,80
110,78,4,95
111,74,0,80
112,71,9,80
113,73,11,80
114,74,0,105
115,76,2,80
116,78,4,80
117,79,5,80
118,81,7,95
119,79,5,80
120,81,7,80
121,83,9,80
122,81,7,105
123,78,4,80
124,76,2,80
125,79,5,80
126,78,4,95
127,76,2,80
128,74,0,80
129,73,11,80
130,74,0,105
