eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,7,105
1,67,0,105
2,71,4,80
3,71,4,80
4,67,0,80
5,64,9,95
6,67,0,80
7,62,7,80
8,66,11,80
9,67,0,105
10,69,2,80
11,71,4,80
12,74,7,80
13,79,0,95
14,76,9,80
15,74,7,80
16,71,4,80
17,67,0,105
18,69,2,80
19,71,4,80
20,67,0,80
21,64,9,95
22,67,0,80
23,62,7,80
24,71,4,105
25,71,4,105
26,67,0,80
27,69,2,80
28,66,11,80
29,67,0,95
30,66,11,80
31,64,9,80
32,62,7,80
33,67,0,105
34,71,4,80
35,71,4,80
36,67,0,80
37,64,9,95
38,67,0,80
39,62,7,80
40,66,11,80
41,67,0,105
42,69,2,80
43,71,4,80
44,74,7,80
45,79,0,95
46,76,9,80
47,74,7,80
48,71,4,80
49,67,0,105
50,71,4,80
51,71,4,80
52,67,0,80
53,64,9,95
54,67,0,80
55,62,7,80
56,67,0,80
57,71,4,105
58,67,0,80
59,69,2,80
60,66,11,80
61,67,0,95
62,66,11,80
63,64,9,80
64,62,7,80
65,67,0,105
66,71,4,80
67,71,4,80
68,67,0,80
69,64,9,95
70,67,0,80
71,62,7,80
72,66,11,80
73,67,0,105
74,69,2,80
75,71,4,80
76,74,7,80
77,79,0,95
78,76,9,80
79,74,7,80
80,71,4,80
81,67,0,105
82,69,2,80
83,71,4,80
84,67,0,80
85,64,9,95
86,67,0,80
87,62,7,80
88,71,4,105
89,71,4,105
90,67,0,80
91,69,2,80
92,66,11,80
93,67,0,95
94,66,11,80
95,64,9,80
96,62,7,80
97,67,0,105
98,71,4,80
99,71,4,80
100,67,0,80
101,64,9,95
102,67,0,80
103,62,7,80
104,66,11,80
105,67,0,105
106,69,2,80
107,71,4,80
108,74,7,80
109,79,0,95
110,76,9,80
111,74,7,80
112,71,4,80
113,67,0,105
114,71,4,80
115,71,4,80
116,67,0,80
117,64,9,95
118,67,0,80
119,62,7,80
120,67,0,80
121,71,4,105
122,67,0,80
123,69,2,80
124,66,11,80
125,67,0,95
126,66,11,80
127,64,9,80
128,74,7,80
129,67,0,95
130,67,0,80
131,74,7,80
132,74,7,80
133,67,0,95
134,71,4,80
135,67,0,80
136,74,7,105
137,71,4,80
138,71,4,80
139,67,0,80
140,69,2,95
141,67,0,80
142,64,9,80
143,62,7,80
144,74,7,105
145,71,4,80
146,71,4,80
147,67,0,80
148,74,7,95
149,67,0,80
150,71,4,80
151,67,0,80
152,71,4,105
153,74,7,80
154,76,9,80
155,78,11,80
156,79,0,95
157,78,11,80
158,79,0,80
159,76,9,80
160,74,7,105
161,71,4,80
162,71,4,80
163,67,0,80
164,74,7,95
165,67,0,80
166,71,4,80
167,67,0,80
168,74,7,105
169,71,4,80
170,71,4,80
171,67,0,80
172,69,2,95
173,67,0,80
174,64,9,80
175,67,0,80
176,62,7,105
177,64,9,80
178,67,0,80
179,69,2,80
180,71,4,95
181,74,7,80
182,79,0,80
183,76,9,80
184,74,7,105
185,71,4,80
186,69,2,80
187,71,4,80
188,67,0,95
189,74,7,80
190,74,7,80
191,74,7,80
192,67,0,95
193,67,0,80
194,74,7,80
195,74,7,80
196,67,0,95
197,71,4,80
198,67,0,80
199,74,7,105
200,71,4,80
201,71,4,80
202,67,0,80
203,69,2,95
204,67,0,80
205,64,9,80
206,62,7,80
207,74,7,105
208,71,4,80
209,71,4,80
210,67,0,80
211,74,7,95
212,67,0,80
213,71,4,80
214,67,0,80
215,71,4,105
216,74,7,80
217,76,9,80
218,78,11,80
219,79,0,95
220,78,11,80
221,79,0,80
222,76,9,80
223,74,7,105
224,71,4,80
225,71,4,80
226,67,0,80
227,74,7,95
228,67,0,80
229,71,4,80
230,67,0,80
231,74,7,105
232,71,4,80
233,71,4,80
234,67,0,80
235,69,2,95
236,67,0,80
237,64,9,80
238,67,0,80
239,62,7,105
240,64,9,80
241,67,0,80
242,69,2,80
243,71,4,95
244,74,7,80
245,79,0,80
246,76,9,80
247,74,7,105
248,71,4,80
249,69,2,80
250,71,4,80
251,67,0,95
