eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,69,2,80
2,71,4,105
3,67,0,80
4,71,4,80
5,74,7,80
6,79,0,95
7,74,7,80
8,71,4,80
9,74,7,80
10,72,5,105
11,69,2,80
12,81,2,80
13,78,11,80
14,79,0,95
15,76,9,80
16,74,7,80
17,72,5,80
18,71,4,105
19,67,0,80
20,71,4,80
21,74,7,80
22,79,0,95
23,74,7,80
24,71,4,80
25,74,7,80
26,69,2,105
27,67,0,80
28,66,11,80
29,64,9,80
30,62,7,95
31,66,11,80
32,69,2,80
33,72,5,80
34,71,4,105
35,67,0,80
36,71,4,80
37,74,7,80
38,79,0,95
39,74,7,80
40,71,4,80
41,74,7,80
42,72,5,105
43,69,2,80
44,81,2,80
45,78,11,80
46,79,0,95
47,76,9,80
48,74,7,80
49,72,5,80
50,71,4,105
51,74,7,80
52,71,4,80
53,67,0,80
54,69,2,95
55,72,5,80
56,69,2,80
57,66,11,80
58,67,0,105
59,67,0,80
60,67,0,80
61,66,11,80
62,67,0,95
63,67,0,80
64,67,0,80
65,69,2,80
66,71,4,105
67,67,0,80
68,71,4,80
69,74,7,80
70,79,0,95
71,74,7,80
72,71,4,80
73,74,7,80
74,72,5,105
75,69,2,80
76,81,2,80
77,78,11,80
78,79,0,95
79,76,9,80
80,74,7,80
81,72,5,80
82,71,4,105
83,67,0,80
84,71,4,80
85,74,7,80
86,79,0,95
87,74,7,80
88,71,4,80
89,74,7,80
90,69,2,105
91,67,0,80
92,66,11,80
93,64,9,80
94,62,7,95
95,66,11,80
96,69,2,80
97,72,5,80
98,71,4,105
99,67,0,80
100,71,4,80
101,74,7,80
102,79,0,95
103,74,7,80
104,71,4,80
105,74,7,80
106,72,5,105
107,69,2,80
108,81,2,80
109,78,11,80
110,79,0,95
111,76,9,80
112,74,7,80
113,72,5,80
114,71,4,105
115,74,7,80
116,71,4,80
117,67,0,80
118,69,2,95
119,72,5,80
120,69,2,80
121,66,11,80
122,67,0,105
123,67,0,80
124,67,0,80
125,66,11,80
126,67,0,95
127,67,0,80
128,67,0,80
129,71,4,80
130,74,7,105
131,72,5,80
132,71,4,80
133,69,2,80
134,67,0,95
135,71,4,80
136,74,7,80
137,78,11,80
138,76,9,105
139,72,5,80
140,72,5,80
141,72,5,95
142,72,5,95
143,74,7,80
144,74,7,80
145,74,7,80
146,76,9,105
147,72,5,80
148,71,4,80
149,72,5,80
150,69,2,95
151,72,5,80
152,76,9,80
153,79,0,80
154,78,11,105
155,74,7,80
156,74,7,80
157,74,7,95
158,74,7,95
159,76,9,80
160,74,7,80
161,72,5,80
162,71,4,105
163,67,0,80
164,62,7,80
165,67,0,80
166,71,4,95
167,67,0,80
168,74,7,80
169,71,4,80
170,69,2,105
171,66,11,80
172,62,7,80
173,66,11,80
174,69,2,95
175,66,11,80
176,72,5,80
177,69,2,80
178,71,4,105
179,67,0,80
180,71,4,80
181,74,7,80
182,72,5,95
183,69,2,80
184,66,11,80
185,69,2,80
186,67,0,105
187,67,0,80
188,67,0,80
189,66,11,80
190,67,0,95
191,67,0,80
192,67,0,80
193,71,4,80
194,74,7,105
195,72,5,80
196,71,4,80
197,69,2,80
198,67,0,95
199,71,4,80
200,74,7,80
201,78,11,80
202,76,9,105
203,72,5,80
204,72,5,80
205,72,5,95
206,72,5,95
207,74,7,80
208,74,7,80
209,74,7,80
210,76,9,105
211,72,5,80
212,71,4,80
213,72,5,80
214,69,2,95
215,72,5,80
216,76,9,80
217,79,0,80
218,78,11,105
219,74,7,80
220,74,7,80
221,74,7,95
222,74,7,95
223,76,9,80
224,74,7,80
225,72,5,80
226,71,4,105
227,67,0,80
228,62,7,80
229,67,0,80
230,71,4,95
231,67,0,80
232,74,7,80
233,71,4,80
234,69,2,105
235,66,11,80
236,62,7,80
237,66,11,80
238,69,2,95
239,66,11,80
240,72,5,80
241,69,2,80
242,71,4,105
243,67,0,80
244,71,4,80
245,74,7,80
246,72,5,95
247,69,2,80
248,66,11,80
249,69,2,80
250,67,0,105
251,67,0,80
252,67,0,80
253,66,11,80
254,67,0,95
