eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,0,105
1,71,2,80
2,71,2,80
3,69,0,80
4,67,10,95
5,64,7,80
6,62,5,80
7,64,7,80
8,67,10,105
9,71,2,80
10,71,2,80
11,67,10,80
12,74,5,95
13,67,10,80
14,71,2,80
15,67,10,80
16,69,0,105
17,69,0,80
18,71,2,80
19,69,0,80
20,67,10,95
21,64,7,80
22,62,5,80
23,71,2,105
24,71,2,105
25,76,7,80
26,76,7,80
27,74,5,80
28,71,2,95
29,69,0,80
30,69,0,80
31,69,0,105
32,69,0,105
33,71,2,80
34,71,2,80
35,69,0,80
36,67,10,95
37,64,7,80
38,62,5,80
39,64,7,80
40,67,10,105
41,71,2,80
42,71,2,80
43,67,10,80
44,74,5,95
45,67,10,80
46,71,2,80
47,67,10,80
48,69,0,105
49,69,0,80
50,71,2,80
51,69,0,80
52,67,10,95
53,64,7,80
54,62,5,80
55,71,2,105
56,71,2,105
57,76,7,80
58,76,7,80
59,74,5,80
60,71,2,95
61,69,0,80
62,69,0,80
63,76,7,105
64,76,7,105
65,69,0,80
66,72,3,80
67,69,0,80
68,76,7,95
69,69,0,80
70,69,0,80
71,71,2,105
72,71,2,105
73,69,0,80
74,67,10,80
75,69,0,80
76,71,2,95
77,72,3,80
78,74,5,80
79,76,7,105
80,76,7,105
81,69,0,80
82,72,3,80
83,69,0,80
84,76,7,95
85,69,0,80
86,69,0,80
87,71,2,105
88,71,2,105
89,76,7,80
90,76,7,80
91,74,5,80
92,71,2,95
93,69,0,80
94,69,0,80
95,76,7,105
96,76,7,105
97,69,0,80
98,72,3,80
99,69,0,80
100,76,7,95
101,69,0,80
102,69,0,80
103,71,2,105
104,71,2,105
105,69,0,80
106,67,10,80
107,69,0,80
108,71,2,95
109,72,3,80
110,74,5,80
111,76,7,105
112,76,7,105
113,79,10,80
114,76,7,80
115,74,5,80
116,71,2,95
117,69,0,80
118,67,10,80
119,69,0,80
120,71,2,105
121,74,5,80
122,76,7,80
123,77,8,80
124,79,10,95
125,76,7,80
126,74,5,80
127,71,2,80
