,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,76,0,1,105,4,0,4,12,0,0,0
1,74,1,1,105,2,-2,4,10,10,-1,-1
4,67,4,1,95,7,0,4,3,3,-1,-2
7,74,7,1,105,2,7,4,10,10,1,-1
10,67,10,2,95,7,0,4,3,3,-1,-2
12,74,13,1,105,2,-5,4,10,10,1,-1
15,67,16,1,95,7,0,4,3,3,-1,-2
18,64,19,1,105,4,-3,4,0,0,-1,-3
21,69,22,1,95,9,0,4,5,5,1,-2
24,74,25,1,105,2,2,4,10,10,1,-1
27,67,28,1,95,7,0,4,3,3,-1,-2
30,74,31,1,105,2,7,4,10,10,1,-1
33,67,34,2,95,7,0,4,3,3,-1,-2
35,76,37,1,105,4,-3,4,12,0,1,-1
38,71,40,1,95,11,-1,4,7,7,-1,-2
41,67,43,1,105,7,-4,4,3,3,-1,-3
44,64,46,2,95,4,-3,4,0,0,-1,-4
46,74,49,1,105,2,-2,4,10,10,1,-3
49,67,52,1,95,7,0,4,3,3,-1,-4
52,74,55,1,105,2,7,4,10,10,1,-3
55,67,58,2,95,7,0,4,3,3,-1,-4
57,74,61,1,105,2,-5,4,10,10,1,-3
60,67,64,1,95,7,0,4,3,3,-1,-4
63,64,67,1,105,4,-3,4,0,0,-1,-5
66,69,70,1,95,9,0,4,5,5,1,-4
69,74,73,1,105,2,2,4,10,10,1,-3
72,67,76,1,95,7,0,4,3,3,-1,-4
75,74,79,1,105,2,7,4,10,10,1,-3
78,67,82,2,95,7,0,4,3,3,-1,-4
80,76,85,1,105,4,-3,4,12,0,1,-3
83,71,88,1,95,11,-1,4,7,7,-1,-4
86,67,91,1,105,7,-4,4,3,3,-1,-5
89,64,94,2,95,4,-3,4,0,0,-1,-6
91,64,97,1,105,4,2,4,0,0,0,-6
94,76,100,1,95,4,0,4,12,0,1,-5
97,78,103,1,105,6,-1,4,14,2,1,-4
100,74,106,1,95,2,-4,4,10,10,-1,-5
103,79,109,1,105,7,1,4,15,3,1,-4
106,76,112,1,95,4,-3,4,12,0,-1,-5
109,81,115,1,105,9,2,4,17,5,1,-4
112,74,118,1,95,2,0,4,10,10,-1,-5
115,79,121,1,105,7,1,4,15,3,1,-4
118,78,124,1,95,6,-1,4,14,2,-1,-5
121,76,127,1,105,4,-2,4,12,0,-1,-6
124,79,130,1,95,7,8,4,15,3,1,-5
127,76,133,1,105,4,-3,4,12,0,-1,-6
130,71,136,1,95,11,-1,4,7,7,-1,-7
133,67,139,1,105,7,-4,4,3,3,-1,-8
136,64,142,2,95,4,-3,4,0,0,-1,-9
138,64,145,1,105,4,2,4,0,0,0,-9
141,76,148,1,95,4,0,4,12,0,1,-8
144,78,151,1,105,6,-1,4,14,2,1,-7
147,74,154,1,95,2,-4,4,10,10,-1,-8
150,79,157,1,105,7,1,4,15,3,1,-7
153,76,160,1,95,4,-3,4,12,0,-1,-8
156,81,163,1,105,9,2,4,17,5,1,-7
159,74,166,1,95,2,0,4,10,10,-1,-8
162,79,169,1,105,7,1,4,15,3,1,-7
165,78,172,1,95,6,-1,4,14,2,-1,-8
168,76,175,1,105,4,-2,4,12,0,-1,-9
171,79,178,1,95,7,8,4,15,3,1,-8
174,76,181,1,105,4,-3,4,12,0,-1,-9
177,71,184,1,95,11,-1,4,7,7,-1,-10
180,67,187,1,105,7,-4,4,3,3,-1,-11
183,64,190,2,95,4,-3,4,0,0,-1,-12
