,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,67,0,1,105,7,0,7,0,0,0,0
3,62,3,1,95,2,0,7,-5,7,-1,-1
6,67,6,1,95,7,5,7,0,0,1,0
9,67,9,2,95,7,5,7,0,0,0,0
11,71,12,1,105,11,2,7,4,4,1,1
14,64,15,1,95,4,0,7,-3,9,-1,0
17,72,18,2,95,0,8,7,5,5,1,1
19,71,21,1,95,11,2,7,4,4,-1,0
22,76,24,2,105,4,2,7,9,9,1,1
24,79,27,1,95,7,1,7,12,0,1,2
27,72,30,1,95,0,1,7,5,5,-1,1
30,71,33,1,95,11,2,7,4,4,-1,0
33,67,36,1,105,7,3,7,0,0,-1,-1
36,67,39,1,95,7,-4,7,0,0,0,-1
39,64,42,2,95,4,2,7,-3,9,-1,-2
41,67,45,3,95,7,1,7,0,0,1,-1
42,67,48,1,105,7,0,7,0,0,0,-1
45,62,51,1,95,2,0,7,-5,7,-1,-2
48,67,54,1,95,7,5,7,0,0,1,-1
51,67,57,2,95,7,5,7,0,0,0,-1
53,71,60,1,105,11,2,7,4,4,1,0
56,64,63,1,95,4,0,7,-3,9,-1,-1
59,72,66,2,95,0,8,7,5,5,1,0
61,71,69,1,95,11,2,7,4,4,-1,-1
64,76,72,2,105,4,2,7,9,9,1,0
66,79,75,1,95,7,1,7,12,0,1,1
69,72,78,1,95,0,1,7,5,5,-1,0
72,71,81,1,95,11,2,7,4,4,-1,-1
75,67,84,1,105,7,3,7,0,0,-1,-2
78,67,87,1,95,7,-4,7,0,0,0,-2
81,64,90,2,95,4,2,7,-3,9,-1,-3
83,67,93,3,95,7,1,7,0,0,1,-2
84,74,96,2,105,2,7,7,7,7,1,-1
86,74,99,2,95,2,3,7,7,7,0,-1
88,79,102,1,95,7,8,7,12,0,1,0
91,74,105,1,95,2,-2,7,7,7,-1,-1
94,74,108,2,105,2,3,7,7,7,0,-1
96,74,111,2,95,2,3,7,7,7,0,-1
98,69,114,1,95,9,-2,7,2,2,-1,-2
101,71,117,1,95,11,2,7,4,4,1,-1
104,74,120,2,105,2,10,7,7,7,1,0
106,74,123,2,95,2,3,7,7,7,0,0
108,79,126,1,95,7,8,7,12,0,1,1
111,74,129,1,95,2,-2,7,7,7,-1,0
114,69,132,1,105,9,-2,7,2,2,-1,-1
117,71,135,1,95,11,2,7,4,4,1,0
120,64,138,2,95,4,2,7,-3,9,-1,-1
122,67,141,3,95,7,1,7,0,0,1,0
123,74,144,2,105,2,7,7,7,7,1,1
125,74,147,2,95,2,3,7,7,7,0,1
127,79,150,1,95,7,8,7,12,0,1,2
130,74,153,1,95,2,-2,7,7,7,-1,1
133,74,156,2,105,2,3,7,7,7,0,1
135,74,159,2,95,2,3,7,7,7,0,1
137,69,162,1,95,9,-2,7,2,2,-1,0
140,71,165,1,95,11,2,7,4,4,1,1
143,74,168,2,105,2,10,7,7,7,1,2
145,74,171,2,95,2,3,7,7,7,0,2
147,79,174,1,95,7,8,7,12,0,1,3
150,74,177,1,95,2,-2,7,7,7,-1,2
153,69,180,1,105,9,-2,7,2,2,-1,1
156,71,183,1,95,11,2,7,4,4,1,2
159,64,186,2,95,4,2,7,-3,9,-1,1
161,67,189,3,95,7,1,7,0,0,1,2
