,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,62,0,0,105,2,0,7,-5,7,0,0
3,67,2,2,105,7,1,7,0,0,1,1
6,69,6,1,95,9,-2,7,2,2,1,2
9,74,10,1,105,2,8,7,7,7,1,3
13,71,14,1,95,11,2,7,4,4,-1,2
17,67,18,1,105,7,1,7,0,0,-1,1
21,62,22,1,95,2,-4,7,-5,7,-1,0
25,74,26,1,105,2,5,7,7,7,1,1
29,71,30,1,95,11,2,7,4,4,-1,0
33,67,34,3,105,7,1,7,0,0,-1,-1
35,69,38,1,95,9,-2,7,2,2,1,0
38,74,42,2,105,2,8,7,7,7,1,1
41,71,46,1,95,11,2,7,4,4,-1,0
45,67,50,2,105,7,1,7,0,0,-1,-1
48,62,54,1,95,2,-4,7,-5,7,-1,-2
52,74,58,1,105,2,5,7,7,7,1,-1
56,71,62,1,95,11,2,7,4,4,-1,-2
59,79,66,1,105,7,12,7,12,0,1,-1
63,78,70,1,95,6,2,7,11,11,-1,-2
67,76,74,1,105,4,-2,7,9,9,-1,-3
71,72,78,1,95,0,1,7,5,5,-1,-4
75,79,82,2,105,7,1,7,12,0,1,-3
78,78,86,1,95,6,-1,7,11,11,-1,-4
82,76,90,1,105,4,-2,7,9,9,-1,-5
86,71,94,1,95,11,-1,7,4,4,-1,-6
89,79,98,1,105,7,12,7,12,0,1,-5
93,78,102,1,95,6,-1,7,11,11,-1,-6
97,76,106,1,105,4,-2,7,9,9,-1,-7
101,72,110,1,95,0,1,7,5,5,-1,-8
105,79,114,2,105,7,1,7,12,0,1,-7
108,78,118,0,95,6,-1,7,11,11,-1,-8
113,72,122,1,105,0,-4,7,5,5,-1,-9
117,71,126,0,95,11,-1,7,4,4,-1,-10
