,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,76,0,1,105,4,0,2,14,2,0,0
3,74,3,2,105,2,-2,2,12,0,-1,-1
6,69,7,1,95,9,0,2,7,7,-1,-2
10,71,11,0,105,11,2,2,9,9,1,-1
15,78,15,1,95,6,-1,2,16,4,1,0
19,74,19,2,105,2,1,2,12,0,-1,-1
22,69,23,1,95,9,0,2,7,7,-1,-2
26,64,27,1,105,4,2,2,2,2,-1,-3
30,62,31,1,95,2,-2,2,0,0,-1,-4
34,74,35,2,105,2,-2,2,12,0,1,-3
37,69,39,1,95,9,0,2,7,7,-1,-4
41,71,43,0,105,11,2,2,9,9,1,-3
46,78,47,1,95,6,-1,2,16,4,1,-2
50,74,51,2,105,2,1,2,12,0,-1,-3
53,69,55,1,95,9,0,2,7,7,-1,-4
57,64,59,1,105,4,2,2,2,2,-1,-5
61,62,63,2,95,2,-2,2,0,0,-1,-6
63,74,67,1,105,2,5,2,12,0,1,-5
67,81,71,1,95,9,2,2,19,7,1,-4
71,73,75,1,105,1,-1,2,11,11,-1,-5
75,78,79,1,95,6,9,2,16,4,1,-4
79,74,83,1,105,2,5,2,12,0,-1,-5
83,81,87,1,95,9,2,2,19,7,1,-4
87,73,91,1,105,1,-1,2,11,11,-1,-5
91,74,95,2,95,2,1,2,12,0,1,-4
93,74,99,1,105,2,5,2,12,0,0,-4
97,81,103,1,95,9,2,2,19,7,1,-3
101,73,107,1,105,1,-1,2,11,11,-1,-4
105,78,111,1,95,6,9,2,16,4,1,-3
109,78,115,3,105,6,9,2,16,4,0,-3
111,79,119,2,95,7,1,2,17,5,1,-2
114,78,123,1,105,6,-1,2,16,4,-1,-3
118,74,127,4,95,2,1,2,12,0,-1,-4
