,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,1,105,9,0,2,7,7,0,0
5,73,4,1,105,1,-1,2,11,11,1,1
8,69,8,0,105,9,-10,2,7,7,-1,0
14,78,12,1,105,6,9,2,16,4,1,1
18,69,16,1,105,9,0,2,7,7,-1,0
23,73,20,1,105,1,-1,2,11,11,1,1
26,69,24,0,105,9,-10,2,7,7,-1,0
32,74,28,2,105,2,5,2,12,0,1,1
34,69,32,1,105,9,-5,2,7,7,-1,0
39,73,36,1,105,1,-1,2,11,11,1,1
42,69,40,0,105,9,-10,2,7,7,-1,0
48,78,44,1,105,6,9,2,16,4,1,1
52,69,48,1,105,9,0,2,7,7,-1,0
57,73,52,1,105,1,-1,2,11,11,1,1
60,69,56,0,105,9,-10,2,7,7,-1,0
66,74,60,2,105,2,5,2,12,0,1,1
68,78,64,2,105,6,4,2,16,4,1,2
71,76,68,1,105,4,-2,2,14,2,-1,1
74,69,72,0,105,9,-7,2,7,7,-1,0
80,78,76,1,105,6,9,2,16,4,1,1
84,78,80,2,105,6,9,2,16,4,0,1
87,76,84,1,105,4,-2,2,14,2,-1,0
90,69,88,0,105,9,-7,2,7,7,-1,-1
96,74,92,2,105,2,5,2,12,0,1,0
98,78,96,2,105,6,4,2,16,4,1,1
101,76,100,1,105,4,-2,2,14,2,-1,0
104,69,104,0,105,9,-7,2,7,7,-1,-1
110,78,108,1,105,6,9,2,16,4,1,0
114,78,112,2,105,6,9,2,16,4,0,0
117,76,116,1,105,4,-2,2,14,2,-1,-1
120,69,120,0,105,9,-7,2,7,7,-1,-2
126,74,124,2,105,2,5,2,12,0,1,-1
128,74,128,2,105,2,0,2,12,0,0,-1
