,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,1,105,2,0,2,12,0,0,0
2,69,2,2,105,9,-2,2,7,7,-1,-1
5,71,6,1,95,11,2,2,9,9,1,0
9,69,10,2,105,9,0,2,7,7,-1,-1
12,71,14,1,95,11,2,2,9,9,1,0
16,71,18,2,105,11,2,2,9,9,0,0
19,71,22,1,95,11,2,2,9,9,0,0
23,71,26,1,105,11,2,2,9,9,0,0
27,71,30,1,95,11,2,2,9,9,0,0
31,69,34,2,105,9,0,2,7,7,-1,-1
34,71,38,1,95,11,2,2,9,9,1,0
38,69,42,2,105,9,0,2,7,7,-1,-1
41,71,46,1,95,11,2,2,9,9,1,0
45,66,50,1,105,6,2,2,4,4,-1,-1
49,74,54,2,95,2,1,2,12,0,1,0
52,69,58,1,105,9,-2,2,7,7,-1,-1
56,62,62,3,95,2,-4,2,0,0,-1,-2
58,69,66,2,105,9,3,2,7,7,1,-1
61,71,70,1,95,11,2,2,9,9,1,0
65,69,74,2,105,9,0,2,7,7,-1,-1
68,71,78,1,95,11,2,2,9,9,1,0
72,71,82,2,105,11,2,2,9,9,0,0
75,71,86,1,95,11,2,2,9,9,0,0
79,71,90,1,105,11,2,2,9,9,0,0
83,71,94,1,95,11,2,2,9,9,0,0
87,69,98,2,105,9,0,2,7,7,-1,-1
90,71,102,1,95,11,2,2,9,9,1,0
94,69,106,2,105,9,0,2,7,7,-1,-1
97,71,110,1,95,11,2,2,9,9,1,0
101,66,114,1,105,6,2,2,4,4,-1,-1
105,74,118,2,95,2,1,2,12,0,1,0
108,69,122,1,105,9,-2,2,7,7,-1,-1
112,62,126,3,95,2,-4,2,0,0,-1,-2
113,69,130,1,105,9,7,2,7,7,1,-1
117,69,134,1,95,9,-5,2,7,7,0,-1
121,69,138,1,105,9,-5,2,7,7,0,-1
125,71,142,1,95,11,-3,2,9,9,1,0
129,71,146,2,105,11,2,2,9,9,0,0
132,71,150,1,95,11,2,2,9,9,0,0
136,71,154,1,105,11,2,2,9,9,0,0
140,71,158,1,95,11,2,2,9,9,0,0
144,69,162,1,105,9,0,2,7,7,-1,-1
148,69,166,1,95,9,-5,2,7,7,0,-1
152,69,170,1,105,9,-5,2,7,7,0,-1
157,71,174,1,95,11,-3,2,9,9,1,0
161,66,178,1,105,6,2,2,4,4,-1,-1
165,74,182,2,95,2,1,2,12,0,1,0
168,69,186,1,105,9,-2,2,7,7,-1,-1
172,62,190,4,95,2,-4,2,0,0,-1,-2
