,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,71,0,1,105,11,0,9,2,2,0,0
1,72,1,1,105,0,1,9,3,3,1,1
4,71,4,1,95,11,-1,9,2,2,-1,0
7,64,7,1,105,4,-3,9,-5,7,-1,-1
10,64,10,1,95,4,-3,9,-5,7,0,-1
13,72,13,1,105,0,1,9,3,3,1,0
16,74,16,1,95,2,2,9,5,5,1,1
19,76,19,1,105,4,2,9,7,7,1,2
22,79,22,1,95,7,-2,9,10,10,1,3
25,72,25,1,105,0,-2,9,3,3,-1,2
28,71,28,1,95,11,-1,9,2,2,-1,1
31,64,31,1,105,4,-3,9,-5,7,-1,0
34,64,34,1,95,4,-3,9,-5,7,0,0
37,72,37,1,105,0,1,9,3,3,1,1
40,74,40,1,95,2,2,9,5,5,1,2
43,71,43,1,105,11,4,9,2,2,-1,1
46,69,46,2,95,9,0,9,0,0,-1,0
48,72,49,1,105,0,1,9,3,3,1,1
51,71,52,1,95,11,-1,9,2,2,-1,0
54,64,55,1,105,4,-3,9,-5,7,-1,-1
57,64,58,1,95,4,-3,9,-5,7,0,-1
60,72,61,1,105,0,1,9,3,3,1,0
63,74,64,1,95,2,2,9,5,5,1,1
66,76,67,1,105,4,2,9,7,7,1,2
69,79,70,1,95,7,-2,9,10,10,1,3
72,72,73,1,105,0,-2,9,3,3,-1,2
75,71,76,1,95,11,-1,9,2,2,-1,1
78,64,79,1,105,4,-3,9,-5,7,-1,0
81,64,82,1,95,4,-3,9,-5,7,0,0
84,72,85,1,105,0,1,9,3,3,1,1
87,74,88,1,95,2,2,9,5,5,1,2
90,71,91,1,105,11,4,9,2,2,-1,1
93,69,94,2,95,9,0,9,0,0,-1,0
95,72,97,1,105,0,1,9,3,3,1,1
98,74,100,1,95,2,2,9,5,5,1,2
101,76,103,1,105,4,2,9,7,7,1,3
104,79,106,1,95,7,-2,9,10,10,1,4
107,76,109,1,105,4,2,9,7,7,-1,3
110,81,112,1,95,9,0,9,12,0,1,4
113,83,115,1,105,11,2,9,14,2,1,5
116,81,118,2,95,9,2,9,12,0,-1,4
118,76,121,1,105,4,-3,9,7,7,-1,3
121,84,124,1,95,0,3,9,15,3,1,4
124,81,127,1,105,9,0,9,12,0,-1,3
127,79,130,1,95,7,-2,9,10,10,-1,2
130,72,133,3,105,0,-2,9,3,3,-1,1
131,74,136,1,95,2,2,9,5,5,1,2
134,71,139,1,105,11,4,9,2,2,-1,1
137,69,142,2,95,9,0,9,0,0,-1,0
139,72,145,1,105,0,1,9,3,3,1,1
142,74,148,1,95,2,2,9,5,5,1,2
145,76,151,1,105,4,2,9,7,7,1,3
148,79,154,1,95,7,-2,9,10,10,1,4
151,76,157,1,105,4,2,9,7,7,-1,3
154,81,160,1,95,9,0,9,12,0,1,4
157,83,163,1,105,11,2,9,14,2,1,5
160,81,166,2,95,9,2,9,12,0,-1,4
162,76,169,1,105,4,-3,9,7,7,-1,3
165,84,172,1,95,0,3,9,15,3,1,4
168,81,175,1,105,9,0,9,12,0,-1,3
171,79,178,1,95,7,-2,9,10,10,-1,2
174,72,181,3,105,0,-2,9,3,3,-1,1
175,74,184,1,95,2,2,9,5,5,1,2
178,71,187,1,105,11,4,9,2,2,-1,1
181,69,190,2,95,9,0,9,0,0,-1,0
