,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,1,105,9,0,7,2,2,0,0
1,71,1,3,105,11,2,7,4,4,1,1
3,74,5,1,95,2,-2,7,7,7,1,2
6,79,9,1,105,7,8,7,12,0,1,3
10,81,13,1,95,9,2,7,14,2,1,4
14,74,17,1,105,2,-2,7,7,7,-1,3
19,79,21,1,95,7,5,7,12,0,1,4
23,69,25,0,105,9,-2,7,2,2,-1,3
28,69,29,1,95,9,-2,7,2,2,0,3
32,71,33,1,105,11,2,7,4,4,1,4
36,74,37,1,95,2,-2,7,7,7,1,5
39,79,41,3,105,7,8,7,12,0,1,6
41,81,45,1,95,9,-2,7,14,2,1,7
45,76,49,1,105,4,-2,7,9,9,-1,6
49,79,53,1,95,7,5,7,12,0,1,7
53,67,57,1,105,7,-4,7,0,0,-1,6
57,67,61,3,95,7,1,7,0,0,0,6
59,71,65,3,105,11,2,7,4,4,1,7
61,74,69,1,95,2,-2,7,7,7,1,8
64,79,73,1,105,7,8,7,12,0,1,9
68,81,77,1,95,9,2,7,14,2,1,10
72,74,81,1,105,2,-2,7,7,7,-1,9
77,79,85,1,95,7,5,7,12,0,1,10
81,69,89,0,105,9,-2,7,2,2,-1,9
86,69,93,1,95,9,-2,7,2,2,0,9
90,71,97,1,105,11,2,7,4,4,1,10
94,74,101,1,95,2,-2,7,7,7,1,11
97,79,105,3,105,7,8,7,12,0,1,12
99,81,109,1,95,9,-2,7,14,2,1,13
103,76,113,1,105,4,-2,7,9,9,-1,12
107,79,117,1,95,7,5,7,12,0,1,13
111,67,121,1,105,7,-4,7,0,0,-1,12
115,67,125,1,95,7,1,7,0,0,0,12
119,71,129,1,105,11,2,7,4,4,1,13
122,69,133,1,95,9,-5,7,2,2,-1,12
127,67,137,1,105,7,-2,7,0,0,-1,11
131,67,141,1,95,7,3,7,0,0,0,11
136,76,145,1,105,4,2,7,9,9,1,12
140,79,149,1,95,7,3,7,12,0,1,13
144,69,153,0,105,9,-2,7,2,2,-1,12
149,69,157,1,95,9,-2,7,2,2,0,12
153,71,161,1,105,11,2,7,4,4,1,13
156,69,165,1,95,9,-5,7,2,2,-1,12
161,67,169,1,105,7,-2,7,0,0,-1,11
165,67,173,1,95,7,3,7,0,0,0,11
170,83,177,1,105,11,9,7,16,4,1,12
174,79,181,1,95,7,1,7,12,0,-1,11
178,67,185,1,105,7,-4,7,0,0,-1,10
182,67,189,1,95,7,1,7,0,0,0,10
186,71,193,1,105,11,2,7,4,4,1,11
189,69,197,1,95,9,-5,7,2,2,-1,10
194,67,201,1,105,7,-2,7,0,0,-1,9
198,67,205,1,95,7,3,7,0,0,0,9
203,76,209,1,105,4,2,7,9,9,1,10
207,79,213,1,95,7,3,7,12,0,1,11
211,69,217,0,105,9,-2,7,2,2,-1,10
216,69,221,1,95,9,-2,7,2,2,0,10
220,71,225,1,105,11,2,7,4,4,1,11
223,69,229,1,95,9,-5,7,2,2,-1,10
228,67,233,1,105,7,-2,7,0,0,-1,9
232,67,237,1,95,7,3,7,0,0,0,9
237,83,241,1,105,11,9,7,16,4,1,10
241,79,245,1,95,7,1,7,12,0,-1,9
245,67,249,1,105,7,-4,7,0,0,-1,8
249,67,253,8,95,7,1,7,0,0,0,8
