,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,78,0,1,105,6,0,9,9,9,0,0
1,76,1,1,105,4,-2,9,7,7,-1,-1
5,76,5,0,105,4,7,9,7,7,0,-1
11,74,9,1,105,2,5,9,5,5,-1,-2
18,81,13,0,105,9,1,9,12,0,1,-1
24,76,17,1,105,4,-2,9,7,7,-1,-2
28,76,21,0,105,4,7,9,7,7,0,-2
34,74,25,1,105,2,5,9,5,5,-1,-3
40,71,29,0,105,11,-2,9,2,2,-1,-4
46,76,33,1,105,4,-2,9,7,7,1,-3
50,76,37,0,105,4,7,9,7,7,0,-3
56,74,41,1,105,2,5,9,5,5,-1,-4
63,81,45,0,105,9,1,9,12,0,1,-3
69,76,49,1,105,4,-2,9,7,7,-1,-4
73,76,53,0,105,4,7,9,7,7,0,-4
79,74,57,1,105,2,5,9,5,5,-1,-5
85,71,61,0,105,11,-2,9,2,2,-1,-6
90,81,65,1,105,9,12,9,12,0,1,-5
96,81,69,1,105,9,5,9,12,0,0,-5
102,74,73,1,105,2,5,9,5,5,-1,-6
109,81,77,0,105,9,1,9,12,0,1,-5
114,81,81,1,105,9,5,9,12,0,0,-5
120,81,85,1,105,9,5,9,12,0,0,-5
126,74,89,1,105,2,5,9,5,5,-1,-6
132,71,93,0,105,11,-2,9,2,2,-1,-7
137,81,97,1,105,9,12,9,12,0,1,-6
143,81,101,1,105,9,5,9,12,0,0,-6
149,74,105,1,105,2,5,9,5,5,-1,-7
156,81,109,0,105,9,1,9,12,0,1,-6
161,81,113,1,105,9,5,9,12,0,0,-6
167,81,117,1,105,9,5,9,12,0,0,-6
173,74,121,1,105,2,5,9,5,5,-1,-7
179,71,125,0,105,11,-2,9,2,2,-1,-8
