,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,2,105,2,0,7,7,7,0,0
3,71,4,1,95,11,2,7,4,4,-1,-1
6,83,8,1,105,11,14,7,16,4,1,0
10,76,12,0,95,4,-3,7,9,9,-1,-1
15,67,16,2,105,7,-4,7,0,0,-1,-2
18,71,20,1,95,11,2,7,4,4,1,-1
22,69,24,1,105,9,5,7,2,2,-1,-2
26,64,28,1,95,4,-3,7,-3,9,-1,-3
30,67,32,2,105,7,3,7,0,0,1,-2
33,71,36,1,95,11,2,7,4,4,1,-1
36,83,40,1,105,11,14,7,16,4,1,0
40,76,44,1,95,4,-3,7,9,9,-1,-1
44,67,48,2,105,7,-4,7,0,0,-1,-2
47,71,52,1,95,11,2,7,4,4,1,-1
51,69,56,1,105,9,5,7,2,2,-1,-2
55,64,60,0,95,4,-3,7,-3,9,-1,-3
59,79,64,1,105,7,17,7,12,0,1,-2
63,78,68,1,95,6,-1,7,11,11,-1,-3
67,79,72,2,105,7,5,7,12,0,1,-2
70,79,76,1,95,7,1,7,12,0,0,-2
74,79,80,1,105,7,-2,7,12,0,0,-2
78,76,84,1,95,4,-2,7,9,9,-1,-3
83,76,88,1,105,4,2,7,9,9,0,-3
87,76,92,2,95,4,-3,7,9,9,0,-3
90,79,96,2,105,7,1,7,12,0,1,-2
93,78,100,1,95,6,-1,7,11,11,-1,-3
98,79,104,2,105,7,5,7,12,0,1,-2
101,79,108,1,95,7,1,7,12,0,0,-2
105,79,112,1,105,7,-2,7,12,0,0,-2
109,81,116,1,95,9,5,7,14,2,1,-1
113,74,120,1,105,2,-5,7,7,7,-1,-2
117,76,124,1,95,4,-3,7,9,9,1,-1
