,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,71,0,1,105,11,0,4,7,7,0,0
3,71,4,1,95,11,7,4,7,7,0,0
7,71,8,1,105,11,7,4,7,7,0,0
12,69,12,1,95,9,7,4,5,5,-1,-1
16,71,16,1,105,11,2,4,7,7,1,0
19,71,20,1,95,11,7,4,7,7,0,0
23,62,24,1,105,2,-2,4,-2,10,-1,-1
27,76,28,1,95,4,-3,4,12,0,1,0
31,71,32,1,105,11,2,4,7,7,-1,-1
34,71,36,1,95,11,7,4,7,7,0,-1
38,71,40,1,105,11,7,4,7,7,0,-1
43,69,44,1,95,9,7,4,5,5,-1,-2
47,71,48,1,105,11,2,4,7,7,1,-1
50,71,52,1,95,11,7,4,7,7,0,-1
54,62,56,1,105,2,-2,4,-2,10,-1,-2
58,76,60,1,95,4,-3,4,12,0,1,-1
62,69,64,1,105,9,0,4,5,5,-1,-2
66,81,68,1,95,9,7,4,17,5,1,-1
70,69,72,1,105,9,-5,4,5,5,-1,-2
74,76,76,1,95,4,2,4,12,0,1,-1
78,69,80,1,105,9,0,4,5,5,-1,-2
82,81,84,1,95,9,7,4,17,5,1,-1
86,74,88,1,105,2,0,4,10,10,-1,-2
90,76,92,1,95,4,-3,4,12,0,1,-1
94,69,96,1,105,9,0,4,5,5,-1,-2
98,81,100,1,95,9,7,4,17,5,1,-1
102,69,104,1,105,9,-5,4,5,5,-1,-2
106,76,108,1,95,4,2,4,12,0,1,-1
110,81,112,1,105,9,5,4,17,5,1,0
114,78,116,1,95,6,2,4,14,2,-1,-1
118,69,120,1,105,9,-4,4,5,5,-1,-2
122,76,124,1,95,4,-3,4,12,0,1,-1
