,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,0,105,2,0,2,12,0,0,0
5,74,4,2,95,2,8,2,12,0,0,0
8,74,8,1,105,2,-2,2,12,0,0,0
12,67,12,1,95,7,-2,2,5,5,-1,-1
16,74,16,1,105,2,12,2,12,0,1,0
20,74,20,2,95,2,5,2,12,0,0,0
23,79,24,1,105,7,1,2,17,5,1,1
27,78,28,1,95,6,-1,2,16,4,-1,0
30,74,32,0,105,2,0,2,12,0,-1,-1
35,74,36,2,95,2,8,2,12,0,0,-1
38,74,40,1,105,2,-2,2,12,0,0,-1
42,67,44,1,95,7,-2,2,5,5,-1,-2
46,74,48,1,105,2,12,2,12,0,1,-1
50,74,52,2,95,2,5,2,12,0,0,-1
53,79,56,1,105,7,1,2,17,5,1,0
57,78,60,1,95,6,-1,2,16,4,-1,-1
60,81,64,2,105,9,7,2,19,7,1,0
63,81,68,1,95,9,7,2,19,7,0,0
67,81,72,2,105,9,7,2,19,7,0,0
70,83,76,1,95,11,2,2,21,9,1,1
74,81,80,2,105,9,2,2,19,7,-1,0
77,81,84,1,95,9,7,2,19,7,0,0
81,79,88,1,105,7,5,2,17,5,-1,-1
85,78,92,1,95,6,-1,2,16,4,-1,-2
88,81,96,2,105,9,7,2,19,7,1,-1
91,81,100,1,95,9,7,2,19,7,0,-1
95,81,104,2,105,9,7,2,19,7,0,-1
98,83,108,1,95,11,2,2,21,9,1,0
102,81,112,0,105,9,2,2,19,7,-1,-1
108,78,116,0,95,6,-1,2,16,4,-1,-2
114,69,120,1,105,9,-7,2,7,7,-1,-3
118,78,124,1,95,6,-1,2,16,4,1,-2
