,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,66,0,1,105,6,0,2,4,4,0,0
4,69,4,0,95,9,7,2,7,7,1,1
9,74,8,1,105,2,3,2,12,0,1,2
13,71,12,2,95,11,-3,2,9,9,-1,1
16,79,16,1,105,7,1,2,17,5,1,2
20,76,20,0,95,4,2,2,14,2,-1,1
25,69,24,1,105,9,-2,2,7,7,-1,0
29,64,28,2,95,4,2,2,2,2,-1,-1
31,66,32,1,105,6,2,2,4,4,1,0
35,69,36,0,95,9,7,2,7,7,1,1
40,74,40,1,105,2,3,2,12,0,1,2
44,71,44,2,95,11,-3,2,9,9,-1,1
47,79,48,1,105,7,1,2,17,5,1,2
51,76,52,0,95,4,2,2,14,2,-1,1
56,69,56,1,105,9,-2,2,7,7,-1,0
61,74,60,2,95,2,-2,2,12,0,1,1
63,66,64,1,105,6,-8,2,4,4,-1,0
67,69,68,0,95,9,7,2,7,7,1,1
72,74,72,1,105,2,3,2,12,0,1,2
76,71,76,2,95,11,-3,2,9,9,-1,1
79,79,80,1,105,7,1,2,17,5,1,2
83,76,84,0,95,4,2,2,14,2,-1,1
88,69,88,1,105,9,-2,2,7,7,-1,0
92,64,92,2,95,4,2,2,2,2,-1,-1
94,66,96,1,105,6,2,2,4,4,1,0
98,69,100,0,95,9,7,2,7,7,1,1
103,74,104,1,105,2,3,2,12,0,1,2
107,71,108,2,95,11,-3,2,9,9,-1,1
110,79,112,1,105,7,1,2,17,5,1,2
114,76,116,0,95,4,2,2,14,2,-1,1
119,69,120,1,105,9,-2,2,7,7,-1,0
124,74,124,2,95,2,-2,2,12,0,1,1
127,81,128,1,105,9,2,2,19,7,1,2
131,78,132,1,95,6,2,2,16,4,-1,1
135,74,136,1,105,2,1,2,12,0,-1,0
139,71,140,4,95,11,-3,2,9,9,-1,-1
140,79,144,2,105,7,8,2,17,5,1,0
143,76,148,0,95,4,2,2,14,2,-1,-1
148,69,152,1,105,9,-2,2,7,7,-1,-2
152,64,156,4,95,4,2,2,2,2,-1,-3
153,66,160,1,105,6,2,2,4,4,1,-2
157,69,164,2,95,9,7,2,7,7,1,-1
160,74,168,1,105,2,3,2,12,0,1,0
164,71,172,0,95,11,-3,2,9,9,-1,-1
169,79,176,1,105,7,1,2,17,5,1,0
173,76,180,0,95,4,2,2,14,2,-1,-1
178,69,184,1,105,9,-2,2,7,7,-1,-2
183,74,188,2,95,2,-2,2,12,0,1,-1
186,81,192,1,105,9,2,2,19,7,1,0
190,78,196,1,95,6,2,2,16,4,-1,-1
194,74,200,1,105,2,1,2,12,0,-1,-2
198,71,204,4,95,11,-3,2,9,9,-1,-3
199,79,208,2,105,7,8,2,17,5,1,-2
202,76,212,0,95,4,2,2,14,2,-1,-3
207,69,216,1,105,9,-2,2,7,7,-1,-4
211,64,220,4,95,4,2,2,2,2,-1,-5
212,66,224,1,105,6,2,2,4,4,1,-4
216,69,228,2,95,9,7,2,7,7,1,-3
219,74,232,1,105,2,3,2,12,0,1,-2
223,71,236,0,95,11,-3,2,9,9,-1,-3
228,79,240,1,105,7,1,2,17,5,1,-2
232,76,244,0,95,4,2,2,14,2,-1,-3
237,69,248,1,105,9,-2,2,7,7,-1,-4
242,74,252,2,95,2,-2,2,12,0,1,-3
