,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,71,0,1,105,11,0,7,4,4,0,0
2,67,2,1,105,7,-2,7,0,0,-1,-1
5,62,5,1,95,2,-5,7,-5,7,-1,-2
8,67,8,1,105,7,5,7,0,0,1,-1
11,79,11,1,95,7,5,7,12,0,1,0
14,69,14,1,105,9,-2,7,2,2,-1,-1
17,72,17,1,95,0,8,7,5,5,1,0
20,69,20,1,105,9,5,7,2,2,-1,-1
24,69,23,1,95,9,-2,7,2,2,0,-1
27,62,26,1,105,2,-2,7,-5,7,-1,-2
30,55,29,1,95,7,-7,7,-12,0,-1,-3
33,79,32,1,105,7,17,7,12,0,1,-2
36,74,35,1,95,2,-5,7,7,7,-1,-3
39,69,38,1,105,9,-2,7,2,2,-1,-4
42,74,41,1,95,2,2,7,7,7,1,-3
45,69,44,1,105,9,0,7,2,2,-1,-4
48,67,47,1,95,7,1,7,0,0,-1,-5
51,67,50,1,105,7,-2,7,0,0,0,-5
54,62,53,1,95,2,-5,7,-5,7,-1,-6
57,67,56,1,105,7,5,7,0,0,1,-5
60,79,59,1,95,7,5,7,12,0,1,-4
63,69,62,1,105,9,-2,7,2,2,-1,-5
66,72,65,1,95,0,8,7,5,5,1,-4
69,69,68,1,105,9,5,7,2,2,-1,-5
73,69,71,1,95,9,-2,7,2,2,0,-5
76,62,74,1,105,2,-2,7,-5,7,-1,-6
79,55,77,1,95,7,-7,7,-12,0,-1,-7
82,79,80,1,105,7,17,7,12,0,1,-6
85,74,83,1,95,2,-5,7,7,7,-1,-7
88,69,86,1,105,9,-2,7,2,2,-1,-8
91,74,89,1,95,2,2,7,7,7,1,-7
94,69,92,1,105,9,0,7,2,2,-1,-8
97,67,95,1,95,7,1,7,0,0,-1,-9
100,59,98,1,105,11,-1,7,-8,4,-1,-10
103,71,101,1,95,11,4,7,4,4,1,-9
106,79,104,1,105,7,0,7,12,0,1,-8
109,74,107,1,95,2,-5,7,7,7,-1,-9
112,69,110,1,105,9,-2,7,2,2,-1,-10
115,72,113,1,95,0,8,7,5,5,1,-9
118,69,116,1,105,9,5,7,2,2,-1,-10
122,69,119,1,95,9,-2,7,2,2,0,-10
125,62,122,1,105,2,-2,7,-5,7,-1,-11
128,55,125,1,95,7,-7,7,-12,0,-1,-12
131,79,128,1,105,7,17,7,12,0,1,-11
134,74,131,1,95,2,-5,7,7,7,-1,-12
137,69,134,1,105,9,-2,7,2,2,-1,-13
140,74,137,1,95,2,2,7,7,7,1,-12
143,69,140,1,105,9,0,7,2,2,-1,-13
146,67,143,1,95,7,1,7,0,0,-1,-14
149,59,146,1,105,11,-1,7,-8,4,-1,-15
152,71,149,1,95,11,4,7,4,4,1,-14
155,79,152,1,105,7,0,7,12,0,1,-13
158,74,155,1,95,2,-5,7,7,7,-1,-14
161,69,158,1,105,9,-2,7,2,2,-1,-15
164,72,161,1,95,0,8,7,5,5,1,-14
167,69,164,1,105,9,5,7,2,2,-1,-15
171,69,167,1,95,9,-2,7,2,2,0,-15
174,62,170,1,105,2,-2,7,-5,7,-1,-16
177,55,173,1,95,7,-7,7,-12,0,-1,-17
180,79,176,1,105,7,17,7,12,0,1,-16
183,74,179,1,95,2,-5,7,7,7,-1,-17
186,69,182,1,105,9,-2,7,2,2,-1,-18
189,74,185,1,95,2,2,7,7,7,1,-17
192,69,188,1,105,9,0,7,2,2,-1,-18
195,67,191,1,95,7,1,7,0,0,-1,-19
