,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,81,0,1,105,9,0,9,12,0,0,0
4,76,4,1,95,4,-3,9,7,7,-1,-1
7,73,8,1,105,1,-1,9,4,4,-1,-2
11,79,12,1,95,7,1,9,10,10,1,-1
14,81,16,2,105,9,2,9,12,0,1,0
17,76,20,1,95,4,-5,9,7,7,-1,-1
20,71,24,1,105,11,-3,9,2,2,-1,-2
24,71,28,1,95,11,-3,9,2,2,0,-2
27,69,32,2,105,9,0,9,0,0,-1,-3
29,76,36,1,95,4,-5,9,7,7,1,-2
33,73,40,1,105,1,-1,9,4,4,-1,-3
37,79,44,1,95,7,1,9,10,10,1,-2
40,83,48,0,105,11,4,9,14,2,1,-1
44,76,52,1,95,4,-5,9,7,7,-1,-2
48,71,56,1,105,11,-3,9,2,2,-1,-3
52,71,60,1,95,11,-3,9,2,2,0,-3
56,81,64,1,105,9,12,9,12,0,1,-2
60,76,68,1,95,4,-3,9,7,7,-1,-3
63,73,72,1,105,1,-1,9,4,4,-1,-4
67,79,76,1,95,7,1,9,10,10,1,-3
70,81,80,2,105,9,2,9,12,0,1,-2
73,76,84,1,95,4,-5,9,7,7,-1,-3
76,71,88,1,105,11,-3,9,2,2,-1,-4
80,71,92,1,95,11,-3,9,2,2,0,-4
83,69,96,2,105,9,0,9,0,0,-1,-5
85,76,100,1,95,4,-5,9,7,7,1,-4
89,73,104,1,105,1,-1,9,4,4,-1,-5
93,79,108,1,95,7,1,9,10,10,1,-4
96,83,112,0,105,11,4,9,14,2,1,-3
100,76,116,1,95,4,-5,9,7,7,-1,-4
104,71,120,1,105,11,-3,9,2,2,-1,-5
108,71,124,1,95,11,-3,9,2,2,0,-5
112,69,128,2,105,9,0,9,0,0,-1,-6
114,72,132,1,95,0,-9,9,3,3,1,-5
118,79,136,1,105,7,-2,9,10,10,1,-4
122,79,140,1,95,7,3,9,10,10,0,-4
126,81,144,2,105,9,5,9,12,0,1,-3
129,81,148,1,95,9,2,9,12,0,0,-3
133,79,152,1,105,7,-2,9,10,10,-1,-4
137,72,156,1,95,0,-4,9,3,3,-1,-5
141,69,160,2,105,9,0,9,0,0,-1,-6
143,72,164,1,95,0,-9,9,3,3,1,-5
147,79,168,2,105,7,-2,9,10,10,1,-4
150,79,172,1,95,7,-4,9,10,10,0,-4
154,84,176,2,105,0,3,9,15,3,1,-3
157,81,180,1,95,9,-2,9,12,0,-1,-4
161,79,184,1,105,7,-4,9,10,10,-1,-5
165,69,188,2,95,9,-2,9,0,0,-1,-6
167,69,192,2,105,9,-12,9,0,0,0,-6
169,72,196,1,95,0,-9,9,3,3,1,-5
173,79,200,1,105,7,-2,9,10,10,1,-4
177,79,204,1,95,7,3,9,10,10,0,-4
181,81,208,2,105,9,5,9,12,0,1,-3
184,81,212,1,95,9,2,9,12,0,0,-3
188,79,216,1,105,7,-2,9,10,10,-1,-4
192,72,220,1,95,0,-4,9,3,3,-1,-5
196,69,224,2,105,9,0,9,0,0,-1,-6
198,72,228,1,95,0,-9,9,3,3,1,-5
202,79,232,2,105,7,-2,9,10,10,1,-4
205,79,236,1,95,7,-4,9,10,10,0,-4
209,84,240,2,105,0,3,9,15,3,1,-3
212,81,244,1,95,9,-2,9,12,0,-1,-4
216,79,248,1,105,7,-4,9,10,10,-1,-5
220,76,252,1,95,4,5,9,7,7,-1,-6
