,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,76,0,1,105,4,0,2,14,2,0,0
1,78,1,1,80,6,2,2,16,4,1,1
2,79,2,1,80,7,1,2,17,5,1,2
3,81,3,3,105,9,2,2,19,7,1,3
4,76,6,1,95,4,-5,2,14,2,-1,2
5,73,7,1,80,1,-3,2,11,11,-1,1
6,76,8,1,80,4,3,2,14,2,1,2
7,76,9,1,105,4,0,2,14,2,0,2
8,74,10,1,80,2,-2,2,12,0,-1,1
9,71,11,1,80,11,-3,2,9,9,-1,0
10,71,12,1,95,11,0,2,9,9,0,0
11,69,13,1,80,9,-2,2,7,7,-1,-1
12,69,14,1,80,9,0,2,7,7,0,-1
13,76,15,1,105,4,7,2,14,2,1,0
14,81,16,1,80,9,5,2,19,7,1,1
15,81,17,1,80,9,0,2,19,7,0,1
16,76,18,1,95,4,-5,2,14,2,-1,0
17,73,19,1,80,1,-3,2,11,11,-1,-1
18,76,20,1,80,4,3,2,14,2,1,0
19,74,21,1,105,2,-2,2,12,0,-1,-1
20,73,22,1,80,1,-1,2,11,11,-1,-2
21,71,23,1,80,11,-2,2,9,9,-1,-3
22,69,24,1,95,9,-2,2,7,7,-1,-4
23,73,25,1,80,1,4,2,11,11,1,-3
24,76,26,1,80,4,3,2,14,2,1,-2
25,81,27,1,105,9,5,2,19,7,1,-1
26,83,28,0,80,11,2,2,21,9,1,0
27,81,28,0,80,9,-2,2,19,7,-1,-1
28,79,29,0,80,7,-2,2,17,5,-1,-2
29,81,29,0,80,9,2,2,19,7,1,-1
30,76,30,1,95,4,-5,2,14,2,-1,-2
31,73,31,1,80,1,-3,2,11,11,-1,-3
32,76,32,1,80,4,3,2,14,2,1,-2
33,76,33,1,105,4,0,2,14,2,0,-2
34,74,34,1,80,2,-2,2,12,0,-1,-3
35,71,35,1,80,11,-3,2,9,9,-1,-4
36,71,36,1,95,11,0,2,9,9,0,-4
37,69,37,1,80,9,-2,2,7,7,-1,-5
38,71,38,1,80,11,2,2,9,9,1,-4
39,67,39,1,105,7,-4,2,5,5,-1,-5
40,71,40,1,80,11,4,2,9,9,1,-4
41,74,41,1,80,2,3,2,12,0,1,-3
42,79,42,1,95,7,5,2,17,5,1,-2
43,78,43,1,80,6,-1,2,16,4,-1,-3
44,76,44,1,80,4,-2,2,14,2,-1,-4
45,78,45,1,105,6,2,2,16,4,1,-3
46,74,46,1,80,2,-4,2,12,0,-1,-4
47,71,47,1,80,11,-3,2,9,9,-1,-5
48,69,48,1,95,9,-2,2,7,7,-1,-6
49,73,49,1,80,1,4,2,11,11,1,-5
50,76,50,1,80,4,3,2,14,2,1,-4
51,81,51,3,105,9,5,2,19,7,1,-3
52,76,54,1,95,4,-5,2,14,2,-1,-4
53,73,55,1,80,1,-3,2,11,11,-1,-5
54,76,56,1,80,4,3,2,14,2,1,-4
55,76,57,1,105,4,0,2,14,2,0,-4
56,74,58,1,80,2,-2,2,12,0,-1,-5
57,71,59,1,80,11,-3,2,9,9,-1,-6
58,71,60,1,95,11,0,2,9,9,0,-6
59,69,61,1,80,9,-2,2,7,7,-1,-7
60,69,62,1,80,9,0,2,7,7,0,-7
61,76,63,1,105,4,7,2,14,2,1,-6
62,81,64,1,80,9,5,2,19,7,1,-5
63,81,65,1,80,9,0,2,19,7,0,-5
64,76,66,1,95,4,-5,2,14,2,-1,-6
65,73,67,1,80,1,-3,2,11,11,-1,-7
66,76,68,1,80,4,3,2,14,2,1,-6
67,74,69,1,105,2,-2,2,12,0,-1,-7
68,73,70,1,80,1,-1,2,11,11,-1,-8
69,71,71,1,80,11,-2,2,9,9,-1,-9
70,69,72,1,95,9,-2,2,7,7,-1,-10
71,73,73,1,80,1,4,2,11,11,1,-9
72,76,74,1,80,4,3,2,14,2,1,-8
73,81,75,1,105,9,5,2,19,7,1,-7
74,83,76,0,80,11,2,2,21,9,1,-6
75,81,76,0,80,9,-2,2,19,7,-1,-7
76,79,77,0,80,7,-2,2,17,5,-1,-8
77,81,77,0,80,9,2,2,19,7,1,-7
78,76,78,1,95,4,-5,2,14,2,-1,-8
79,73,79,1,80,1,-3,2,11,11,-1,-9
80,76,80,1,80,4,3,2,14,2,1,-8
81,76,81,1,105,4,0,2,14,2,0,-8
