,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,1,105,9,0,7,2,2,0,0
1,71,1,2,105,11,2,7,4,4,1,1
2,71,3,1,80,11,0,7,4,4,0,1
3,69,4,0,80,9,-2,7,2,2,-1,0
4,71,5,2,105,11,2,7,4,4,1,1
5,69,7,1,80,9,-2,7,2,2,-1,0
6,67,8,1,80,7,-2,7,0,0,-1,-1
7,79,9,2,105,7,12,7,12,0,1,0
8,79,11,1,80,7,0,7,12,0,0,0
9,76,12,1,80,4,-3,7,9,9,-1,-1
10,74,13,1,105,2,-2,7,7,7,-1,-2
11,71,14,1,80,11,-3,7,4,4,-1,-3
12,69,15,2,80,9,-2,7,2,2,-1,-4
13,71,17,2,105,11,2,7,4,4,1,-3
14,71,19,1,80,11,0,7,4,4,0,-3
15,69,20,0,80,9,-2,7,2,2,-1,-4
16,71,21,2,105,11,2,7,4,4,1,-3
17,69,23,1,80,9,-2,7,2,2,-1,-4
18,67,24,1,80,7,-2,7,0,0,-1,-5
19,64,25,1,105,4,-3,7,-3,9,-1,-6
20,67,26,1,80,7,3,7,0,0,1,-5
21,66,27,1,80,6,-1,7,-1,11,-1,-6
22,69,28,1,80,9,3,7,2,2,1,-5
23,67,29,2,105,7,-2,7,0,0,-1,-6
24,67,31,1,80,7,0,7,0,0,0,-6
25,69,32,1,80,9,2,7,2,2,1,-5
26,71,33,2,105,11,2,7,4,4,1,-4
27,71,35,1,80,11,0,7,4,4,0,-4
28,69,36,0,80,9,-2,7,2,2,-1,-5
29,71,37,2,105,11,2,7,4,4,1,-4
30,69,39,1,80,9,-2,7,2,2,-1,-5
31,67,40,1,80,7,-2,7,0,0,-1,-6
32,79,41,2,105,7,12,7,12,0,1,-5
33,79,43,1,80,7,0,7,12,0,0,-5
34,76,44,1,80,4,-3,7,9,9,-1,-6
35,74,45,1,105,2,-2,7,7,7,-1,-7
36,71,46,1,80,11,-3,7,4,4,-1,-8
37,69,47,2,80,9,-2,7,2,2,-1,-9
38,71,49,2,105,11,2,7,4,4,1,-8
39,71,51,1,80,11,0,7,4,4,0,-8
40,69,52,0,80,9,-2,7,2,2,-1,-9
41,71,53,2,105,11,2,7,4,4,1,-8
42,69,55,1,80,9,-2,7,2,2,-1,-9
43,67,56,1,80,7,-2,7,0,0,-1,-10
44,64,57,1,105,4,-3,7,-3,9,-1,-11
45,67,58,1,80,7,3,7,0,0,1,-10
46,66,59,1,80,6,-1,7,-1,11,-1,-11
47,69,60,1,80,9,3,7,2,2,1,-10
48,67,61,2,105,7,-2,7,0,0,-1,-11
49,67,63,1,80,7,0,7,0,0,0,-11
50,76,64,1,80,4,9,7,9,9,1,-10
51,79,65,1,105,7,3,7,12,0,1,-9
52,78,66,1,80,6,-1,7,11,11,-1,-10
53,79,67,1,80,7,1,7,12,0,1,-9
54,81,68,1,80,9,2,7,14,2,1,-8
55,79,69,1,105,7,-2,7,12,0,-1,-9
56,78,70,0,80,6,-1,7,11,11,-1,-10
57,76,71,1,80,4,-2,7,9,9,-1,-11
58,74,72,1,80,2,-2,7,7,7,-1,-12
59,79,73,1,105,7,5,7,12,0,1,-11
60,78,74,1,80,6,-1,7,11,11,-1,-12
61,79,75,1,80,7,1,7,12,0,1,-11
62,76,76,1,80,4,-3,7,9,9,-1,-12
63,74,77,1,105,2,-2,7,7,7,-1,-13
64,71,78,1,80,11,-3,7,4,4,-1,-14
65,69,79,2,80,9,-2,7,2,2,-1,-15
66,79,81,1,105,7,10,7,12,0,1,-14
67,78,82,1,80,6,-1,7,11,11,-1,-15
68,79,83,1,80,7,1,7,12,0,1,-14
69,81,84,1,80,9,2,7,14,2,1,-13
70,79,85,1,105,7,-2,7,12,0,-1,-14
71,78,86,0,80,6,-1,7,11,11,-1,-15
72,76,87,1,80,4,-2,7,9,9,-1,-16
73,74,88,1,80,2,-2,7,7,7,-1,-17
74,76,89,1,105,4,2,7,9,9,1,-16
75,79,90,1,80,7,3,7,12,0,1,-15
76,78,91,1,80,6,-1,7,11,11,-1,-16
77,81,92,1,80,9,3,7,14,2,1,-15
78,79,93,2,105,7,-2,7,12,0,-1,-16
79,79,95,1,80,7,0,7,12,0,0,-16
80,76,96,1,80,4,-3,7,9,9,-1,-17
81,79,97,1,105,7,3,7,12,0,1,-16
82,78,98,1,80,6,-1,7,11,11,-1,-17
83,79,99,1,80,7,1,7,12,0,1,-16
84,81,100,1,80,9,2,7,14,2,1,-15
85,79,101,1,105,7,-2,7,12,0,-1,-16
86,78,102,0,80,6,-1,7,11,11,-1,-17
87,76,103,1,80,4,-2,7,9,9,-1,-18
88,74,104,1,80,2,-2,7,7,7,-1,-19
89,79,105,1,105,7,5,7,12,0,1,-18
90,78,106,1,80,6,-1,7,11,11,-1,-19
91,79,107,1,80,7,1,7,12,0,1,-18
92,76,108,1,80,4,-3,7,9,9,-1,-19
93,74,109,1,105,2,-2,7,7,7,-1,-20
94,71,110,1,80,11,-3,7,4,4,-1,-21
95,69,111,2,80,9,-2,7,2,2,-1,-22
96,79,113,1,105,7,10,7,12,0,1,-21
97,78,114,1,80,6,-1,7,11,11,-1,-22
98,79,115,1,80,7,1,7,12,0,1,-21
99,81,116,1,80,9,2,7,14,2,1,-20
100,79,117,1,105,7,-2,7,12,0,-1,-21
101,78,118,0,80,6,-1,7,11,11,-1,-22
102,76,119,1,80,4,-2,7,9,9,-1,-23
103,74,120,1,80,2,-2,7,7,7,-1,-24
104,76,121,1,105,4,2,7,9,9,1,-23
105,79,122,1,80,7,3,7,12,0,1,-22
106,78,123,1,80,6,-1,7,11,11,-1,-23
107,81,124,1,80,9,3,7,14,2,1,-22
108,79,125,2,105,7,-2,7,12,0,-1,-23
109,79,127,1,80,7,0,7,12,0,0,-23
