,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,76,0,1,105,4,0,7,9,9,0,0
1,74,1,1,105,2,-2,7,7,7,-1,-1
2,71,2,1,80,11,-3,7,4,4,-1,-2
3,67,3,1,80,7,-4,7,0,0,-1,-3
4,69,4,1,95,9,2,7,2,2,1,-2
5,67,5,1,80,7,-2,7,0,0,-1,-3
6,64,6,1,80,4,-3,7,-3,9,-1,-4
7,64,7,1,105,4,0,7,-3,9,0,-4
8,62,8,1,80,2,-2,7,-5,7,-1,-5
9,64,9,1,80,4,2,7,-3,9,1,-4
10,67,10,2,95,7,3,7,0,0,1,-3
11,67,12,1,80,7,0,7,0,0,0,-3
12,67,13,1,105,7,0,7,0,0,0,-3
13,71,14,1,80,11,4,7,4,4,1,-2
14,69,15,1,80,9,-2,7,2,2,-1,-3
15,69,16,1,95,9,0,7,2,2,0,-3
16,71,17,1,80,11,2,7,4,4,1,-2
17,74,18,1,80,2,3,7,7,7,1,-1
18,76,19,1,105,4,2,7,9,9,1,0
19,74,20,1,80,2,-2,7,7,7,-1,-1
20,71,21,1,80,11,-3,7,4,4,-1,-2
21,74,22,2,95,2,3,7,7,7,1,-1
22,76,24,1,80,4,2,7,9,9,1,0
23,74,25,1,105,2,-2,7,7,7,-1,-1
24,71,26,1,80,11,-3,7,4,4,-1,-2
25,67,27,1,80,7,-4,7,0,0,-1,-3
26,69,28,1,95,9,2,7,2,2,1,-2
27,67,29,1,80,7,-2,7,0,0,-1,-3
28,64,30,1,80,4,-3,7,-3,9,-1,-4
29,64,31,1,105,4,0,7,-3,9,0,-4
30,62,32,1,80,2,-2,7,-5,7,-1,-5
31,64,33,1,80,4,2,7,-3,9,1,-4
32,67,34,2,95,7,3,7,0,0,1,-3
33,67,36,1,80,7,0,7,0,0,0,-3
34,67,37,1,105,7,0,7,0,0,0,-3
35,71,38,1,80,11,4,7,4,4,1,-2
36,69,39,1,80,9,-2,7,2,2,-1,-3
37,69,40,1,95,9,0,7,2,2,0,-3
38,67,41,1,80,7,-2,7,0,0,-1,-4
39,69,42,1,80,9,2,7,2,2,1,-3
40,71,43,1,105,11,2,7,4,4,1,-2
41,67,44,1,80,7,-4,7,0,0,-1,-3
42,67,45,1,80,7,0,7,0,0,0,-3
43,79,46,2,95,7,12,7,12,0,1,-2
44,76,48,1,80,4,-3,7,9,9,-1,-3
45,74,49,1,105,2,-2,7,7,7,-1,-4
46,71,50,1,80,11,-3,7,4,4,-1,-5
47,67,51,1,80,7,-4,7,0,0,-1,-6
48,69,52,1,95,9,2,7,2,2,1,-5
49,67,53,1,80,7,-2,7,0,0,-1,-6
50,64,54,1,80,4,-3,7,-3,9,-1,-7
51,64,55,1,105,4,0,7,-3,9,0,-7
52,62,56,1,80,2,-2,7,-5,7,-1,-8
53,64,57,1,80,4,2,7,-3,9,1,-7
54,67,58,2,95,7,3,7,0,0,1,-6
55,67,60,1,80,7,0,7,0,0,0,-6
56,67,61,1,105,7,0,7,0,0,0,-6
57,71,62,1,80,11,4,7,4,4,1,-5
58,69,63,1,80,9,-2,7,2,2,-1,-6
59,69,64,1,95,9,0,7,2,2,0,-6
60,71,65,1,80,11,2,7,4,4,1,-5
61,74,66,1,80,2,3,7,7,7,1,-4
62,76,67,1,105,4,2,7,9,9,1,-3
63,74,68,1,80,2,-2,7,7,7,-1,-4
64,71,69,1,80,11,-3,7,4,4,-1,-5
65,74,70,2,95,2,3,7,7,7,1,-4
66,76,72,1,80,4,2,7,9,9,1,-3
