,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,0,105,2,0,2,12,0,0,0
1,73,0,0,80,1,-1,2,11,11,-1,-1
2,74,1,1,80,2,1,2,12,0,1,0
3,69,2,1,80,9,-5,2,7,7,-1,-1
4,66,3,1,80,6,-3,2,4,4,-1,-2
5,74,4,2,95,2,8,2,12,0,1,-1
6,78,6,1,80,6,4,2,16,4,1,0
7,76,7,1,80,4,-2,2,14,2,-1,-1
8,74,8,1,105,2,-2,2,12,0,-1,-2
9,69,9,1,80,9,-5,2,7,7,-1,-3
10,66,10,1,80,6,-3,2,4,4,-1,-4
11,69,11,1,80,9,3,2,7,7,1,-3
12,67,12,1,95,7,-2,2,5,5,-1,-4
13,64,13,1,80,4,-3,2,2,2,-1,-5
14,64,14,1,80,4,0,2,2,2,0,-5
15,62,15,1,80,2,-2,2,0,0,-1,-6
16,74,16,1,105,2,12,2,12,0,1,-5
17,69,17,1,80,9,-5,2,7,7,-1,-6
18,66,18,1,80,6,-3,2,4,4,-1,-7
19,69,19,1,80,9,3,2,7,7,1,-6
20,74,20,2,95,2,5,2,12,0,1,-5
21,76,22,1,80,4,2,2,14,2,1,-4
22,78,23,1,80,6,2,2,16,4,1,-3
23,79,24,1,105,7,1,2,17,5,1,-2
24,83,25,1,80,11,4,2,21,9,1,-1
25,81,26,1,80,9,-2,2,19,7,-1,-2
26,79,27,1,80,7,-2,2,17,5,-1,-3
27,78,28,1,95,6,-1,2,16,4,-1,-4
28,74,29,1,80,2,-4,2,12,0,-1,-5
29,74,30,2,80,2,0,2,12,0,0,-5
30,74,32,0,105,2,0,2,12,0,0,-5
31,73,32,0,80,1,-1,2,11,11,-1,-6
32,74,33,1,80,2,1,2,12,0,1,-5
33,69,34,1,80,9,-5,2,7,7,-1,-6
34,66,35,1,80,6,-3,2,4,4,-1,-7
35,74,36,2,95,2,8,2,12,0,1,-6
36,78,38,1,80,6,4,2,16,4,1,-5
37,76,39,1,80,4,-2,2,14,2,-1,-6
38,74,40,1,105,2,-2,2,12,0,-1,-7
39,69,41,1,80,9,-5,2,7,7,-1,-8
40,66,42,1,80,6,-3,2,4,4,-1,-9
41,69,43,1,80,9,3,2,7,7,1,-8
42,67,44,1,95,7,-2,2,5,5,-1,-9
43,64,45,1,80,4,-3,2,2,2,-1,-10
44,64,46,1,80,4,0,2,2,2,0,-10
45,62,47,1,80,2,-2,2,0,0,-1,-11
46,74,48,1,105,2,12,2,12,0,1,-10
47,69,49,1,80,9,-5,2,7,7,-1,-11
48,66,50,1,80,6,-3,2,4,4,-1,-12
49,69,51,1,80,9,3,2,7,7,1,-11
50,74,52,2,95,2,5,2,12,0,1,-10
51,76,54,1,80,4,2,2,14,2,1,-9
52,78,55,1,80,6,2,2,16,4,1,-8
53,79,56,1,105,7,1,2,17,5,1,-7
54,83,57,1,80,11,4,2,21,9,1,-6
55,81,58,1,80,9,-2,2,19,7,-1,-7
56,79,59,1,80,7,-2,2,17,5,-1,-8
57,78,60,1,95,6,-1,2,16,4,-1,-9
58,74,61,1,80,2,-4,2,12,0,-1,-10
59,74,62,2,80,2,0,2,12,0,0,-10
60,81,64,2,105,9,7,2,19,7,1,-9
61,78,66,1,80,6,-3,2,16,4,-1,-10
62,74,67,1,80,2,-4,2,12,0,-1,-11
63,81,68,1,95,9,7,2,19,7,1,-10
64,74,69,1,80,2,-7,2,12,0,-1,-11
65,78,70,1,80,6,4,2,16,4,1,-10
66,74,71,1,80,2,-4,2,12,0,-1,-11
67,81,72,2,105,9,7,2,19,7,1,-10
68,78,74,1,80,6,-3,2,16,4,-1,-11
69,81,75,1,80,9,3,2,19,7,1,-10
70,83,76,1,95,11,2,2,21,9,1,-9
71,79,77,1,80,7,-4,2,17,5,-1,-10
72,76,78,1,80,4,-3,2,14,2,-1,-11
73,79,79,1,80,7,3,2,17,5,1,-10
74,81,80,2,105,9,2,2,19,7,1,-9
75,78,82,1,80,6,-3,2,16,4,-1,-10
76,74,83,1,80,2,-4,2,12,0,-1,-11
77,81,84,1,95,9,7,2,19,7,1,-10
78,74,85,1,80,2,-7,2,12,0,-1,-11
79,78,86,1,80,6,4,2,16,4,1,-10
80,74,87,1,80,2,-4,2,12,0,-1,-11
81,79,88,1,105,7,5,2,17,5,1,-10
82,83,89,1,80,11,4,2,21,9,1,-9
83,81,90,1,80,9,-2,2,19,7,-1,-10
84,79,91,1,80,7,-2,2,17,5,-1,-11
85,78,92,1,95,6,-1,2,16,4,-1,-12
86,74,93,1,80,2,-4,2,12,0,-1,-13
87,74,94,2,80,2,0,2,12,0,0,-13
88,81,96,2,105,9,7,2,19,7,1,-12
89,78,98,1,80,6,-3,2,16,4,-1,-13
90,74,99,1,80,2,-4,2,12,0,-1,-14
91,81,100,1,95,9,7,2,19,7,1,-13
92,74,101,1,80,2,-7,2,12,0,-1,-14
93,78,102,1,80,6,4,2,16,4,1,-13
94,74,103,1,80,2,-4,2,12,0,-1,-14
95,81,104,2,105,9,7,2,19,7,1,-13
96,78,106,1,80,6,-3,2,16,4,-1,-14
97,81,107,1,80,9,3,2,19,7,1,-13
98,83,108,1,95,11,2,2,21,9,1,-12
99,79,109,1,80,7,-4,2,17,5,-1,-13
100,76,110,1,80,4,-3,2,14,2,-1,-14
101,79,111,1,80,7,3,2,17,5,1,-13
102,81,112,0,105,9,2,2,19,7,1,-12
103,83,112,0,80,11,2,2,21,9,1,-11
104,81,113,0,80,9,-2,2,19,7,-1,-12
105,79,114,0,80,7,-2,2,17,5,-1,-13
106,81,114,0,80,9,2,2,19,7,1,-12
107,79,115,0,80,7,-2,2,17,5,-1,-13
108,78,116,0,95,6,-1,2,16,4,-1,-14
109,79,116,0,80,7,1,2,17,5,1,-13
110,78,117,0,80,6,-1,2,16,4,-1,-14
111,76,118,0,80,4,-2,2,14,2,-1,-15
112,78,118,0,80,6,2,2,16,4,1,-14
113,76,119,0,80,4,-2,2,14,2,-1,-15
114,69,120,1,105,9,-7,2,7,7,-1,-16
115,83,121,1,80,11,14,2,21,9,1,-15
116,81,122,1,80,9,-2,2,19,7,-1,-16
117,79,123,1,80,7,-2,2,17,5,-1,-17
118,78,124,1,95,6,-1,2,16,4,-1,-18
119,74,125,1,80,2,-4,2,12,0,-1,-19
120,74,126,2,80,2,0,2,12,0,0,-19
