,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,1,105,9,0,9,0,0,0,0
1,71,1,0,80,11,2,9,2,2,1,1
2,69,1,0,80,9,-2,9,0,0,-1,0
3,67,2,1,80,7,-2,9,-2,10,-1,-1
4,64,3,1,80,4,-3,9,-5,7,-1,-2
5,72,4,1,105,0,8,9,3,3,1,-1
6,74,5,0,80,2,2,9,5,5,1,0
7,76,6,1,80,4,2,9,7,7,1,1
8,74,7,1,80,2,-2,9,5,5,-1,0
9,72,8,1,105,0,-2,9,3,3,-1,-1
10,69,9,1,80,9,-3,9,0,0,-1,-2
11,67,10,1,80,7,-2,9,-2,10,-1,-3
12,64,11,1,80,4,-3,9,-5,7,-1,-4
13,67,12,2,105,7,3,9,-2,10,1,-3
14,67,14,1,80,7,0,9,-2,10,0,-3
15,64,15,1,80,4,-3,9,-5,7,-1,-4
16,69,16,1,105,9,5,9,0,0,1,-3
17,71,17,0,80,11,2,9,2,2,1,-2
18,69,17,0,80,9,-2,9,0,0,-1,-3
19,67,18,1,80,7,-2,9,-2,10,-1,-4
20,64,19,1,80,4,-3,9,-5,7,-1,-5
21,72,20,1,105,0,8,9,3,3,1,-4
22,74,21,0,80,2,2,9,5,5,1,-3
23,76,22,1,80,4,2,9,7,7,1,-2
24,74,23,1,80,2,-2,9,5,5,-1,-3
25,72,24,1,105,0,-2,9,3,3,-1,-4
26,69,25,1,80,9,-3,9,0,0,-1,-5
27,71,26,1,80,11,2,9,2,2,1,-4
28,67,27,1,80,7,-4,9,-2,10,-1,-5
29,69,28,2,105,9,2,9,0,0,1,-4
30,69,30,2,80,9,0,9,0,0,0,-4
31,69,32,1,105,9,0,9,0,0,0,-4
32,71,33,0,80,11,2,9,2,2,1,-3
33,69,33,0,80,9,-2,9,0,0,-1,-4
34,67,34,1,80,7,-2,9,-2,10,-1,-5
35,64,35,1,80,4,-3,9,-5,7,-1,-6
36,72,36,1,105,0,8,9,3,3,1,-5
37,74,37,0,80,2,2,9,5,5,1,-4
38,76,38,1,80,4,2,9,7,7,1,-3
39,74,39,1,80,2,-2,9,5,5,-1,-4
40,72,40,1,105,0,-2,9,3,3,-1,-5
41,69,41,1,80,9,-3,9,0,0,-1,-6
42,67,42,1,80,7,-2,9,-2,10,-1,-7
43,64,43,1,80,4,-3,9,-5,7,-1,-8
44,67,44,2,105,7,3,9,-2,10,1,-7
45,67,46,1,80,7,0,9,-2,10,0,-7
46,64,47,1,80,4,-3,9,-5,7,-1,-8
47,69,48,1,105,9,5,9,0,0,1,-7
48,71,49,0,80,11,2,9,2,2,1,-6
49,69,49,0,80,9,-2,9,0,0,-1,-7
50,67,50,1,80,7,-2,9,-2,10,-1,-8
51,64,51,1,80,4,-3,9,-5,7,-1,-9
52,72,52,1,105,0,8,9,3,3,1,-8
53,74,53,0,80,2,2,9,5,5,1,-7
54,76,54,1,80,4,2,9,7,7,1,-6
55,74,55,1,80,2,-2,9,5,5,-1,-7
56,72,56,1,105,0,-2,9,3,3,-1,-8
57,69,57,1,80,9,-3,9,0,0,-1,-9
58,71,58,1,80,11,2,9,2,2,1,-8
59,67,59,1,80,7,-4,9,-2,10,-1,-9
60,69,60,2,105,9,2,9,0,0,1,-8
61,69,62,2,80,9,0,9,0,0,0,-8
62,76,64,1,105,4,7,9,7,7,1,-7
63,81,65,1,80,9,5,9,12,0,1,-6
64,81,66,1,80,9,0,9,12,0,0,-6
65,79,67,1,80,7,-2,9,10,10,-1,-7
66,76,68,1,105,4,-3,9,7,7,-1,-8
67,74,69,0,80,2,-2,9,5,5,-1,-9
68,76,70,1,80,4,2,9,7,7,1,-8
69,74,71,1,80,2,-2,9,5,5,-1,-9
70,72,72,1,105,0,-2,9,3,3,-1,-10
71,74,73,1,80,2,2,9,5,5,1,-9
72,76,74,1,80,4,2,9,7,7,1,-8
73,78,75,1,80,6,2,9,9,9,1,-7
74,79,76,2,105,7,1,9,10,10,1,-6
75,78,78,1,80,6,-1,9,9,9,-1,-7
76,79,79,1,80,7,1,9,10,10,1,-6
77,76,80,1,105,4,-3,9,7,7,-1,-7
78,81,81,0,80,9,5,9,12,0,1,-6
79,81,82,1,80,9,0,9,12,0,0,-6
80,79,83,1,80,7,-2,9,10,10,-1,-7
81,76,84,1,105,4,-3,9,7,7,-1,-8
82,74,85,0,80,2,-2,9,5,5,-1,-9
83,76,86,1,80,4,2,9,7,7,1,-8
84,74,87,1,80,2,-2,9,5,5,-1,-9
85,72,88,1,105,0,-2,9,3,3,-1,-10
86,69,89,0,80,9,-3,9,0,0,-1,-11
87,71,90,1,80,11,2,9,2,2,1,-10
88,67,91,1,80,7,-4,9,-2,10,-1,-11
89,69,92,2,105,9,2,9,0,0,1,-10
90,69,94,2,80,9,0,9,0,0,0,-10
91,76,96,1,105,4,7,9,7,7,1,-9
92,81,97,1,80,9,5,9,12,0,1,-8
93,81,98,1,80,9,0,9,12,0,0,-8
94,79,99,1,80,7,-2,9,10,10,-1,-9
95,76,100,1,105,4,-3,9,7,7,-1,-10
96,74,101,0,80,2,-2,9,5,5,-1,-11
97,76,102,1,80,4,2,9,7,7,1,-10
98,74,103,1,80,2,-2,9,5,5,-1,-11
99,72,104,1,105,0,-2,9,3,3,-1,-12
100,74,105,1,80,2,2,9,5,5,1,-11
101,76,106,1,80,4,2,9,7,7,1,-10
102,78,107,1,80,6,2,9,9,9,1,-9
103,79,108,2,105,7,1,9,10,10,1,-8
104,78,110,1,80,6,-1,9,9,9,-1,-9
105,79,111,1,80,7,1,9,10,10,1,-8
106,81,112,1,105,9,2,9,12,0,1,-7
107,78,113,1,80,6,-3,9,9,9,-1,-8
108,79,114,1,80,7,1,9,10,10,1,-7
109,76,115,1,80,4,-3,9,7,7,-1,-8
110,78,116,1,105,6,2,9,9,9,1,-7
111,74,117,1,80,2,-4,9,5,5,-1,-8
112,76,118,1,80,4,2,9,7,7,1,-7
113,74,119,1,80,2,-2,9,5,5,-1,-8
114,72,120,1,105,0,-2,9,3,3,-1,-9
115,69,121,0,80,9,-3,9,0,0,-1,-10
116,71,122,1,80,11,2,9,2,2,1,-9
117,67,123,1,80,7,-4,9,-2,10,-1,-10
118,69,124,2,105,9,2,9,0,0,1,-9
119,69,126,2,80,9,0,9,0,0,0,-9
