,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,2,105,9,0,2,7,7,0,0
1,69,2,1,80,9,0,2,7,7,0,0
2,71,3,2,95,11,2,2,9,9,1,1
3,67,5,1,80,7,-4,2,5,5,-1,0
4,69,6,2,95,9,2,2,7,7,1,1
5,66,8,1,80,6,-3,2,4,4,-1,0
6,67,9,2,95,7,1,2,5,5,1,1
7,64,11,1,80,4,-3,2,2,2,-1,0
8,62,12,2,105,2,-2,2,0,0,-1,-1
9,66,14,1,80,6,4,2,4,4,1,0
10,69,15,2,95,9,3,2,7,7,1,1
11,74,17,1,80,2,5,2,12,0,1,2
12,71,18,2,95,11,-3,2,9,9,-1,1
13,64,20,1,80,4,-7,2,2,2,-1,0
14,64,21,3,95,4,0,2,2,2,0,0
15,69,24,2,105,9,5,2,7,7,1,1
16,69,26,1,80,9,0,2,7,7,0,1
17,71,27,2,95,11,2,2,9,9,1,2
18,67,29,1,80,7,-4,2,5,5,-1,1
19,69,30,2,95,9,2,2,7,7,1,2
20,66,32,1,80,6,-3,2,4,4,-1,1
21,67,33,2,95,7,1,2,5,5,1,2
22,64,35,1,80,4,-3,2,2,2,-1,1
23,62,36,2,105,2,-2,2,0,0,-1,0
24,66,38,1,80,6,4,2,4,4,1,1
25,69,39,2,95,9,3,2,7,7,1,2
26,64,41,1,80,4,-5,2,2,2,-1,1
27,66,42,2,95,6,2,2,4,4,1,2
28,62,44,1,80,2,-4,2,0,0,-1,1
29,62,45,3,95,2,0,2,0,0,0,1
30,69,48,2,105,9,7,2,7,7,1,2
31,69,50,1,80,9,0,2,7,7,0,2
32,71,51,2,95,11,2,2,9,9,1,3
33,67,53,1,80,7,-4,2,5,5,-1,2
34,69,54,2,95,9,2,2,7,7,1,3
35,66,56,1,80,6,-3,2,4,4,-1,2
36,67,57,2,95,7,1,2,5,5,1,3
37,64,59,1,80,4,-3,2,2,2,-1,2
38,62,60,2,105,2,-2,2,0,0,-1,1
39,66,62,1,80,6,4,2,4,4,1,2
40,69,63,2,95,9,3,2,7,7,1,3
41,74,65,1,80,2,5,2,12,0,1,4
42,71,66,2,95,11,-3,2,9,9,-1,3
43,64,68,1,80,4,-7,2,2,2,-1,2
44,64,69,3,95,4,0,2,2,2,0,2
45,69,72,2,105,9,5,2,7,7,1,3
46,69,74,1,80,9,0,2,7,7,0,3
47,71,75,2,95,11,2,2,9,9,1,4
48,67,77,1,80,7,-4,2,5,5,-1,3
49,69,78,2,95,9,2,2,7,7,1,4
50,66,80,1,80,6,-3,2,4,4,-1,3
51,67,81,2,95,7,1,2,5,5,1,4
52,64,83,1,80,4,-3,2,2,2,-1,3
53,62,84,2,105,2,-2,2,0,0,-1,2
54,66,86,1,80,6,4,2,4,4,1,3
55,69,87,2,95,9,3,2,7,7,1,4
56,64,89,1,80,4,-5,2,2,2,-1,3
57,66,90,2,95,6,2,2,4,4,1,4
58,62,92,1,80,2,-4,2,0,0,-1,3
59,62,93,2,95,2,0,2,0,0,0,3
60,69,95,1,80,9,7,2,7,7,1,4
61,74,96,2,105,2,5,2,12,0,1,5
62,79,98,1,80,7,5,2,17,5,1,6
63,78,99,2,95,6,-1,2,16,4,-1,5
64,76,101,1,80,4,-2,2,14,2,-1,4
65,74,102,2,95,2,-2,2,12,0,-1,3
66,79,104,1,80,7,5,2,17,5,1,4
67,78,105,2,95,6,-1,2,16,4,-1,3
68,76,107,1,80,4,-2,2,14,2,-1,2
69,74,108,2,105,2,-2,2,12,0,-1,1
70,79,110,1,80,7,5,2,17,5,1,2
71,78,111,2,95,6,-1,2,16,4,-1,1
72,76,113,1,80,4,-2,2,14,2,-1,0
73,74,114,2,95,2,-2,2,12,0,-1,-1
74,69,116,1,80,9,-5,2,7,7,-1,-2
75,69,117,2,95,9,0,2,7,7,0,-2
76,76,119,1,80,4,7,2,14,2,1,-1
77,78,120,1,105,6,2,2,16,4,1,0
78,79,121,1,80,7,1,2,17,5,1,1
79,78,122,1,80,6,-1,2,16,4,-1,0
80,76,123,2,95,4,-2,2,14,2,-1,-1
81,73,125,1,80,1,-3,2,11,11,-1,-2
82,74,126,2,95,2,1,2,12,0,1,-1
83,71,128,1,80,11,-3,2,9,9,-1,-2
84,69,129,2,95,9,-2,2,7,7,-1,-3
85,67,131,1,80,7,-2,2,5,5,-1,-4
86,66,132,2,105,6,-1,2,4,4,-1,-5
87,69,134,1,80,9,3,2,7,7,1,-4
88,67,135,2,95,7,-2,2,5,5,-1,-5
89,64,137,1,80,4,-3,2,2,2,-1,-6
90,66,138,2,95,6,2,2,4,4,1,-5
91,62,140,1,80,2,-4,2,0,0,-1,-6
92,62,141,2,95,2,0,2,0,0,0,-6
93,69,143,2,80,9,7,2,7,7,1,-5
