,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,74,0,1,105,2,0,7,7,7,0,0
1,72,1,1,80,0,-2,7,5,5,-1,-1
2,71,2,1,105,11,-1,7,4,4,-1,-2
3,67,3,1,80,7,-4,7,0,0,-1,-3
4,69,4,1,80,9,2,7,2,2,1,-2
5,67,5,1,80,7,-2,7,0,0,-1,-3
6,64,6,1,95,4,-3,7,-3,9,-1,-4
7,67,7,1,80,7,3,7,0,0,1,-3
8,62,8,1,80,2,-5,7,-5,7,-1,-4
9,64,9,1,80,4,2,7,-3,9,1,-3
10,67,10,2,105,7,3,7,0,0,1,-2
11,71,12,1,80,11,4,7,4,4,1,-1
12,74,13,1,80,2,3,7,7,7,1,0
13,76,14,1,95,4,2,7,9,9,1,1
14,74,15,1,80,2,-2,7,7,7,-1,0
15,79,16,1,80,7,5,7,12,0,1,1
16,74,17,1,80,2,-5,7,7,7,-1,0
17,71,18,1,105,11,-3,7,4,4,-1,-1
18,67,19,1,80,7,-4,7,0,0,-1,-2
19,69,20,1,80,9,2,7,2,2,1,-1
20,67,21,1,80,7,-2,7,0,0,-1,-2
21,64,22,1,95,4,-3,7,-3,9,-1,-3
22,67,23,1,80,7,3,7,0,0,1,-2
23,62,24,1,80,2,-5,7,-5,7,-1,-3
24,74,25,1,80,2,12,7,7,7,1,-2
25,71,26,0,105,11,-3,7,4,4,-1,-3
26,73,26,0,80,1,2,7,6,6,1,-2
27,74,27,0,80,2,1,7,7,7,1,-1
28,69,28,1,80,9,-5,7,2,2,-1,-2
29,74,29,1,80,2,5,7,7,7,1,-1
30,71,30,1,95,11,-3,7,4,4,-1,-2
31,67,31,1,80,7,-4,7,0,0,-1,-3
32,67,32,2,80,7,0,7,0,0,0,-3
33,71,34,1,105,11,4,7,4,4,1,-2
34,67,35,1,80,7,-4,7,0,0,-1,-3
35,69,36,1,80,9,2,7,2,2,1,-2
36,67,37,1,80,7,-2,7,0,0,-1,-3
37,64,38,1,95,4,-3,7,-3,9,-1,-4
38,67,39,1,80,7,3,7,0,0,1,-3
39,62,40,1,80,2,-5,7,-5,7,-1,-4
40,64,41,1,80,4,2,7,-3,9,1,-3
41,67,42,2,105,7,3,7,0,0,1,-2
42,71,44,1,80,11,4,7,4,4,1,-1
43,74,45,1,80,2,3,7,7,7,1,0
44,76,46,1,95,4,2,7,9,9,1,1
45,74,47,1,80,2,-2,7,7,7,-1,0
46,79,48,1,80,7,5,7,12,0,1,1
47,74,49,1,80,2,-5,7,7,7,-1,0
48,71,50,1,105,11,-3,7,4,4,-1,-1
49,67,51,1,80,7,-4,7,0,0,-1,-2
50,69,52,1,80,9,2,7,2,2,1,-1
51,67,53,1,80,7,-2,7,0,0,-1,-2
52,64,54,1,95,4,-3,7,-3,9,-1,-3
53,67,55,1,80,7,3,7,0,0,1,-2
54,62,56,1,80,2,-5,7,-5,7,-1,-3
55,74,57,1,80,2,12,7,7,7,1,-2
56,71,58,0,105,11,-3,7,4,4,-1,-3
57,73,58,0,80,1,2,7,6,6,1,-2
58,74,59,0,80,2,1,7,7,7,1,-1
