,midi_note,onset,duration,velocity,pitch_class,interval,root,relative_pitch,relative_pitch_class,parsons_code,parsons_cumsum
0,69,0,1,105,9,0,2,7,7,0,0
1,67,1,1,80,7,-2,2,5,5,-1,-1
2,66,2,1,105,6,-1,2,4,4,-1,-2
3,62,3,1,80,2,-4,2,0,0,-1,-3
4,69,4,1,80,9,7,2,7,7,1,-2
5,62,5,1,80,2,-7,2,0,0,-1,-3
6,66,6,1,95,6,4,2,4,4,1,-2
7,62,7,1,80,2,-4,2,0,0,-1,-3
8,69,8,1,80,9,7,2,7,7,1,-2
9,62,9,1,80,2,-7,2,0,0,-1,-3
10,66,10,1,105,6,4,2,4,4,1,-2
11,69,11,1,80,9,3,2,7,7,1,-1
12,69,12,1,80,9,0,2,7,7,0,-1
13,66,13,1,80,6,-3,2,4,4,-1,-2
14,67,14,1,95,7,1,2,5,5,1,-1
15,64,15,1,80,4,-3,2,2,2,-1,-2
16,66,16,1,80,6,2,2,4,4,1,-1
17,62,17,1,80,2,-4,2,0,0,-1,-2
18,57,18,2,105,9,-5,2,-5,7,-1,-3
19,64,20,1,80,4,7,2,2,2,1,-2
20,57,21,1,80,9,-7,2,-5,7,-1,-3
21,61,22,1,95,1,4,2,-1,11,1,-2
22,57,23,1,80,9,-4,2,-5,7,-1,-3
23,64,24,1,80,4,7,2,2,2,1,-2
24,57,25,1,80,9,-7,2,-5,7,-1,-3
25,61,26,1,105,1,4,2,-1,11,1,-2
26,57,27,1,80,9,-4,2,-5,7,-1,-3
27,57,28,1,80,9,0,2,-5,7,0,-3
28,71,29,1,80,11,14,2,9,9,1,-2
29,61,30,1,95,1,-10,2,-1,11,-1,-3
30,62,31,1,80,2,1,2,0,0,1,-2
31,64,32,1,80,4,2,2,2,2,1,-1
32,67,33,1,80,7,3,2,5,5,1,0
33,66,34,1,105,6,-1,2,4,4,-1,-1
34,62,35,1,80,2,-4,2,0,0,-1,-2
35,69,36,1,80,9,7,2,7,7,1,-1
36,62,37,1,80,2,-7,2,0,0,-1,-2
37,66,38,1,95,6,4,2,4,4,1,-1
38,62,39,1,80,2,-4,2,0,0,-1,-2
39,69,40,1,80,9,7,2,7,7,1,-1
40,62,41,1,80,2,-7,2,0,0,-1,-2
41,66,42,1,105,6,4,2,4,4,1,-1
42,69,43,1,80,9,3,2,7,7,1,0
43,69,44,1,80,9,0,2,7,7,0,0
44,66,45,1,80,6,-3,2,4,4,-1,-1
45,67,46,1,95,7,1,2,5,5,1,0
46,64,47,1,80,4,-3,2,2,2,-1,-1
47,66,48,1,80,6,2,2,4,4,1,0
48,69,49,1,80,9,3,2,7,7,1,1
49,71,50,0,105,11,2,2,9,9,1,2
50,73,50,0,80,1,2,2,11,11,1,3
51,74,51,0,80,2,1,2,12,0,1,4
52,76,52,1,80,4,2,2,14,2,1,5
53,79,53,1,80,7,3,2,17,5,1,6
54,78,54,0,95,6,-1,2,16,4,-1,5
55,79,54,0,80,7,1,2,17,5,1,6
56,81,55,0,80,9,2,2,19,7,1,7
57,76,56,1,80,4,-5,2,14,2,-1,6
58,73,57,1,80,1,-3,2,11,11,-1,5
59,74,58,1,105,2,1,2,12,0,1,6
60,73,59,1,80,1,-1,2,11,11,-1,5
61,73,60,1,80,1,0,2,11,11,0,5
62,76,61,1,80,4,3,2,14,2,1,6
63,74,62,1,95,2,-2,2,12,0,-1,5
64,71,63,1,80,11,-3,2,9,9,-1,4
65,69,64,1,80,9,-2,2,7,7,-1,3
66,67,65,1,80,7,-2,2,5,5,-1,2
67,66,66,1,105,6,-1,2,4,4,-1,1
68,62,67,1,80,2,-4,2,0,0,-1,0
69,69,68,1,80,9,7,2,7,7,1,1
70,62,69,1,80,2,-7,2,0,0,-1,0
71,66,70,1,95,6,4,2,4,4,1,1
72,62,71,1,80,2,-4,2,0,0,-1,0
73,69,72,1,80,9,7,2,7,7,1,1
74,62,73,1,80,2,-7,2,0,0,-1,0
75,66,74,1,105,6,4,2,4,4,1,1
76,69,75,1,80,9,3,2,7,7,1,2
77,69,76,1,80,9,0,2,7,7,0,2
78,66,77,1,80,6,-3,2,4,4,-1,1
79,67,78,1,95,7,1,2,5,5,1,2
80,64,79,1,80,4,-3,2,2,2,-1,1
81,66,80,1,80,6,2,2,4,4,1,2
82,62,81,1,80,2,-4,2,0,0,-1,1
83,57,82,2,105,9,-5,2,-5,7,-1,0
84,64,84,1,80,4,7,2,2,2,1,1
85,66,85,1,80,6,2,2,4,4,1,2
86,67,86,0,95,7,1,2,5,5,1,3
87,66,86,0,80,6,-1,2,4,4,-1,2
88,64,87,0,80,4,-2,2,2,2,-1,1
89,66,88,0,80,6,2,2,4,4,1,2
90,64,88,0,80,4,-2,2,2,2,-1,1
91,62,89,0,80,2,-2,2,0,0,-1,0
92,64,90,2,105,4,2,2,2,2,1,1
93,64,92,0,80,4,0,2,2,2,0,1
94,62,92,0,80,2,-2,2,0,0,-1,0
95,64,93,0,80,4,2,2,2,2,1,1
96,67,94,1,95,7,3,2,5,5,1,2
97,64,95,1,80,4,-3,2,2,2,-1,1
98,61,96,1,80,1,-3,2,-1,11,-1,0
99,64,97,1,80,4,3,2,2,2,1,1
100,62,98,2,105,2,-2,2,0,0,-1,0
101,62,100,1,80,2,0,2,0,0,0,0
102,64,101,1,80,4,2,2,2,2,1,1
103,66,102,1,95,6,2,2,4,4,1,2
104,62,103,1,80,2,-4,2,0,0,-1,1
105,62,104,0,80,2,0,2,0,0,0,1
106,64,104,0,80,4,2,2,2,2,1,2
107,62,105,0,80,2,-2,2,0,0,-1,1
108,66,106,1,105,6,4,2,4,4,1,2
109,69,107,1,80,9,3,2,7,7,1,3
