eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,74,0,105
1,71,9,80
2,69,7,105
3,66,4,80
4,66,4,80
5,66,4,80
6,69,7,95
7,66,4,80
8,69,7,80
9,71,9,80
10,74,0,105
11,76,2,80
12,78,4,80
13,74,0,80
14,76,2,95
15,78,4,80
16,74,0,80
17,71,9,80
18,69,7,105
19,66,4,80
20,66,4,80
21,66,4,80
22,62,0,95
23,66,4,80
24,66,4,80
25,66,4,80
26,74,0,105
27,66,4,80
28,66,4,80
29,66,4,80
30,64,2,95
31,66,4,80
32,67,5,80
33,71,9,80
34,69,7,105
35,66,4,80
36,66,4,80
37,66,4,80
38,69,7,95
39,66,4,80
40,69,7,80
41,71,9,80
42,74,0,105
43,76,2,80
44,78,4,80
45,74,0,80
46,76,2,95
47,78,4,80
48,74,0,80
49,71,9,80
50,69,7,105
51,66,4,80
52,66,4,80
53,66,4,80
54,74,0,95
55,66,4,80
56,66,4,80
57,66,4,80
58,67,5,105
59,66,4,80
60,64,2,80
61,67,5,80
62,66,4,95
63,62,0,80
64,64,2,80
65,67,5,80
66,69,7,105
67,66,4,80
68,67,5,80
69,71,9,80
70,69,7,95
71,62,0,80
72,66,4,80
73,69,7,80
74,74,0,105
75,76,2,80
76,73,11,80
77,74,0,80
78,71,9,95
79,73,11,80
80,74,0,80
81,71,9,80
82,69,7,105
83,66,4,80
84,62,0,80
85,66,4,80
86,69,7,95
87,66,4,80
88,62,0,80
89,66,4,80
90,67,5,105
91,64,2,80
92,66,4,80
93,62,0,80
94,64,2,95
95,66,4,80
96,67,5,80
97,71,9,80
98,69,7,105
99,69,7,80
100,67,5,80
101,71,9,80
102,69,7,95
103,71,9,80
104,73,11,80
105,69,7,80
106,74,0,105
107,76,2,80
108,78,4,80
109,74,0,80
110,71,9,95
111,73,11,80
112,74,0,80
113,71,9,80
114,69,7,105
115,66,4,80
116,66,4,80
117,66,4,80
118,62,0,95
119,66,4,80
120,66,4,80
121,66,4,80
122,67,5,105
123,66,4,80
124,64,2,80
125,67,5,80
126,66,4,95
127,62,0,80
128,66,4,80
129,64,2,80
130,62,0,105
131,81,7,80
132,81,7,80
133,79,5,80
134,78,4,95
135,79,5,80
136,76,2,80
137,73,11,80
138,74,0,105
139,76,2,80
140,78,4,80
141,74,0,80
142,71,9,95
143,73,11,80
144,74,0,80
145,71,9,80
146,69,7,105
147,66,4,80
148,66,4,80
149,66,4,80
150,74,0,95
151,66,4,80
152,66,4,80
153,66,4,80
154,64,2,105
155,66,4,80
156,66,4,80
157,66,4,80
158,64,2,95
159,66,4,80
160,66,4,80
161,64,2,80
162,62,0,105
163,81,7,80
164,81,7,80
165,79,5,80
166,78,4,95
167,79,5,80
168,76,2,80
169,73,11,80
170,74,0,105
171,76,2,80
172,78,4,80
173,74,0,80
174,71,9,95
175,73,11,80
176,74,0,80
177,71,9,80
178,69,7,105
179,66,4,80
180,66,4,80
181,66,4,80
182,74,0,95
183,66,4,80
184,66,4,80
185,66,4,80
186,67,5,105
187,66,4,80
188,64,2,80
189,67,5,80
190,66,4,95
191,62,0,80
192,62,0,80
193,62,0,105
194,62,0,105
195,81,7,80
196,81,7,80
197,79,5,80
198,78,4,95
199,79,5,80
200,76,2,80
201,73,11,80
202,74,0,105
203,76,2,80
204,78,4,80
205,74,0,80
206,71,9,95
207,73,11,80
208,74,0,80
209,71,9,80
210,69,7,105
211,66,4,80
212,66,4,80
213,66,4,80
214,74,0,95
215,66,4,80
216,66,4,80
217,66,4,80
218,64,2,105
219,66,4,80
220,66,4,80
221,66,4,80
222,64,2,95
223,62,0,80
224,62,0,80
225,62,0,80
226,78,4,105
227,78,4,80
228,79,5,80
229,78,4,80
230,76,2,95
231,79,5,80
232,78,4,80
233,76,2,80
234,74,0,105
235,76,2,80
236,78,4,80
237,74,0,80
238,73,11,95
239,74,0,80
240,71,9,80
241,73,11,80
242,69,7,105
243,66,4,80
244,66,4,80
245,66,4,80
246,62,0,95
247,66,4,80
248,66,4,80
249,66,4,80
250,67,5,105
251,66,4,80
252,64,2,80
253,67,5,80
254,66,4,95
255,62,0,80
256,62,0,80
