eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,71,4,105
2,69,2,80
3,67,0,80
4,69,2,95
5,67,0,80
6,66,11,80
7,62,7,105
8,67,0,80
9,67,0,80
10,66,11,95
11,67,0,80
12,69,2,80
13,71,4,105
14,69,2,80
15,71,4,80
16,72,5,95
17,71,4,80
18,72,5,80
19,74,7,105
20,79,0,80
21,79,0,80
22,78,11,95
23,74,7,80
24,72,5,80
25,71,4,105
26,69,2,80
27,67,0,80
28,69,2,95
29,67,0,80
30,66,11,80
31,62,7,105
32,67,0,80
33,67,0,80
34,66,11,95
35,67,0,80
36,69,2,80
37,71,4,105
38,74,7,80
39,71,4,80
40,72,5,95
41,69,2,80
42,66,11,80
43,69,2,105
44,67,0,80
45,67,0,80
46,67,0,95
47,67,0,80
48,67,0,80
49,71,4,105
50,69,2,80
51,67,0,80
52,69,2,95
53,67,0,80
54,66,11,80
55,62,7,105
56,67,0,80
57,67,0,80
58,66,11,95
59,67,0,80
60,69,2,80
61,71,4,105
62,69,2,80
63,71,4,80
64,72,5,95
65,71,4,80
66,72,5,80
67,74,7,105
68,79,0,80
69,79,0,80
70,78,11,95
71,74,7,80
72,72,5,80
73,71,4,105
74,69,2,80
75,67,0,80
76,69,2,95
77,67,0,80
78,66,11,80
79,62,7,105
80,67,0,80
81,67,0,80
82,66,11,95
83,67,0,80
84,69,2,80
85,71,4,105
86,74,7,80
87,71,4,80
88,72,5,95
89,69,2,80
90,66,11,80
91,69,2,105
92,67,0,80
93,67,0,80
94,67,0,95
95,69,2,80
96,69,2,80
97,71,4,105
98,69,2,80
99,71,4,80
100,72,5,95
101,71,4,80
102,72,5,80
103,74,7,105
104,79,0,80
105,79,0,80
106,78,11,95
107,74,7,80
108,72,5,80
109,71,4,105
110,69,2,80
111,71,4,80
112,72,5,95
113,71,4,80
114,72,5,80
115,74,7,105
116,71,4,80
117,67,0,80
118,66,11,95
119,67,0,80
120,69,2,80
121,71,4,105
122,69,2,80
123,71,4,80
124,72,5,95
125,71,4,80
126,72,5,80
127,74,7,105
128,79,0,80
129,79,0,80
130,78,11,95
131,74,7,80
132,72,5,80
133,71,4,105
134,74,7,80
135,71,4,80
136,72,5,95
137,69,2,80
138,66,11,80
139,69,2,105
140,67,0,80
141,67,0,80
142,67,0,95
143,69,2,80
144,69,2,80
145,71,4,105
146,69,2,80
147,71,4,80
148,72,5,95
149,71,4,80
150,72,5,80
151,74,7,105
152,79,0,80
153,79,0,80
154,78,11,95
155,74,7,80
156,73,6,80
157,74,7,105
158,76,9,80
159,78,11,80
160,79,0,95
161,78,11,80
162,79,0,80
163,76,9,105
164,81,2,80
165,79,0,80
166,78,11,95
167,74,7,80
168,73,6,80
169,74,7,105
170,79,0,80
171,79,0,80
172,83,4,95
173,79,0,80
174,79,0,80
175,81,2,105
176,79,0,80
177,79,0,80
178,78,11,95
179,74,7,80
180,72,5,80
181,71,4,105
182,74,7,80
183,71,4,80
184,72,5,95
185,69,2,80
186,66,11,80
187,69,2,105
188,67,0,80
189,67,0,80
190,67,0,95
