eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,4,105
1,74,7,105
2,71,4,80
3,71,4,80
4,71,4,95
5,69,2,80
6,71,4,80
7,79,0,95
8,76,9,80
9,76,9,80
10,78,11,95
11,76,9,80
12,76,9,80
13,74,7,105
14,71,4,80
15,71,4,80
16,71,4,95
17,69,2,80
18,71,4,80
19,76,9,95
20,76,9,95
21,76,9,95
22,76,9,95
23,78,11,80
24,76,9,80
25,74,7,105
26,71,4,80
27,71,4,80
28,71,4,95
29,69,2,80
30,71,4,80
31,79,0,95
32,76,9,80
33,76,9,80
34,78,11,95
35,76,9,80
36,76,9,80
37,74,7,105
38,71,4,80
39,71,4,80
40,71,4,95
41,72,5,80
42,71,4,80
43,69,2,95
44,69,2,95
45,69,2,95
46,69,2,95
47,71,4,80
48,71,4,80
49,74,7,105
50,71,4,80
51,71,4,80
52,71,4,95
53,69,2,80
54,71,4,80
55,79,0,95
56,76,9,80
57,76,9,80
58,78,11,95
59,76,9,80
60,76,9,80
61,74,7,105
62,71,4,80
63,71,4,80
64,71,4,95
65,69,2,80
66,71,4,80
67,76,9,95
68,76,9,95
69,76,9,95
70,76,9,95
71,78,11,80
72,76,9,80
73,74,7,105
74,71,4,80
75,71,4,80
76,71,4,95
77,69,2,80
78,71,4,80
79,79,0,95
80,76,9,80
81,76,9,80
82,78,11,95
83,76,9,80
84,76,9,80
85,74,7,105
86,71,4,80
87,71,4,80
88,71,4,95
89,72,5,80
90,71,4,80
91,69,2,95
92,69,2,95
93,69,2,95
94,69,2,95
95,76,9,80
96,76,9,80
97,78,11,105
98,81,2,80
99,81,2,80
100,78,11,95
101,76,9,80
102,76,9,80
103,76,9,95
104,78,11,80
105,81,2,80
106,78,11,95
107,76,9,80
108,76,9,80
109,74,7,105
110,71,4,80
111,71,4,80
112,71,4,95
113,69,2,80
114,71,4,80
115,76,9,95
116,76,9,95
117,76,9,95
118,76,9,95
119,78,11,105
120,78,11,105
121,78,11,105
122,81,2,80
123,81,2,80
124,78,11,95
125,76,9,80
126,76,9,80
127,76,9,95
128,78,11,80
129,81,2,80
130,78,11,95
131,76,9,80
132,76,9,80
133,74,7,105
134,71,4,80
135,71,4,80
136,71,4,95
137,72,5,80
138,71,4,80
139,69,2,95
140,69,2,95
141,69,2,95
142,69,2,95
143,76,9,80
144,76,9,80
145,78,11,105
146,81,2,80
147,81,2,80
148,78,11,95
149,76,9,80
150,76,9,80
151,76,9,95
152,78,11,80
153,81,2,80
154,78,11,95
155,76,9,80
156,76,9,80
157,74,7,105
158,71,4,80
159,71,4,80
160,71,4,95
161,69,2,80
162,71,4,80
163,76,9,95
164,76,9,95
165,76,9,95
166,76,9,95
167,78,11,105
168,78,11,105
169,78,11,105
170,81,2,80
171,81,2,80
172,78,11,95
173,76,9,80
174,76,9,80
175,76,9,95
176,78,11,80
177,81,2,80
178,78,11,95
179,76,9,80
180,76,9,80
181,74,7,105
182,71,4,80
183,71,4,80
184,71,4,95
185,72,5,80
186,71,4,80
187,69,2,95
188,69,2,95
189,69,2,95
190,69,2,95
