eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,64,9,105
1,62,7,105
2,71,4,80
3,71,4,80
4,71,4,80
5,71,4,95
6,69,2,80
7,67,0,80
8,64,9,80
9,62,7,105
10,67,0,80
11,64,9,80
12,67,0,80
13,69,2,95
14,71,4,80
15,71,4,80
16,71,4,80
17,62,7,105
18,71,4,80
19,71,4,80
20,71,4,80
21,69,2,95
22,67,0,80
23,64,9,80
24,67,0,80
25,71,4,105
26,72,5,80
27,69,2,80
28,71,4,80
29,67,0,95
30,69,2,80
31,71,4,80
32,67,0,80
33,62,7,105
34,71,4,80
35,71,4,80
36,71,4,80
37,71,4,95
38,69,2,80
39,67,0,80
40,64,9,80
41,62,7,105
42,67,0,80
43,64,9,80
44,67,0,80
45,69,2,95
46,71,4,80
47,71,4,80
48,71,4,80
49,62,7,105
50,71,4,80
51,71,4,80
52,71,4,80
53,69,2,95
54,67,0,80
55,64,9,80
56,67,0,80
57,71,4,105
58,74,7,80
59,69,2,80
60,71,4,80
61,67,0,95
62,69,2,80
63,69,2,80
64,69,2,80
65,71,4,105
66,69,2,80
67,67,0,80
68,71,4,80
69,69,2,95
70,67,0,80
71,64,9,80
72,67,0,80
73,71,4,105
74,69,2,80
75,67,0,80
76,71,4,80
77,74,7,95
78,72,5,80
79,72,5,80
80,72,5,80
81,71,4,105
82,69,2,80
83,67,0,80
84,71,4,80
85,69,2,95
86,67,0,80
87,64,9,80
88,67,0,80
89,71,4,105
90,72,5,80
91,69,2,80
92,71,4,80
93,67,0,95
94,66,11,80
95,67,0,80
96,69,2,80
97,71,4,105
98,69,2,80
99,67,0,80
100,71,4,80
101,69,2,95
102,67,0,80
103,64,9,80
104,67,0,80
105,71,4,105
106,69,2,80
107,67,0,80
108,71,4,80
109,74,7,95
110,71,4,80
111,71,4,80
112,71,4,80
113,72,5,105
114,74,7,80
115,72,5,80
116,69,2,80
117,71,4,95
118,72,5,80
119,71,4,80
120,69,2,80
121,67,0,105
122,64,9,80
123,62,7,80
124,64,9,80
125,67,0,95
