eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,7,105
1,67,5,80
2,67,5,80
3,64,2,80
4,66,4,95
5,62,0,80
6,62,0,80
7,66,4,80
8,67,5,105
9,64,2,80
10,64,2,80
11,60,10,80
12,67,5,95
13,60,10,80
14,64,2,80
15,67,5,80
16,69,7,105
17,67,5,80
18,67,5,80
19,64,2,80
20,66,4,95
21,62,0,80
22,62,0,80
23,66,4,80
24,62,0,105
25,64,2,80
26,66,4,80
27,67,5,80
28,69,7,95
29,74,0,80
30,74,0,80
31,73,11,80
32,69,7,105
33,67,5,80
34,67,5,80
35,64,2,80
36,66,4,95
37,62,0,80
38,62,0,80
39,66,4,80
40,67,5,105
41,64,2,80
42,64,2,80
43,60,10,80
44,67,5,95
45,60,10,80
46,66,4,80
47,64,2,80
48,62,0,105
49,64,2,80
50,66,4,80
51,67,5,80
52,69,7,95
53,73,11,80
54,74,0,80
55,76,2,80
56,78,4,105
57,81,7,80
58,79,5,80
59,76,2,80
60,78,4,95
61,74,0,80
62,76,2,80
63,73,11,80
64,69,7,105
65,67,5,80
66,67,5,80
67,64,2,80
68,66,4,95
69,62,0,80
70,62,0,80
71,66,4,80
72,67,5,105
73,64,2,80
74,64,2,80
75,60,10,80
76,67,5,95
77,60,10,80
78,64,2,80
79,67,5,80
80,69,7,105
81,67,5,80
82,67,5,80
83,64,2,80
84,66,4,95
85,62,0,80
86,62,0,80
87,66,4,80
88,62,0,105
89,64,2,80
90,66,4,80
91,67,5,80
92,69,7,95
93,74,0,80
94,74,0,80
95,73,11,80
96,69,7,105
97,67,5,80
98,67,5,80
99,64,2,80
100,66,4,95
101,62,0,80
102,62,0,80
103,66,4,80
104,67,5,105
105,64,2,80
106,64,2,80
107,60,10,80
108,67,5,95
109,60,10,80
110,66,4,80
111,64,2,80
112,62,0,105
113,64,2,80
114,66,4,80
115,67,5,80
116,69,7,95
117,73,11,80
118,74,0,80
119,76,2,80
120,78,4,105
121,81,7,80
122,79,5,80
123,76,2,80
124,78,4,95
125,74,0,80
126,74,0,80
127,79,5,80
128,78,4,105
129,74,0,80
130,74,0,80
131,73,11,80
132,74,0,95
133,78,4,80
134,81,7,80
135,78,4,80
136,76,2,105
137,73,11,80
138,69,7,80
139,67,5,80
140,66,4,95
141,62,0,80
142,62,0,80
143,79,5,80
144,78,4,105
145,74,0,80
146,74,0,80
147,73,11,80
148,74,0,95
149,78,4,80
150,81,7,80
151,78,4,80
152,76,2,105
153,78,4,80
154,79,5,80
155,81,7,80
156,78,4,95
157,74,0,80
158,74,0,80
159,79,5,80
160,78,4,105
161,74,0,80
162,74,0,80
163,73,11,80
164,74,0,95
165,78,4,80
166,81,7,80
167,78,4,80
168,76,2,105
169,73,11,80
170,69,7,80
171,67,5,80
172,66,4,95
173,67,5,80
174,64,2,80
175,66,4,80
176,62,0,105
177,64,2,80
178,66,4,80
179,67,5,80
180,69,7,95
181,74,0,80
182,74,0,80
183,76,2,80
184,78,4,105
185,81,7,80
186,79,5,80
187,76,2,80
188,78,4,95
189,74,0,80
190,74,0,80
191,79,5,80
192,78,4,105
193,74,0,80
194,74,0,80
195,73,11,80
196,74,0,95
197,78,4,80
198,81,7,80
199,78,4,80
200,76,2,105
201,73,11,80
202,69,7,80
203,67,5,80
204,66,4,95
205,62,0,80
206,62,0,80
207,79,5,80
208,78,4,105
209,74,0,80
210,74,0,80
211,73,11,80
212,74,0,95
213,78,4,80
214,81,7,80
215,78,4,80
216,76,2,105
217,78,4,80
218,79,5,80
219,81,7,80
220,78,4,95
221,74,0,80
222,74,0,80
223,79,5,80
224,78,4,105
225,74,0,80
226,74,0,80
227,73,11,80
228,74,0,95
229,78,4,80
230,81,7,80
231,78,4,80
232,76,2,105
233,73,11,80
234,69,7,80
235,67,5,80
236,66,4,95
237,67,5,80
238,64,2,80
239,66,4,80
240,62,0,105
241,64,2,80
242,66,4,80
243,67,5,80
244,69,7,95
245,74,0,80
246,74,0,80
247,76,2,80
248,78,4,105
249,81,7,80
250,79,5,80
251,76,2,80
252,78,4,95
253,74,0,80
254,76,2,80
255,73,11,80
256,74,0,105
