eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,7,105
1,64,4,80
2,62,2,105
3,64,4,80
4,65,5,80
5,67,7,80
6,69,9,95
7,71,11,80
8,69,9,80
9,67,7,80
10,72,0,105
11,64,4,80
12,74,2,80
13,64,4,80
14,76,4,95
15,74,2,80
16,72,0,80
17,74,2,80
18,76,4,105
19,81,9,80
20,79,7,80
21,76,4,80
22,74,2,95
23,77,5,80
24,76,4,80
25,74,2,80
26,72,0,105
27,76,4,80
28,76,4,80
29,72,0,80
30,69,9,95
31,74,2,80
32,74,2,80
33,62,2,105
34,62,2,105
35,64,4,80
36,65,5,80
37,67,7,80
38,69,9,95
39,71,11,80
40,69,9,80
41,67,7,80
42,72,0,105
43,64,4,80
44,65,5,80
45,76,4,95
46,76,4,95
47,74,2,80
48,74,2,80
49,81,9,80
50,79,7,105
51,76,4,80
52,81,9,80
53,76,4,80
54,72,0,95
55,76,4,80
56,74,2,80
57,72,0,80
58,69,9,105
59,72,0,80
60,67,7,80
61,64,4,80
62,62,2,95
63,67,7,80
64,67,7,80
65,64,4,80
66,62,2,105
67,64,4,80
68,65,5,80
69,67,7,80
70,69,9,95
71,71,11,80
72,69,9,80
73,67,7,80
74,72,0,105
75,64,4,80
76,74,2,80
77,64,4,80
78,76,4,95
79,74,2,80
80,72,0,80
81,74,2,80
82,76,4,105
83,81,9,80
84,79,7,80
85,76,4,80
86,74,2,95
87,77,5,80
88,76,4,80
89,74,2,80
90,72,0,105
91,76,4,80
92,76,4,80
93,72,0,80
94,69,9,95
95,74,2,80
96,74,2,80
97,62,2,105
98,62,2,105
99,64,4,80
100,65,5,80
101,67,7,80
102,69,9,95
103,71,11,80
104,69,9,80
105,67,7,80
106,72,0,105
107,64,4,80
108,65,5,80
109,76,4,95
110,76,4,95
111,74,2,80
112,74,2,80
113,81,9,80
114,79,7,105
115,76,4,80
116,81,9,80
117,76,4,80
118,72,0,95
119,76,4,80
120,74,2,80
121,72,0,80
122,38,2,80
123,50,2,75
124,50,2,75
125,38,2,80
126,38,2,80
127,50,2,75
128,50,2,75
129,38,2,80
130,38,2,80
131,50,2,75
132,50,2,75
133,38,2,80
134,38,2,80
135,50,2,75
136,50,2,75
137,38,2,80
138,38,2,80
139,50,2,75
140,50,2,75
141,38,2,80
142,38,2,80
143,50,2,75
144,50,2,75
145,38,2,80
146,38,2,80
147,50,2,75
148,50,2,75
149,38,2,80
150,38,2,80
151,50,2,75
152,50,2,75
153,38,2,80
154,38,2,80
155,50,2,75
156,50,2,75
157,38,2,80
158,38,2,80
159,50,2,75
160,50,2,75
161,38,2,80
162,38,2,80
163,50,2,75
164,50,2,75
165,38,2,80
166,38,2,80
167,50,2,75
168,50,2,75
169,38,2,80
170,38,2,80
171,50,2,75
172,50,2,75
173,38,2,80
174,38,2,80
175,50,2,75
176,50,2,75
177,38,2,80
178,38,2,80
179,50,2,75
180,50,2,75
181,38,2,80
182,38,2,80
183,50,2,75
184,50,2,75
185,38,2,80
186,38,2,80
187,50,2,75
188,50,2,75
189,38,2,80
190,38,2,80
191,50,2,75
192,50,2,75
193,38,2,80
194,38,2,80
195,50,2,75
196,50,2,75
197,38,2,80
198,38,2,80
199,50,2,75
200,50,2,75
201,38,2,80
202,38,2,80
203,50,2,75
204,50,2,75
205,38,2,80
206,38,2,80
207,50,2,75
208,50,2,75
209,38,2,80
210,38,2,80
211,50,2,75
212,50,2,75
213,38,2,80
214,38,2,80
215,50,2,75
216,50,2,75
217,38,2,80
218,38,2,80
219,50,2,75
220,50,2,75
221,38,2,80
222,38,2,80
223,50,2,75
224,50,2,75
225,38,2,80
226,38,2,80
227,50,2,75
228,50,2,75
229,38,2,80
230,38,2,80
231,50,2,75
232,50,2,75
233,38,2,80
234,38,2,80
235,50,2,75
236,50,2,75
237,38,2,80
238,38,2,80
239,50,2,75
240,50,2,75
241,38,2,80
242,38,2,80
243,50,2,75
244,50,2,75
245,38,2,80
246,38,2,80
247,50,2,75
248,50,2,75
249,38,2,80
250,38,2,80
251,50,2,75
252,50,2,75
253,38,2,80
254,38,2,80
