eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,78,4,105
1,78,4,80
2,78,4,80
3,74,0,80
4,76,2,95
5,76,2,80
6,76,2,80
7,74,0,80
8,73,11,105
9,74,0,80
10,76,2,80
11,78,4,80
12,79,5,95
13,76,2,80
14,76,2,80
15,79,5,80
16,78,4,105
17,78,4,80
18,78,4,80
19,74,0,80
20,76,2,95
21,76,2,80
22,76,2,80
23,74,0,80
24,73,11,105
25,69,7,80
26,67,5,80
27,64,2,80
28,62,0,95
29,62,0,80
30,62,0,80
31,78,4,105
32,78,4,105
33,78,4,80
34,78,4,80
35,74,0,80
36,76,2,95
37,76,2,80
38,76,2,80
39,74,0,80
40,73,11,105
41,74,0,80
42,76,2,80
43,78,4,80
44,79,5,95
45,76,2,80
46,76,2,80
47,79,5,80
48,78,4,105
49,78,4,80
50,78,4,80
51,74,0,80
52,76,2,95
53,76,2,80
54,76,2,80
55,74,0,80
56,73,11,105
57,69,7,80
58,67,5,80
59,64,2,80
60,62,0,95
61,62,0,80
62,62,0,80
63,69,7,105
64,69,7,105
65,74,0,80
66,74,0,80
67,73,11,80
68,74,0,95
69,78,4,80
70,76,2,80
71,74,0,80
72,73,11,105
73,74,0,80
74,76,2,80
75,78,4,80
76,79,5,95
77,76,2,80
78,76,2,80
79,69,7,105
80,69,7,105
81,74,0,80
82,74,0,80
83,73,11,80
84,74,0,95
85,78,4,80
86,76,2,80
87,74,0,80
88,73,11,105
89,69,7,80
90,67,5,80
91,64,2,80
92,62,0,95
93,62,0,80
94,62,0,80
95,69,7,105
96,69,7,105
97,74,0,80
98,74,0,80
99,73,11,80
100,74,0,95
101,78,4,80
102,76,2,80
103,74,0,80
104,73,11,105
105,74,0,80
106,76,2,80
107,78,4,80
108,79,5,95
109,76,2,80
110,76,2,80
111,69,7,105
112,69,7,105
113,74,0,80
114,74,0,80
115,73,11,80
116,74,0,95
117,78,4,80
118,76,2,80
119,74,0,80
120,73,11,105
121,69,7,80
122,67,5,80
123,64,2,80
124,62,0,95
125,62,0,80
126,62,0,80
