eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,7,105
1,67,0,105
2,67,0,80
3,67,0,80
4,67,0,95
5,69,2,80
6,69,2,80
7,71,4,105
8,67,0,80
9,67,0,80
10,74,7,95
11,71,4,80
12,71,4,80
13,67,0,105
14,67,0,80
15,67,0,80
16,67,0,95
17,71,4,80
18,71,4,80
19,69,2,105
20,71,4,80
21,71,4,80
22,72,5,95
23,71,4,80
24,69,2,80
25,67,0,105
26,67,0,80
27,67,0,80
28,67,0,95
29,72,5,80
30,72,5,80
31,71,4,105
32,69,2,80
33,67,0,80
34,69,2,95
35,71,4,80
36,72,5,80
37,74,7,105
38,76,9,80
39,76,9,80
40,78,11,95
41,76,9,80
42,78,11,80
43,69,2,105
44,71,4,80
45,69,2,80
46,74,7,95
47,72,5,80
48,69,2,80
49,67,0,105
50,67,0,80
51,67,0,80
52,67,0,95
53,69,2,80
54,69,2,80
55,71,4,105
56,67,0,80
57,67,0,80
58,74,7,95
59,71,4,80
60,71,4,80
61,67,0,105
62,67,0,80
63,67,0,80
64,67,0,95
65,71,4,80
66,71,4,80
67,69,2,105
68,71,4,80
69,71,4,80
70,72,5,95
71,71,4,80
72,69,2,80
73,67,0,105
74,67,0,80
75,67,0,80
76,67,0,95
77,72,5,80
78,72,5,80
79,71,4,105
80,69,2,80
81,67,0,80
82,69,2,95
83,71,4,80
84,72,5,80
85,74,7,105
86,76,9,80
87,76,9,80
88,78,11,95
89,76,9,80
90,78,11,80
91,69,2,105
92,71,4,80
93,69,2,80
94,74,7,95
95,72,5,80
96,69,2,80
97,67,0,105
98,71,4,80
99,72,5,80
100,74,7,95
101,72,5,80
102,72,5,80
103,71,4,105
104,67,0,80
105,67,0,80
106,74,7,95
107,71,4,80
108,71,4,80
109,67,0,105
110,71,4,80
111,72,5,80
112,74,7,95
113,71,4,80
114,71,4,80
115,69,2,105
116,71,4,80
117,71,4,80
118,74,7,95
119,72,5,80
120,69,2,80
121,67,0,105
122,71,4,80
123,72,5,80
124,74,7,95
125,72,5,80
126,72,5,80
127,71,4,105
128,69,2,80
129,67,0,80
130,69,2,95
131,71,4,80
132,72,5,80
133,74,7,105
134,76,9,80
135,76,9,80
136,78,11,95
137,76,9,80
138,78,11,80
139,69,2,105
140,71,4,80
141,69,2,80
142,74,7,95
143,72,5,80
144,69,2,80
145,67,0,105
146,71,4,80
147,72,5,80
148,74,7,95
149,72,5,80
150,72,5,80
151,71,4,105
152,67,0,80
153,67,0,80
154,74,7,95
155,71,4,80
156,71,4,80
157,67,0,105
158,71,4,80
159,72,5,80
160,74,7,95
161,71,4,80
162,71,4,80
163,69,2,105
164,71,4,80
165,71,4,80
166,74,7,95
167,72,5,80
168,69,2,80
169,67,0,105
170,71,4,80
171,72,5,80
172,74,7,95
173,72,5,80
174,72,5,80
175,71,4,105
176,69,2,80
177,67,0,80
178,69,2,95
179,71,4,80
180,72,5,80
181,74,7,105
182,76,9,80
183,76,9,80
184,78,11,95
185,76,9,80
186,78,11,80
187,69,2,105
188,71,4,80
189,69,2,80
190,74,7,95
191,72,5,80
192,69,2,80
193,67,0,105
194,79,0,80
195,79,0,80
196,79,0,95
197,74,7,80
198,72,5,80
199,71,4,105
200,67,0,80
201,67,0,80
202,74,7,95
203,71,4,80
204,71,4,80
205,67,0,105
206,79,0,80
207,79,0,80
208,79,0,95
209,74,7,80
210,71,4,80
211,69,2,105
212,71,4,80
213,71,4,80
214,74,7,95
215,72,5,80
216,69,2,80
217,67,0,105
218,79,0,80
219,79,0,80
220,79,0,95
221,74,7,80
222,72,5,80
223,71,4,105
224,69,2,80
225,67,0,80
226,69,2,95
227,71,4,80
228,72,5,80
229,74,7,105
230,76,9,80
231,76,9,80
232,78,11,95
233,76,9,80
234,78,11,80
235,69,2,105
236,71,4,80
237,69,2,80
238,74,7,95
239,72,5,80
240,69,2,80
241,67,0,105
242,79,0,80
243,79,0,80
244,79,0,95
245,74,7,80
246,72,5,80
247,71,4,105
248,67,0,80
249,67,0,80
250,74,7,95
251,71,4,80
