eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,64,7,105
1,67,10,80
2,69,0,80
3,71,2,80
4,72,3,95
5,76,7,80
6,74,5,80
7,72,3,80
8,71,2,105
9,67,10,80
10,67,10,80
11,67,10,80
12,76,7,95
13,67,10,80
14,74,5,80
15,67,10,80
16,64,7,105
17,67,10,80
18,69,0,80
19,71,2,80
20,72,3,95
21,74,5,80
22,76,7,80
23,81,0,80
24,79,10,105
25,76,7,80
26,74,5,80
27,71,2,80
28,72,3,95
29,69,0,80
30,71,2,80
31,67,10,80
32,64,7,105
33,67,10,80
34,69,0,80
35,71,2,80
36,72,3,95
37,76,7,80
38,74,5,80
39,72,3,80
40,71,2,105
41,67,10,80
42,69,0,80
43,76,7,95
44,76,7,95
45,67,10,80
46,74,5,80
47,67,10,80
48,64,7,105
49,67,10,80
50,69,0,80
51,71,2,80
52,72,3,95
53,74,5,80
54,76,7,80
55,78,9,80
56,79,10,105
57,76,7,80
58,74,5,80
59,71,2,80
60,72,3,95
61,69,0,80
62,72,3,80
63,76,7,80
64,81,0,105
65,83,2,80
66,83,2,80
67,83,2,80
68,81,0,95
69,79,10,80
70,76,7,80
71,74,5,80
72,73,4,105
73,74,5,80
74,76,7,80
75,78,9,80
76,79,10,95
77,78,9,80
78,78,9,80
79,79,10,80
80,81,0,105
81,83,2,80
82,83,2,80
83,79,10,80
84,81,0,95
85,79,10,80
86,76,7,80
87,81,0,80
88,79,10,105
89,76,7,80
90,74,5,80
91,71,2,80
92,72,3,95
93,69,0,80
94,72,3,80
95,76,7,80
96,81,0,105
97,83,2,80
98,83,2,80
99,83,2,80
100,81,0,95
101,79,10,80
102,76,7,80
103,74,5,80
104,73,4,105
105,74,5,80
106,76,7,80
107,78,9,80
108,79,10,95
109,79,10,80
110,79,10,80
111,81,0,80
112,83,2,105
113,81,0,80
114,81,0,80
115,78,9,80
116,79,10,95
117,78,9,80
118,76,7,80
119,78,9,80
120,79,10,105
121,76,7,80
122,74,5,80
123,71,2,80
124,72,3,95
125,69,0,80
126,71,2,80
127,67,10,80
