eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,0,105
1,66,4,105
2,69,7,80
3,69,7,80
4,74,0,80
5,71,9,105
6,74,0,80
7,69,7,80
8,74,0,80
9,66,4,105
10,69,7,80
11,69,7,80
12,74,0,80
13,78,4,105
14,76,2,80
15,76,2,80
16,69,7,80
17,66,4,105
18,69,7,80
19,69,7,80
20,74,0,80
21,71,9,105
22,74,0,80
23,69,7,80
24,74,0,80
25,71,9,105
26,76,2,80
27,73,11,80
28,71,9,80
29,74,0,105
30,78,4,80
31,74,0,80
32,62,0,80
33,66,4,105
34,69,7,80
35,69,7,80
36,74,0,80
37,71,9,105
38,74,0,80
39,69,7,80
40,74,0,80
41,66,4,105
42,69,7,80
43,69,7,80
44,74,0,80
45,78,4,105
46,76,2,80
47,76,2,80
48,69,7,80
49,66,4,105
50,69,7,80
51,69,7,80
52,74,0,80
53,71,9,105
54,74,0,80
55,69,7,80
56,74,0,80
57,71,9,105
58,76,2,80
59,73,11,80
60,71,9,80
61,74,0,105
62,78,4,80
63,74,0,80
64,78,4,80
65,81,7,105
66,81,7,80
67,81,7,80
68,78,4,80
69,79,5,105
70,76,2,80
71,78,4,80
72,74,0,80
73,71,9,105
74,74,0,80
75,69,7,80
76,74,0,80
77,73,11,105
78,76,2,80
79,76,2,80
80,78,4,80
81,81,7,105
82,81,7,80
83,81,7,80
84,78,4,80
85,79,5,105
86,76,2,80
87,78,4,80
88,74,0,80
89,71,9,105
90,76,2,80
91,73,11,80
92,71,9,80
93,74,0,105
94,78,4,80
95,74,0,80
96,78,4,80
97,81,7,105
98,81,7,80
99,81,7,80
100,78,4,80
101,79,5,105
102,76,2,80
103,78,4,80
104,74,0,80
105,71,9,105
106,74,0,80
107,69,7,80
108,74,0,80
109,73,11,105
110,76,2,80
111,76,2,80
112,78,4,80
113,81,7,105
114,81,7,80
115,81,7,80
116,78,4,80
117,79,5,105
118,76,2,80
119,78,4,80
120,74,0,80
121,71,9,105
122,76,2,80
123,73,11,80
124,71,9,80
125,74,0,105
126,78,4,80
127,74,0,80
