eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,64,7,105
1,68,11,80
2,69,0,105
3,71,2,80
4,71,2,80
5,68,11,80
6,69,0,95
7,71,2,80
8,73,4,80
9,74,5,80
10,76,7,105
11,74,5,80
12,73,4,80
13,71,2,80
14,69,0,95
15,71,2,80
16,73,4,80
17,69,0,80
18,71,2,105
19,71,2,80
20,71,2,80
21,69,0,80
22,71,2,95
23,78,9,80
24,80,11,80
25,76,7,80
26,74,5,105
27,73,4,80
28,71,2,80
29,69,0,80
30,68,11,95
31,71,2,80
32,68,11,80
33,64,7,80
34,69,0,105
35,71,2,80
36,71,2,80
37,68,11,80
38,69,0,95
39,71,2,80
40,73,4,80
41,74,5,80
42,76,7,105
43,74,5,80
44,73,4,80
45,71,2,80
46,69,0,95
47,81,0,80
48,81,0,80
49,80,11,105
50,80,11,105
51,83,2,80
52,80,11,80
53,76,7,80
54,78,9,95
55,81,0,80
56,78,9,80
57,75,6,80
58,76,7,105
59,76,7,80
60,76,7,80
61,78,9,80
62,76,7,95
63,74,5,80
64,73,4,80
65,71,2,80
66,69,0,105
67,71,2,80
68,71,2,80
69,68,11,80
70,69,0,95
71,71,2,80
72,73,4,80
73,74,5,80
74,76,7,105
75,74,5,80
76,73,4,80
77,71,2,80
78,69,0,95
79,71,2,80
80,73,4,80
81,69,0,80
82,71,2,105
83,71,2,80
84,71,2,80
85,69,0,80
86,71,2,95
87,78,9,80
88,80,11,80
89,76,7,80
90,74,5,105
91,73,4,80
92,71,2,80
93,69,0,80
94,68,11,95
95,71,2,80
96,68,11,80
97,64,7,80
98,69,0,105
99,71,2,80
100,71,2,80
101,68,11,80
102,69,0,95
103,71,2,80
104,73,4,80
105,74,5,80
106,76,7,105
107,74,5,80
108,73,4,80
109,71,2,80
110,69,0,95
111,81,0,80
112,81,0,80
113,80,11,105
114,80,11,105
115,83,2,80
116,80,11,80
117,76,7,80
118,78,9,95
119,81,0,80
120,78,9,80
121,75,6,80
122,76,7,105
123,76,7,80
124,76,7,80
125,78,9,80
126,76,7,95
127,74,5,80
128,74,5,80
129,73,4,80
130,71,2,105
131,71,2,80
132,71,2,80
133,69,0,80
134,71,2,95
135,78,9,80
136,80,11,80
137,76,7,80
138,74,5,105
139,73,4,80
140,71,2,80
141,69,0,80
142,68,11,95
143,71,2,80
144,68,11,80
145,64,7,80
146,76,7,105
147,78,9,80
148,78,9,80
149,75,6,80
150,76,7,95
151,78,9,80
152,80,11,80
153,83,2,80
154,81,0,105
155,80,11,80
156,78,9,80
157,76,7,80
158,74,5,95
159,73,4,80
160,71,2,80
161,69,0,80
162,78,9,105
163,66,9,80
164,66,9,80
165,64,7,80
166,66,9,95
167,81,0,80
168,81,0,80
169,78,9,80
170,76,7,105
171,64,7,80
172,64,7,80
173,62,5,80
174,64,7,95
175,76,7,80
176,76,7,80
177,74,5,80
178,73,4,105
179,76,7,80
180,73,4,80
181,69,0,80
182,71,2,95
183,74,5,80
184,71,2,80
185,68,11,80
186,69,0,105
187,69,0,80
188,69,0,80
189,68,11,80
190,69,0,95
191,74,5,80
192,74,5,80
193,73,4,80
194,71,2,105
195,71,2,80
196,71,2,80
197,69,0,80
198,71,2,95
199,78,9,80
200,80,11,80
201,76,7,80
202,74,5,105
203,73,4,80
204,71,2,80
205,69,0,80
206,68,11,95
207,71,2,80
208,68,11,80
209,64,7,80
210,76,7,105
211,78,9,80
212,78,9,80
213,75,6,80
214,76,7,95
215,78,9,80
216,80,11,80
217,83,2,80
218,81,0,105
219,80,11,80
220,78,9,80
221,76,7,80
222,74,5,95
223,73,4,80
224,71,2,80
225,69,0,80
226,78,9,105
227,66,9,80
228,66,9,80
229,64,7,80
230,66,9,95
231,81,0,80
232,81,0,80
233,78,9,80
234,76,7,105
235,64,7,80
236,64,7,80
237,62,5,80
238,64,7,95
239,76,7,80
240,76,7,80
241,74,5,80
242,73,4,105
243,76,7,80
244,73,4,80
245,69,0,80
246,71,2,95
247,74,5,80
248,71,2,80
249,68,11,80
250,69,0,105
251,69,0,80
252,69,0,80
253,68,11,80
254,69,0,95
