eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,60,0,105
1,60,0,80
2,60,0,80
3,62,2,80
4,64,4,95
5,67,7,80
6,69,9,80
7,69,9,105
8,69,9,105
9,74,2,80
10,74,2,80
11,72,0,80
12,74,2,95
13,77,5,80
14,76,4,80
15,74,2,80
16,72,0,105
17,69,9,80
18,69,9,80
19,69,9,80
20,67,7,95
21,72,0,80
22,72,0,80
23,69,9,80
24,67,7,105
25,64,4,80
26,64,4,80
27,60,0,80
28,62,2,95
29,57,9,80
30,59,11,80
31,55,7,105
32,55,7,105
33,60,0,80
34,60,0,80
35,59,11,80
36,60,0,95
37,62,2,80
38,64,4,80
39,67,7,80
40,69,9,105
41,74,2,80
42,74,2,80
43,72,0,80
44,74,2,95
45,77,5,80
46,76,4,80
47,74,2,80
48,72,0,105
49,69,9,80
50,69,9,80
51,69,9,80
52,67,7,95
53,69,9,80
54,72,0,80
55,69,9,80
56,67,7,105
57,64,4,80
58,62,2,80
59,64,4,80
60,60,0,95
61,60,0,80
62,60,0,80
63,60,0,105
64,60,0,105
65,60,0,80
66,60,0,80
67,62,2,80
68,64,4,95
69,67,7,80
70,69,9,80
71,69,9,105
72,69,9,105
73,74,2,80
74,74,2,80
75,72,0,80
76,74,2,95
77,77,5,80
78,76,4,80
79,74,2,80
80,72,0,105
81,69,9,80
82,69,9,80
83,69,9,80
84,67,7,95
85,72,0,80
86,72,0,80
87,69,9,80
88,67,7,105
89,64,4,80
90,64,4,80
91,60,0,80
92,62,2,95
93,57,9,80
94,59,11,80
95,55,7,105
96,55,7,105
97,60,0,80
98,60,0,80
99,59,11,80
100,60,0,95
101,62,2,80
102,64,4,80
103,67,7,80
104,69,9,105
105,74,2,80
106,74,2,80
107,72,0,80
108,74,2,95
109,77,5,80
110,76,4,80
111,74,2,80
112,72,0,105
113,69,9,80
114,69,9,80
115,69,9,80
116,67,7,95
117,69,9,80
118,72,0,80
119,69,9,80
120,67,7,105
121,64,4,80
122,62,2,80
123,64,4,80
124,60,0,95
125,60,0,80
126,60,0,80
127,72,0,105
128,72,0,105
129,76,4,80
130,76,4,80
131,72,0,80
132,79,7,95
133,72,0,80
134,76,4,80
135,81,9,80
136,79,7,105
137,76,4,80
138,74,2,80
139,72,0,80
140,71,11,95
141,72,0,80
142,74,2,80
143,71,11,80
144,72,0,105
145,76,4,80
146,76,4,80
147,72,0,80
148,79,7,95
149,72,0,80
150,76,4,80
151,81,9,80
152,79,7,105
153,76,4,80
154,74,2,80
155,72,0,80
156,71,11,95
157,67,7,80
158,71,11,80
159,74,2,80
160,72,0,105
161,76,4,80
162,76,4,80
163,72,0,80
164,79,7,95
165,72,0,80
166,76,4,80
167,81,9,80
168,79,7,105
169,76,4,80
170,74,2,80
171,72,0,80
172,71,11,95
173,74,2,80
174,76,4,80
175,76,4,105
176,76,4,105
177,79,7,80
178,81,9,80
179,76,4,95
180,76,4,95
181,81,9,80
182,83,11,80
183,79,7,105
184,79,7,105
185,76,4,80
186,74,2,80
187,77,5,80
188,76,4,95
189,72,0,80
190,72,0,80
191,72,0,105
192,72,0,105
193,76,4,80
194,76,4,80
195,72,0,80
196,79,7,95
197,72,0,80
198,76,4,80
199,81,9,80
200,79,7,105
201,76,4,80
202,74,2,80
203,72,0,80
204,71,11,95
205,72,0,80
206,74,2,80
207,71,11,80
208,72,0,105
209,76,4,80
210,76,4,80
211,72,0,80
212,79,7,95
213,72,0,80
214,76,4,80
215,81,9,80
216,79,7,105
217,76,4,80
218,74,2,80
219,72,0,80
220,71,11,95
221,67,7,80
222,71,11,80
223,74,2,80
224,72,0,105
225,76,4,80
226,76,4,80
227,72,0,80
228,79,7,95
229,72,0,80
230,76,4,80
231,81,9,80
232,79,7,105
233,76,4,80
234,74,2,80
235,72,0,80
236,71,11,95
237,74,2,80
238,76,4,80
239,76,4,105
240,76,4,105
241,79,7,80
242,81,9,80
243,76,4,95
244,76,4,95
245,81,9,80
246,83,11,80
247,79,7,105
248,79,7,105
249,76,4,80
250,74,2,80
251,77,5,80
252,76,4,95
253,72,0,80
254,72,0,80
