eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,71,9,105
1,69,7,105
2,66,4,80
3,66,4,80
4,69,7,95
5,71,9,80
6,73,11,80
7,74,0,95
8,73,11,80
9,73,11,80
10,71,9,95
11,73,11,80
12,71,9,80
13,69,7,105
14,66,4,80
15,66,4,80
16,69,7,95
17,66,4,80
18,66,4,80
19,64,2,95
20,64,2,95
21,64,2,95
22,64,2,95
23,69,7,105
24,69,7,105
25,69,7,105
26,66,4,80
27,66,4,80
28,69,7,95
29,71,9,80
30,73,11,80
31,74,0,95
32,73,11,80
33,73,11,80
34,71,9,95
35,73,11,80
36,71,9,80
37,69,7,105
38,66,4,80
39,66,4,80
40,64,2,95
41,66,4,80
42,66,4,80
43,62,0,95
44,62,0,95
45,62,0,95
46,62,0,95
47,71,9,80
48,71,9,80
49,69,7,105
50,66,4,80
51,66,4,80
52,69,7,95
53,71,9,80
54,73,11,80
55,74,0,95
56,73,11,80
57,73,11,80
58,71,9,95
59,73,11,80
60,71,9,80
61,69,7,105
62,66,4,80
63,66,4,80
64,69,7,95
65,66,4,80
66,66,4,80
67,64,2,95
68,64,2,95
69,64,2,95
70,64,2,95
71,69,7,105
72,69,7,105
73,69,7,105
74,66,4,80
75,66,4,80
76,69,7,95
77,71,9,80
78,73,11,80
79,74,0,95
80,73,11,80
81,73,11,80
82,71,9,95
83,73,11,80
84,71,9,80
85,69,7,105
86,66,4,80
87,66,4,80
88,64,2,95
89,66,4,80
90,66,4,80
91,62,0,95
92,62,0,95
93,62,0,95
94,62,0,95
95,76,2,80
96,76,2,80
97,78,4,105
98,71,9,80
99,71,9,80
100,71,9,95
101,69,7,80
102,71,9,80
103,69,7,95
104,66,4,80
105,66,4,80
106,66,4,95
107,67,5,80
108,66,4,80
109,74,0,105
110,71,9,80
111,71,9,80
112,71,9,95
113,69,7,80
114,71,9,80
115,76,2,95
116,78,4,95
117,78,4,95
118,78,4,95
119,76,2,80
120,76,2,80
121,78,4,105
122,71,9,80
123,71,9,80
124,71,9,95
125,69,7,80
126,71,9,80
127,69,7,95
128,66,4,80
129,66,4,80
130,69,7,95
131,71,9,80
132,71,9,80
133,69,7,105
134,66,4,80
135,66,4,80
136,64,2,95
137,66,4,80
138,66,4,80
139,62,0,95
140,62,0,95
141,62,0,95
142,62,0,95
143,76,2,80
144,76,2,80
145,78,4,105
146,71,9,80
147,71,9,80
148,71,9,95
149,69,7,80
150,71,9,80
151,69,7,95
152,66,4,80
153,66,4,80
154,66,4,95
155,67,5,80
156,66,4,80
157,74,0,105
158,71,9,80
159,71,9,80
160,71,9,95
161,69,7,80
162,71,9,80
163,76,2,95
164,78,4,95
165,78,4,95
166,78,4,95
167,76,2,80
168,76,2,80
169,78,4,105
170,71,9,80
171,71,9,80
172,71,9,95
173,69,7,80
174,71,9,80
175,69,7,95
176,66,4,80
177,66,4,80
178,69,7,95
179,71,9,80
180,71,9,80
181,69,7,105
182,66,4,80
183,66,4,80
184,64,2,95
185,66,4,80
186,66,4,80
187,62,0,95
188,62,0,95
189,62,0,95
190,62,0,95
