eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,69,0,105
1,71,2,80
2,71,2,80
3,69,0,80
4,76,7,95
5,69,0,80
6,71,2,80
7,69,0,80
8,67,10,105
9,71,2,80
10,71,2,80
11,67,10,80
12,74,5,95
13,67,10,80
14,71,2,80
15,67,10,80
16,69,0,105
17,71,2,80
18,71,2,80
19,69,0,80
20,64,7,95
21,69,0,80
22,71,2,80
23,69,0,80
24,69,0,105
25,67,10,80
26,64,7,80
27,66,9,80
28,67,10,95
29,69,0,80
30,71,2,80
31,67,10,80
32,69,0,105
33,71,2,80
34,71,2,80
35,69,0,80
36,76,7,95
37,69,0,80
38,71,2,80
39,69,0,80
40,67,10,105
41,71,2,80
42,71,2,80
43,74,5,80
44,79,10,95
45,74,5,80
46,71,2,80
47,67,10,80
48,69,0,105
49,71,2,80
50,71,2,80
51,74,5,80
52,76,7,95
53,74,5,80
54,71,2,80
55,69,0,80
56,69,0,105
57,67,10,80
58,64,7,80
59,66,9,80
60,67,10,95
61,69,0,80
62,71,2,80
63,67,10,80
64,69,0,105
65,71,2,80
66,71,2,80
67,69,0,80
68,76,7,95
69,69,0,80
70,71,2,80
71,69,0,80
72,67,10,105
73,71,2,80
74,71,2,80
75,74,5,80
76,79,10,95
77,74,5,80
78,71,2,80
79,67,10,80
80,69,0,105
81,71,2,80
82,71,2,80
83,69,0,80
84,64,7,95
85,69,0,80
86,69,0,80
87,69,0,105
88,69,0,105
89,64,7,80
90,64,7,80
91,67,10,95
92,67,10,95
93,69,0,80
94,71,2,80
95,67,10,80
96,69,0,105
97,71,2,80
98,71,2,80
99,69,0,80
100,76,7,95
101,69,0,80
102,71,2,80
103,69,0,80
104,67,10,105
105,71,2,80
106,71,2,80
107,67,10,80
108,74,5,95
109,67,10,80
110,71,2,80
111,67,10,80
112,69,0,105
113,71,2,80
114,72,3,80
115,74,5,80
116,76,7,95
117,74,5,80
118,72,3,80
119,69,0,80
120,69,0,105
121,67,10,80
122,64,7,80
123,66,9,80
124,67,10,95
125,69,0,80
126,71,2,80
127,74,5,80
128,76,7,105
129,81,0,80
130,81,0,80
131,76,7,95
132,76,7,95
133,81,0,80
134,81,0,80
135,79,10,80
136,76,7,105
137,79,10,80
138,79,10,80
139,76,7,95
140,76,7,95
141,79,10,80
142,79,10,80
143,76,7,105
144,76,7,105
145,81,0,80
146,81,0,80
147,83,2,95
148,83,2,95
149,79,10,80
150,81,0,80
151,79,10,80
152,76,7,105
153,74,5,80
154,76,7,80
155,78,9,80
156,79,10,95
157,76,7,80
158,74,5,80
159,76,7,105
160,76,7,105
161,81,0,80
162,81,0,80
163,83,2,95
164,83,2,95
165,79,10,80
166,81,0,80
167,79,10,80
168,76,7,105
169,74,5,80
170,76,7,80
171,78,9,80
172,79,10,95
173,79,10,80
174,79,10,80
175,76,7,80
176,74,5,105
177,76,7,80
178,79,10,80
179,81,0,80
180,83,2,95
181,79,10,80
182,81,0,80
183,79,10,80
184,76,7,105
185,79,10,80
186,79,10,80
187,81,0,80
188,79,10,95
189,76,7,80
190,74,5,80
191,74,5,80
192,76,7,105
193,81,0,80
194,81,0,80
195,76,7,95
196,76,7,95
197,81,0,80
198,81,0,80
199,79,10,80
200,76,7,105
201,79,10,80
202,79,10,80
203,76,7,95
204,76,7,95
205,79,10,80
206,79,10,80
207,76,7,105
208,76,7,105
209,81,0,80
210,81,0,80
211,83,2,95
212,83,2,95
213,79,10,80
214,81,0,80
215,79,10,80
216,76,7,105
217,74,5,80
218,76,7,80
219,78,9,80
220,79,10,95
221,76,7,80
222,74,5,80
223,76,7,105
224,76,7,105
225,81,0,80
226,81,0,80
227,83,2,95
228,83,2,95
229,79,10,80
230,81,0,80
231,79,10,80
232,76,7,105
233,74,5,80
234,76,7,80
235,78,9,80
236,79,10,95
237,79,10,80
238,79,10,80
239,76,7,80
240,74,5,105
241,76,7,80
242,79,10,80
243,81,0,80
244,83,2,95
245,79,10,80
246,81,0,80
247,79,10,80
248,76,7,105
249,79,10,80
250,79,10,80
251,81,0,80
252,79,10,95
253,76,7,80
254,74,5,80
255,71,2,80
