eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,64,0,105
1,66,2,80
2,67,3,105
3,64,0,80
4,71,7,80
5,64,0,80
6,67,3,95
7,64,0,80
8,71,7,80
9,64,0,80
10,66,2,105
11,62,10,80
12,69,5,80
13,62,10,80
14,66,2,95
15,62,10,80
16,69,5,80
17,62,10,80
18,67,3,105
19,64,0,80
20,71,7,80
21,64,0,80
22,67,3,95
23,64,0,80
24,71,7,80
25,64,0,80
26,69,5,105
27,67,3,80
28,66,2,80
29,67,3,80
30,64,0,95
31,66,2,80
32,66,2,80
33,66,2,80
34,67,3,105
35,64,0,80
36,71,7,80
37,64,0,80
38,67,3,95
39,64,0,80
40,71,7,80
41,64,0,80
42,69,5,105
43,71,7,80
44,69,5,80
45,67,3,80
46,66,2,95
47,62,10,80
48,62,10,80
49,66,2,80
50,67,3,105
51,67,3,80
52,67,3,80
53,66,2,80
54,67,3,95
55,71,7,80
56,74,10,80
57,71,7,80
58,69,5,105
59,67,3,80
60,66,2,80
61,67,3,80
62,64,0,95
63,66,2,80
64,66,2,80
65,66,2,80
66,67,3,105
67,67,3,80
68,67,3,80
69,66,2,80
70,67,3,95
71,71,7,80
72,74,10,80
73,71,7,80
74,69,5,105
75,71,7,80
76,69,5,80
77,67,3,80
78,66,2,95
79,69,5,80
80,69,5,80
81,71,7,105
82,71,7,105
83,74,10,80
84,76,0,80
85,74,10,80
86,76,0,95
87,78,2,80
88,79,3,80
89,76,0,80
90,78,2,105
91,76,0,80
92,74,10,80
93,78,2,80
94,76,0,95
95,78,2,80
96,78,2,80
97,78,2,80
98,76,0,105
99,78,2,80
100,76,0,80
101,74,10,80
102,71,7,95
103,74,10,80
104,74,10,80
105,71,7,80
106,69,5,105
107,71,7,80
108,69,5,80
109,67,3,80
110,66,2,95
111,62,10,80
112,62,10,80
113,66,2,80
114,67,3,105
115,67,3,80
116,67,3,80
117,66,2,80
118,67,3,95
119,71,7,80
120,74,10,80
121,71,7,80
122,69,5,105
123,67,3,80
124,66,2,80
125,67,3,80
126,64,0,95
