eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,7,105
1,67,0,105
2,71,4,80
3,74,7,80
4,78,11,80
5,79,0,95
6,76,9,80
7,74,7,80
8,71,4,80
9,67,0,105
10,71,4,80
11,74,7,80
12,78,11,80
13,79,0,95
14,76,9,80
15,74,7,80
16,76,9,105
17,76,9,105
18,69,2,80
19,72,5,80
20,69,2,80
21,76,9,95
22,69,2,80
23,69,2,80
24,71,4,105
25,71,4,105
26,74,7,80
27,76,9,80
28,78,11,80
29,79,0,95
30,76,9,80
31,74,7,80
32,71,4,80
33,67,0,105
34,71,4,80
35,74,7,80
36,78,11,80
37,79,0,95
38,76,9,80
39,74,7,80
40,71,4,80
41,67,0,105
42,71,4,80
43,74,7,80
44,78,11,80
45,79,0,95
46,76,9,80
47,74,7,80
48,71,4,80
49,72,5,105
50,74,7,80
51,76,9,80
52,78,11,80
53,79,0,95
54,76,9,80
55,78,11,80
56,74,7,80
57,71,4,105
58,72,5,80
59,69,2,80
60,66,11,80
61,67,0,95
62,62,7,80
63,62,7,80
64,62,7,80
65,67,0,105
66,71,4,80
67,74,7,80
68,78,11,80
69,79,0,95
70,76,9,80
71,74,7,80
72,71,4,80
73,67,0,105
74,71,4,80
75,74,7,80
76,78,11,80
77,79,0,95
78,76,9,80
79,74,7,80
80,76,9,105
81,76,9,105
82,69,2,80
83,72,5,80
84,69,2,80
85,76,9,95
86,69,2,80
87,69,2,80
88,71,4,105
89,71,4,105
90,74,7,80
91,76,9,80
92,78,11,80
93,79,0,95
94,76,9,80
95,74,7,80
96,71,4,80
97,67,0,105
98,71,4,80
99,74,7,80
100,78,11,80
101,79,0,95
102,76,9,80
103,74,7,80
104,71,4,80
105,67,0,105
106,71,4,80
107,74,7,80
108,78,11,80
109,79,0,95
110,76,9,80
111,74,7,80
112,71,4,80
113,72,5,105
114,74,7,80
115,76,9,80
116,78,11,80
117,79,0,95
118,76,9,80
119,78,11,80
120,74,7,80
121,71,4,105
122,72,5,80
123,69,2,80
124,66,11,80
125,67,0,95
126,71,4,80
127,71,4,80
128,71,4,80
129,74,7,105
130,78,11,80
131,79,0,80
132,83,4,95
133,83,4,95
134,78,11,80
135,79,0,80
136,74,7,105
137,74,7,105
138,79,0,80
139,78,11,80
140,81,2,80
141,79,0,95
142,76,9,80
143,74,7,80
144,76,9,105
145,76,9,105
146,69,2,80
147,72,5,80
148,69,2,80
149,76,9,95
150,69,2,80
151,69,2,80
152,71,4,105
153,71,4,105
154,74,7,80
155,76,9,80
156,78,11,80
157,79,0,95
158,76,9,80
159,74,7,80
160,71,4,80
161,74,7,105
162,78,11,80
163,79,0,80
164,83,4,95
165,83,4,95
166,78,11,80
167,79,0,80
168,74,7,105
169,74,7,105
170,79,0,80
171,78,11,80
172,81,2,80
173,79,0,95
174,76,9,80
175,74,7,80
176,71,4,80
177,72,5,105
178,74,7,80
179,76,9,80
180,78,11,80
181,79,0,95
182,76,9,80
183,78,11,80
184,74,7,80
185,71,4,105
186,72,5,80
187,69,2,80
188,66,11,80
189,67,0,95
190,71,4,80
191,71,4,80
192,71,4,80
193,74,7,105
194,78,11,80
195,79,0,80
196,83,4,95
197,83,4,95
198,78,11,80
199,79,0,80
200,74,7,105
201,74,7,105
202,79,0,80
203,78,11,80
204,81,2,80
205,79,0,95
206,76,9,80
207,74,7,80
208,76,9,105
209,76,9,105
210,69,2,80
211,72,5,80
212,69,2,80
213,76,9,95
214,69,2,80
215,69,2,80
216,71,4,105
217,71,4,105
218,74,7,80
219,76,9,80
220,78,11,80
221,79,0,95
222,76,9,80
223,74,7,80
224,71,4,80
225,74,7,105
226,78,11,80
227,79,0,80
228,83,4,95
229,83,4,95
230,78,11,80
231,79,0,80
232,74,7,105
233,74,7,105
234,79,0,80
235,78,11,80
236,81,2,80
237,79,0,95
238,76,9,80
239,74,7,80
240,71,4,80
241,72,5,105
242,74,7,80
243,76,9,80
244,78,11,80
245,79,0,95
246,76,9,80
247,78,11,80
248,74,7,80
249,71,4,105
250,72,5,80
251,69,2,80
252,66,11,80
253,67,0,95
