eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,67,0,105
1,66,11,105
2,62,7,80
3,69,2,80
4,62,7,80
5,71,4,95
6,62,7,80
7,69,2,80
8,62,7,80
9,67,0,105
10,72,5,80
11,72,5,80
12,67,0,80
13,64,9,95
14,60,5,80
15,69,2,80
16,67,0,80
17,66,11,105
18,62,7,80
19,69,2,80
20,62,7,80
21,71,4,95
22,62,7,80
23,69,2,80
24,62,7,80
25,69,2,105
26,74,7,80
27,72,5,80
28,76,9,80
29,74,7,95
30,74,7,80
31,69,2,80
32,67,0,80
33,66,11,105
34,62,7,80
35,69,2,80
36,62,7,80
37,71,4,95
38,62,7,80
39,69,2,80
40,62,7,80
41,67,0,105
42,72,5,80
43,72,5,80
44,67,0,80
45,64,9,95
46,60,5,80
47,69,2,80
48,67,0,80
49,66,11,105
50,62,7,80
51,69,2,80
52,62,7,80
53,71,4,95
54,62,7,80
55,69,2,80
56,62,7,80
57,69,2,105
58,74,7,80
59,72,5,80
60,76,9,80
61,74,7,95
62,74,7,80
63,74,7,80
64,76,9,80
65,78,11,105
66,81,2,80
67,74,7,80
68,38,7,80
69,38,7,80
70,50,7,75
71,50,7,75
72,38,7,80
73,38,7,80
74,50,7,75
75,50,7,75
76,38,7,80
77,38,7,80
78,50,7,75
79,50,7,75
80,38,7,80
81,38,7,80
82,50,7,75
83,50,7,75
84,38,7,80
85,38,7,80
86,50,7,75
87,50,7,75
88,38,7,80
89,38,7,80
90,50,7,75
91,50,7,75
92,38,7,80
93,38,7,80
94,50,7,75
95,50,7,75
96,38,7,80
97,38,7,80
98,50,7,75
99,50,7,75
100,38,7,80
101,38,7,80
102,50,7,75
103,50,7,75
104,38,7,80
105,38,7,80
106,50,7,75
107,50,7,75
108,38,7,80
109,38,7,80
110,50,7,75
111,50,7,75
112,38,7,80
113,38,7,80
114,50,7,75
115,50,7,75
116,38,7,80
117,38,7,80
118,50,7,75
119,50,7,75
120,38,7,80
121,38,7,80
122,50,7,75
123,50,7,75
124,38,7,80
125,38,7,80
126,50,7,75
127,50,7,75
