eighth_note,dur_weighted_midi_note,dur_weighted_relative_pitch_class,dur_weighted_velocity
0,62,0,105
1,64,2,80
2,66,4,105
3,69,7,80
4,69,7,80
5,66,4,80
6,67,5,95
7,71,9,80
8,71,9,80
9,67,5,80
10,66,4,105
11,69,7,80
12,69,7,80
13,66,4,80
14,64,2,95
15,64,2,80
16,64,2,80
17,66,4,105
18,66,4,105
19,69,7,80
20,69,7,80
21,66,4,80
22,67,5,95
23,71,9,80
24,71,9,80
25,67,5,80
26,66,4,105
27,69,7,80
28,69,7,80
29,66,4,80
30,62,0,95
31,62,0,80
32,62,0,80
33,66,4,105
34,66,4,105
35,69,7,80
36,69,7,80
37,66,4,80
38,67,5,95
39,71,9,80
40,71,9,80
41,67,5,80
42,66,4,105
43,69,7,80
44,69,7,80
45,66,4,80
46,64,2,95
47,64,2,80
48,64,2,80
49,74,0,105
50,74,0,105
51,74,0,80
52,74,0,80
53,71,9,80
54,69,7,95
55,66,4,80
56,62,0,80
57,64,2,80
58,66,4,105
59,69,7,80
60,69,7,80
61,66,4,80
62,62,0,95
63,62,0,80
64,62,0,80
65,74,0,105
66,74,0,105
67,74,0,80
68,74,0,80
69,71,9,80
70,69,7,95
71,66,4,80
72,62,0,80
73,64,2,80
74,66,4,105
75,69,7,80
76,69,7,80
77,66,4,80
78,64,2,95
79,64,2,80
80,64,2,80
81,74,0,105
82,74,0,105
83,74,0,80
84,74,0,80
85,71,9,80
86,69,7,95
87,66,4,80
88,62,0,80
89,64,2,80
90,66,4,105
91,69,7,80
92,69,7,80
93,66,4,80
94,62,0,95
95,62,0,80
96,62,0,80
97,74,0,105
98,74,0,105
99,74,0,80
100,74,0,80
101,71,9,80
102,69,7,95
103,66,4,80
104,62,0,80
105,64,2,80
106,66,4,105
107,69,7,80
108,69,7,80
109,66,4,80
110,64,2,95
111,64,2,80
112,64,2,80
113,74,0,105
114,74,0,105
115,74,0,80
116,74,0,80
117,71,9,80
118,69,7,95
119,66,4,80
120,62,0,80
121,64,2,80
122,66,4,105
123,69,7,80
124,69,7,80
125,66,4,80
126,62,0,95
127,62,0,80
128,62,0,80
